"folio","oa","siteNumber","siteName","phase","status","sku","partId","qty","clientName"
"A08140102",175224,71313162,"MIFEL SANTA FE II","Planeación","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[26980099,26980110,26980140,26980159,26980142]","[1,5,5,1,5]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140101",175224,71299658,"COYOACAN","Operativo","Activo","[""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.901.1"",""UNC.CUAD.911.1.1""]","[26980039,26980077,26980098,26980028,26980079]","[7,7,1,1,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140100",175224,71283143,"CONDESA","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.904.1.4""]","[26979957,26980006,26980027,26980008,26979968]","[1,7,1,7,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140099",175224,71276178,"MIFEL SUCURSAL SANTA TERESA","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1""]","[26979887,26979898,26979938,26979936,26979956]","[1,7,7,7,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140098",175224,71276177,"MIFEL SUCURSAL CUERNAVACA","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4""]","[26979821,26979866,26979868,26979886,26979832]","[1,6,6,1,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140097",174459,71271834,"MIFEL SUCURSAL PUERTA ALAMEDA","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[26978885,26978897,26978935,26978955,26978896]","[1,7,7,1,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140096",174459,71270905,"MIFEL SUCURSAL LINDAVISTA","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.907.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1""]","[26978814,26978863,26978825,26978865,26978884]","[1,7,7,7,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140095",174459,71268939,"MIFEL SUCURSAL DEL VALLE","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[26978748,26978759,26978793,26978808,26978795]","[1,6,6,1,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140094",174459,71257561,"MIFEL POLANCO","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[26978671,26978682,26978720,26978747,26978722]","[1,7,7,1,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140093",174459,71256454,"MIFEL SUCURSAL SATELITE","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1""]","[26978605,26978616,26978650,26978669,26978668]","[1,6,6,6,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140092",174459,71254133,"MIFEL SUCURSAL INTERLOMAS","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1""]","[26978534,26978583,26978604,26978545,26978585]","[1,7,1,7,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140091",174459,71254132,"MIFEL SUCURSAL CDI","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4""]","[26978463,26978514,26978512,26978533,26978474]","[1,7,7,1,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140090",174459,71253923,"MIFEL SUCURSAL NAUCALPAN","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1""]","[26978396,26978462,26978447,26978407,26978445]","[1,1,7,7,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140089",174459,71253922,"MIFEL SUCURSAL TECAMACHALCO","Operativo","Activo","[""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.901.1""]","[26978123,26978345,26978385,26978334,26978292]","[22,22,1,22,2]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140085",175300,71253375,"MIFEL IRAPUATO","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1""]","[27051921,27051932,27051966,27051968,27051985]","[1,6,6,6,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140084",175300,71251663,"MIFEL SUCURSAL PALMAS","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27051856,27051867,27051901,27051920,27051903]","[1,6,6,1,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140083",175300,71251444,"MIFEL BOSQUES","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1""]","[27051795,27051806,27051836,27051855,27051838]","[1,5,5,1,5]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140082",175300,71250105,"MIFEL SUCURSAL IZAZAGA","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1""]","[27051721,27051734,27051772,27051774,27051794]","[2,7,7,7,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140080",175300,71243327,"MIFEL CA 1","Planeación","Activo","[""UNC.CUAD.916.1.1""]","[27051655]","[1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140081",175300,71245563,"MIFEL SUCURSAL  GUADALUPE INN","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27051656,27051667,27051701,27051720,27051703]","[1,6,6,1,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140079",175300,71241924,"MIFEL TOTAL SYSTEMS","Planeación","Activo","[""UNC.CUAD.916.1.1""]","[27051654]","[1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140078",175300,71237205,"MIFEL METEPEC LEONA VICARIO","Planeación","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27051584,27051595,27051633,27051653,27051635]","[1,7,7,1,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140077",175300,70229800,"MIFEL_S011_VALLE_MONTERREY_RT01","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.916.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1""]","[27051469,27051480,27051583,27051554,27051556]","[1,16,1,16,16]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140076",175272,71398441,"GUADALAJARA PLAZA DEL SOL","Operativo","Activo","[""UNC.CUAD.904.1.4"",""UNC.CUAD.901.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27050652,27050694,27050705,27050727,27050707]","[8,1,8,1,8]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140075",175272,71389661,"SUC GUADALAJARA VALLARTA","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4""]","[27050581,27050630,27050645,27050644,27050592]","[1,7,7,1,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140074",175272,71387609,"PLAZA SATELITE","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1""]","[27050510,27050521,27050559,27050579,27050580]","[1,7,7,7,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140073",175272,71386734,"GUADALAJARA RUBEN DARIO","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.904.1.4""]","[27050439,27050488,27050502,27050503,27050450]","[1,7,1,7,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140072",175272,71373605,"HOSPITAL ABC","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27050373,27050384,27050418,27050438,27050420]","[1,6,6,1,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140071",175272,71373604,"PASEO INTERLOMAS","Operativo","Activo","[""UNC.CUAD.907.1"",""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27050350,27050297,27050308,27050372,27050352]","[8,1,8,1,8]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140070",175272,71371013,"LA CUSPIDE","Planeación","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27050231,27050242,27050276,27050296,27050278]","[1,6,6,1,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140069",175272,71368062,"SAN MIGUEL","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27050160,27050171,27050209,27050230,27050211]","[1,7,7,1,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A11150204",175256,71368061,"LAS AMERICAS","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1""]","[27047112,27047123,27047181,27047207,27047183]","[1,12,12,1,12]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A07150267",175256,71364857,"SUCURSAL MADERO","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1""]","[27047046,27047057,27047091,27047105,27047104]","[1,6,6,6,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A11150201",175256,71362203,"MONTERREY PASEO TEC","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1""]","[27046980,27046991,27047025,27047027,27047040]","[1,6,6,6,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A10150285",175256,71362197,"MIFEL DAKOTA WTC","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.904.1.4""]","[27046914,27046959,27046979,27046961,27046925]","[1,6,1,6,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A07150195",175256,71361335,"MIFEL SUC ALTAVISTA","Operativo","Activo","[""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.901.1""]","[27046913,27046824,27046886,27046888,27046813]","[1,13,13,13,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A11150202",175256,71360251,"MIFEL AGRONEGOCIO MERIDA","Planeación","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1""]","[27046770,27046812,27046781,27046803,27046805]","[1,1,3,3,3]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A11150211",175256,71358780,"MIFEL AGRONEGOCIO AGUASCALIENTES","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1""]","[27046727,27046738,27046762,27046760,27046769]","[1,3,3,3,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A11150197",175256,71358226,"MIFEL SUCURSAL MAGUEN DAVID","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.904.1.4""]","[27046661,27046708,27046726,27046706,27046672]","[1,6,1,6,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A11150208",175256,71356647,"MIFEL BOSQUES DE LAS LOMAS","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1""]","[27046590,27046601,27046639,27046641,27046660]","[1,7,7,7,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A11150195",175256,71355220,"MIFEL VILLAHERMOSA CD","Planeación","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1""]","[27046547,27046558,27046582,27046580]","[1,3,3,3]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140065",175213,71349351,"MIFEL AEROPUERTO T2","Operativo","Activo","[""UNC.CUAD.904.1.4"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1""]","[27042715,27042751,27042749,27042769]","[6,6,6,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140064",175213,71348526,"SUCURSAL MIFEL VALLE DORADO","Operativo","Activo","[""UNC.CUAD.916.1.1"",""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1""]","[27042714,27042649,27042660,27042694,27042696]","[1,1,6,6,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140063",175213,71347671,"MIFEL TERRAZA LOMAS VERDES","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.907.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.904.1.4""]","[27042583,27042628,27042648,27042630,27042594]","[1,6,1,6,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140062",175213,71347315,"AGRONEGOCIOS QUERETARO","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1""]","[27042540,27042551,27042573,27042575,27042582]","[1,3,3,3,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140061",175213,71340965,"MODULO AGRONEGOCIOS PUEBLA","Planeación","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1""]","[27042497,27042539,27042508,27042530,27042532]","[1,1,3,3,3]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140060",175213,71339465,"MIFEL LAS AGUILAS","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1"",""UNC.CUAD.911.1.1""]","[27042431,27042496,27042442,27042476,27042478]","[1,1,6,6,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140059",175213,71336281,"MIFEL ACOXPA","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.907.1""]","[27042360,27042430,27042411,27042371,27042409]","[1,1,7,7,7]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140058",175213,71336105,"MIFEL TESORERIA DOCTORES","Planeación","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.907.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.916.1.1""]","[27042299,27042342,27042310,27042312,27042359]","[1,5,5,5,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08140057",175213,71332736,"MIFEL MONTERREY CUMBRES","Operativo","Activo","[""UNC.CUAD.907.1"",""UNC.CUAD.901.1"",""UNC.CUAD.911.1.1"",""UNC.CUAD.916.1.1"",""UNC.CUAD.904.1.4""]","[27042278,27042233,27042280,27042298,27042244]","[6,1,6,1,6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A07140268",173823,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.908.1"",""UNC.CUAD.901.1""]","[26951255,26951783]","[75,1]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A07140263",173778,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Operativo","Activo","[""UNC.CUAD.901.1"",""UNC.CUAD.904.1.4"",""UNC.CUAD.912.1""]","[26947314,26947377,26949575]","[27,547,75]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A07140260",173739,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Operativo","Activo","[""UNC.CUAD.911.1.1""]","[26951019]","[622]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A07140259",173737,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.907.1""]","[26951014]","[622]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A07140258",173736,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.906.1""]","[26950413]","[460]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"V0000000664",320349,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Desconocido","Activo","[""UNC.CUAD.904.1"",""UNC.CUAD.906.1"",""UNC.CUAD.911.1"",""UNC.CUAD.907.1""]","[33115344,33116458,33116795,33116797]","[111,111,111,111]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A10190784",393581,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.907.1"",""UNC.CUAD.907.1""]","[36429830,36429832]","[100,400]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A10190930",393775,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.907.1""]","[36530134]","[100]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A10191268",394485,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.911.1""]","[36603378]","[300]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A10191270",394527,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.912.1""]","[36607091]","[6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A10191272",394556,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.912.1""]","[36610550]","[6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A10191295",394636,70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","Planeación","Activo","[""UNC.CUAD.912.1""]","[36611777]","[6]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A12190043",400323,71785338,"PREMIUM TOLUCA","Planeación","Activo","[""UNC.CUAD.904.1.4""]","[36753219]","[50]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A12190054",400352,71785338,"PREMIUM TOLUCA","Implementación","Activo","[""UNC.CUAD.904.1.4""]","[36761181]","[4]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A12190214",400510,71785338,"PREMIUM TOLUCA","Planeación","Activo","[""UNC.CUAD.904.1.4""]","[36763521]","[50]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A12190218",400517,71785338,"PREMIUM TOLUCA","Planeación","Activo","[""UNC.CUAD.904.1.4""]","[36765666]","[50]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A02200895",412223,71785338,"PREMIUM TOLUCA","Desconocido","Activo","[""UNC.CUAD.904.1.4""]","[37070045]","[50]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A02200915",412319,71785338,"PREMIUM TOLUCA","Desconocido","Activo","[""UNC.CUAD.904.1.4""]","[37072891]","[50]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A05201508",426646,71253922,"MIFEL SUCURSAL TECAMACHALCO","Nuevo","Activo","[""UNC.CUAD.912.1"",""UNC.CUAD.904.1.4""]","[37509787,37510646]","[9,9]","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
