"folio","clientName","status","sku","partId","qty","qtyFac"
"A03182266","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837958,1,"[]"
"A03182272","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837960,1,"[]"
"A03182310","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837849,3,"[]"
"A03182310","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837851,4,"[]"
"A03182311","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837866,2,"[]"
"A03182311","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837868,5,"[]"
"A03182296","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837832,5,"[]"
"A03182296","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837830,2,"[]"
"A03182281","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837794,2,"[]"
"A03182281","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837796,5,"[]"
"A03182291","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837813,5,"[]"
"A03182358","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837571,2,"[]"
"A03182358","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837573,6,"[]"
"A03182341","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837552,2,"[]"
"A03182341","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837554,5,"[]"
"A03182317","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837512,2,"[]"
"A03182317","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837514,5,"[]"
"A03182323","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837528,2,"[]"
"A03182323","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837533,6,"[]"
"A03182273","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837237,2,"[]"
"A03182273","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837239,5,"[]"
"A03182264","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837212,3,"[]"
"A03182264","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837214,8,"[]"
"A03182256","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837193,6,"[]"
"A03182256","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837191,2,"[]"
"A03182249","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837172,2,"[]"
"A03182249","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837174,5,"[]"
"A03182244","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837151,2,"[]"
"A03182244","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837153,6,"[]"
"A03182293","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837138,1,"[]"
"A03182257","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837126,1,"[]"
"A03182278","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32837132,1,"[]"
"A03182278","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837130,1,"[]"
"A03182274","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837128,2,"[]"
"A03182245","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837122,1,"[]"
"A03182250","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32837124,1,"[]"
"A03182284","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836861,1,"[]"
"A03182254","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836853,2,"[]"
"A03182275","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836859,2,"[]"
"A03182262","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836857,1,"[]"
"A03182261","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836855,2,"[]"
"A03182253","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836851,2,"[]"
"A03182260","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836645,2,"[]"
"A03182260","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836647,23,"[]"
"A03182243","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836622,2,"[]"
"A03182243","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836624,7,"[]"
"A03182240","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836558,3,"[]"
"A03182240","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836560,13,"[]"
"A03182238","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836504,5,"[]"
"A03182238","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836502,2,"[]"
"A03182232","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836354,4,"[]"
"A03182232","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836356,26,"[]"
"A03182236","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836415,2,"[]"
"A03182236","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836417,39,"[]"
"A03182233","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836331,2,"[]"
"A03182233","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836333,7,"[]"
"A03182230","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32836310,2,"[]"
"A03182230","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836312,6,"[]"
"A03182227","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835999,1,"[]"
"A03182226","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32836001,1,"[]"
"A03182223","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835993,1,"[]"
"A03182222","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835995,2,"[]"
"A03182221","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835997,1,"[]"
"A03182224","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835976,1,"[]"
"A03182220","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835964,1,"[]"
"A03182219","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835970,1,"[]"
"A03182225","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835974,1,"[]"
"A03182215","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835958,1,"[]"
"A03182214","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835960,1,"[]"
"A03182212","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835954,2,"[]"
"A03182213","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835956,1,"[]"
"A03182167","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835267,2,"[]"
"A03182163","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835271,2,"[]"
"A03182166","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835269,1,"[]"
"A03182164","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835273,2,"[]"
"A03182165","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835275,2,"[]"
"A03182209","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835526,3,"[]"
"A03182209","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835528,7,"[]"
"A03182196","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835479,4,"[]"
"A03182196","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835481,19,"[]"
"A03182194","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835458,2,"[]"
"A03182194","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835460,6,"[]"
"A03182192","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835435,2,"[]"
"A03182192","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835437,7,"[]"
"A03182183","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835395,1,"[]"
"A03182184","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835397,1,"[]"
"A03182174","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835383,1,"[]"
"A03182174","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835383,1,"[]"
"A03182174","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835385,2,"[]"
"A03182176","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835387,2,"[]"
"A03182176","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835389,1,"[]"
"A03182189","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835165,4,"[]"
"A03182189","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835167,25,"[]"
"A03182182","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835097,3,"[]"
"A03182182","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835099,19,"[]"
"A03182173","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32835016,37,"[]"
"A03182173","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32835014,4,"[]"
"A03182170","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32834999,4,"[]"
"A03182170","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32834997,1,"[]"
"A03182150","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32834751,1,"[]"
"A03182153","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32834753,2,"[]"
"A03182152","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32834755,2,"[]"
"A03182147","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32834741,1,"[]"
"A03182148","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32834743,2,"[]"
"A03182148","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32834745,1,"[]"
"A03182003","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32828769,2,"[]"
"A03182003","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32828771,5,"[]"
"A03181969","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32828732,2,"[]"
"A03181969","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32828735,4,"[]"
"A03181999","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32828751,1,"[]"
"A03181999","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32828753,4,"[]"
"A03181962","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32828710,1,"[]"
"A03181962","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32828712,6,"[]"
"A03181963","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827929,1,"[]"
"A03181963","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827931,24,"[]"
"A03181964","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827986,18,"[]"
"A03181964","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827988,1,"[]"
"A03181953","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827831,2,"[]"
"A03181953","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827833,24,"[]"
"A03181956","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827888,1,"[]"
"A03181956","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827890,16,"[]"
"A03181951","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827801,1,"[]"
"A03181951","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827806,9,"[]"
"A03181990","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827729,2,"[]"
"A03181990","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827731,5,"[]"
"A03181998","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827748,1,"[]"
"A03181998","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827750,4,"[]"
"A03181967","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827710,3,"[]"
"A03181967","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827712,5,"[]"
"A03181965","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32827695,4,"[]"
"A03181965","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32827693,2,"[]"
"A03181938","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32826604,1,"[]"
"A03181937","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32826588,6,"[]"
"A03181935","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32826576,4,"[]"
"A03181932","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32826570,1,"[]"
"A03181931","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32826562,2,"[]"
"A03181924","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32826214,2,"[]"
"A03181924","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32826216,5,"[]"
"A03181212","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808919,1,"[]"
"A03181216","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808917,1,"[]"
"A03181493","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808669,5,"[]"
"A03181493","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808671,34,"[]"
"A03181484","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808658,2,"[]"
"A03181466","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808634,3,"[]"
"A03181466","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808636,9,"[]"
"A03181299","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808615,3,"[]"
"A03181299","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808617,5,"[]"
"A03181223","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808571,2,"[]"
"A03181223","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808573,8,"[]"
"A03181224","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808550,2,"[]"
"A03181224","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808552,6,"[]"
"A03181218","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808499,22,"[]"
"A03181218","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808497,3,"[]"
"A03181220","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808486,1,"[]"
"A03181220","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808488,1,"[]"
"A03181219","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808468,2,"[]"
"A03181219","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808470,6,"[]"
"A03181222","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808381,2,"[]"
"A03181222","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808383,14,"[]"
"A03181209","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808348,3,"[]"
"A03181209","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808350,12,"[]"
"A03181208","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808337,1,"[]"
"A03181208","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808339,1,"[]"
"A03181203","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32808271,4,"[]"
"A03181203","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32808273,30,"[]"
"A03181101","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32807589,3,"[]"
"A03181101","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32807591,19,"[]"
"A03181089","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32807514,3,"[]"
"A03181089","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32807516,26,"[]"
"A03180996","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32806465,4,"[]"
"A03180996","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32806467,29,"[]"
"A03180994","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32806211,2,"[]"
"A03180994","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32806213,20,"[]"
"A03180991","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32806130,2,"[]"
"A03180991","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32806132,22,"[]"
"A03180953","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805118,2,"[]"
"A03180960","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805123,2,"[]"
"A03180960","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805125,4,"[]"
"A03180931","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805110,3,"[]"
"A03180940","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805112,1,"[]"
"A03180907","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805100,2,"[]"
"A03180959","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805456,2,"[]"
"A03180927","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805428,3,"[]"
"A03180927","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805430,7,"[]"
"A03180944","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805448,1,"[]"
"A03180944","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805450,1,"[]"
"A03180903","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805349,36,"[]"
"A03180903","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805347,3,"[]"
"A03180888","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805075,9,"[]"
"A03180888","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805073,3,"[]"
"A03180871","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805037,1,"[]"
"A03180882","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805046,2,"[]"
"A03180882","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805048,9,"[]"
"A03180865","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32805019,1,"[]"
"A03180865","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32805021,6,"[]"
"A03180955","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804836,4,"[]"
"A03180955","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804838,24,"[]"
"A03180941","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804819,2,"[]"
"A03180941","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804821,4,"[]"
"A03180899","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804690,28,"[]"
"A03180925","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804753,3,"[]"
"A03180925","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804755,30,"[]"
"A03180867","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804640,1,"[]"
"A03180874","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804645,3,"[]"
"A03180874","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804647,4,"[]"
"A03180857","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804616,2,"[]"
"A03180857","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804618,9,"[]"
"A03180970","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804384,11,"[]"
"A03180970","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804382,1,"[]"
"A03180964","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804305,4,"[]"
"A03180964","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804307,34,"[]"
"A03180949","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804288,1,"[]"
"A03180949","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804290,4,"[]"
"A03180935","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804265,1,"[]"
"A03180935","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804267,7,"[]"
"A03180917","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32804234,2,"[]"
"A03180917","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32804236,11,"[]"
"A03180985","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32803910,1,"[]"
"A03180985","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803912,2,"[]"
"A03180966","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803858,1,"[]"
"A03180978","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803868,19,"[]"
"A03180945","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32803838,3,"[]"
"A03180945","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803840,7,"[]"
"A03180972","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32803724,2,"[]"
"A03180972","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803726,11,"[]"
"A03180946","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32803711,1,"[]"
"A03180952","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803715,1,"[]"
"A03180952","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32803713,1,"[]"
"A03180987","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32803693,2,"[]"
"A03180987","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803695,6,"[]"
"A03180982","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32803613,10,"[]"
"A03180982","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803615,28,"[]"
"A03180973","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32803576,3,"[]"
"A03180973","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32803578,14,"[]"
"A03180951","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32802436,1,"[]"
"A03180951","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32802439,4,"[]"
"A03180956","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32802441,3,"[]"
"A03180965","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32802472,13,"[]"
"A03180926","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32802363,26,"[]"
"A03180913","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32802350,3,"[]"
"A03180913","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32802353,4,"[]"
"A03180892","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32802327,3,"[]"
"A03180892","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32802329,8,"[]"
"A03180912","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32801517,1,"[]"
"A03180613","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795806,1,"[]"
"A03180612","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32795808,1,"[]"
"A03180611","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795798,1,"[]"
"A03180610","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32795800,1,"[]"
"A03180607","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795788,1,"[]"
"A03180608","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795790,1,"[]"
"A03180608","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32795792,1,"[]"
"A03180606","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795786,2,"[]"
"A03180598","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32795231,1,"[]"
"A03180602","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795219,1,"[]"
"A03180599","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795221,3,"[]"
"A03180601","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32795223,2,"[]"
"A03180597","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795215,1,"[]"
"A03180600","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795217,1,"[]"
"A03180593","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795169,2,"[]"
"A03180593","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32795171,7,"[]"
"A03180594","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32795194,6,"[]"
"A03180594","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32795192,2,"[]"
"A03180282","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790482,2,"[]"
"A03180282","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790487,8,"[]"
"A03180278","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790454,2,"[]"
"A03180278","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790457,5,"[]"
"A03180273","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790408,2,"[]"
"A03180273","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790411,4,"[]"
"A03180272","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790435,4,"[]"
"A03180272","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790433,2,"[]"
"A03180269","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790385,4,"[]"
"A03180269","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790387,7,"[]"
"A03180268","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790356,3,"[]"
"A03180268","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790358,10,"[]"
"A03180588","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790289,1,"[]"
"A03180588","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790291,4,"[]"
"A03180579","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790235,3,"[]"
"A03180579","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790237,12,"[]"
"A03180586","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790268,3,"[]"
"A03180586","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790270,6,"[]"
"A03180573","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790216,2,"[]"
"A03180573","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790218,5,"[]"
"A03180558","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790195,2,"[]"
"A03180558","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790197,6,"[]"
"A03180545","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790165,4,"[]"
"A03180545","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790170,9,"[]"
"A03180317","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32790011,2,"[]"
"A03180317","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32790013,7,"[]"
"A03180304","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32789969,3,"[]"
"A03180304","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32789971,6,"[]"
"A03180309","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32789990,2,"[]"
"A03180309","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32789992,6,"[]"
"A03180287","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32789945,5,"[]"
"A03180290","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32789950,2,"[]"
"A03180290","BBVA BANCOMER","Activo","UNC.CUAD.AVBA101",32789952,5,"[]"
"A03180285","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32789931,2,"[]"
"A03180581","BBVA BANCOMER","Activo","UNC.CUAD.AVBA100",32789868,5,"[]"
