"folio","clientName","siteNumber","oa","service"
"A04190176","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642583,366462,"CUAD-CISCO"
"A04190200","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642560,366461,"CUAD-CISCO"
"A04190169","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642580,366460,"CUAD-CISCO"
"A04190201","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642559,366458,"CUAD-CISCO"
"A04190203","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642558,366454,"CUAD-CISCO"
"A04190202","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642585,366450,"CUAD-CISCO"
"A04190171","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642576,366447,"CUAD-CISCO"
"A04190167","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642557,366443,"CUAD-CISCO"
"A04190155","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71645232,366438,"CUAD-CISCO"
"A04190157","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642561,366437,"CUAD-CISCO"
"A04190160","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642582,366436,"CUAD-CISCO"
"A04190151","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642581,366433,"CUAD-CISCO"
"A04190147","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642579,366431,"CUAD-CISCO"
"A04190136","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642556,366427,"CUAD-CISCO"
"A04190129","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642584,366425,"CUAD-CISCO"
"A04190122","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642564,366424,"CUAD-CISCO"
"A03191877","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642576,362245,"CUAD-CISCO"
"A03191864","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71645232,362208,"CUAD-CISCO"
"A03191875","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642561,362205,"CUAD-CISCO"
"A03191862","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642582,362201,"CUAD-CISCO"
"A03191861","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642581,362198,"CUAD-CISCO"
"A03191871","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642579,362196,"CUAD-CISCO"
"A03191866","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642556,362193,"CUAD-CISCO"
"A03191860","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642584,362187,"CUAD-CISCO"
"A03191856","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642564,362180,"CUAD-CISCO"
"A10190462","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",71642564,393387,"CUAD-CISCO"
"A04190156","INVERSORA BURSATIL,S.A DE C.V. CASA DE BOLSA GRUPO FINANCIERO INBURSA",71440767,366440,"CUAD-CISCO"
"A12180437","INVERSORA BURSATIL,S.A DE C.V. CASA DE BOLSA GRUPO FINANCIERO INBURSA",71440767,349334,"CUAD-CISCO"
"A03194528","PROVIDENT MEXICO S.A. DE C.V.",71798592,365327,"CUAD-BROADSOFT"
"A03194248","PROVIDENT MEXICO S.A. DE C.V.",71796070,363402,"CUAD-BROADSOFT"
"A03191131","PROVIDENT MEXICO S.A. DE C.V.",71795405,361785,"CUAD-BROADSOFT"
"A02191221","PROVIDENT MEXICO S.A. DE C.V.",71792556,357893,"CUAD-BROADSOFT"
"V0000000720","PROVIDENT MEXICO S.A. DE C.V.",71792556,357893,"CUAD-BROADSOFT"
"A11190153","PROVIDENT MEXICO S.A. DE C.V.",71641154,397596,"CUAD-BROADSOFT"
"A11190154","PROVIDENT MEXICO S.A. DE C.V.",71708414,397596,"CUAD-BROADSOFT"
"A11190155","PROVIDENT MEXICO S.A. DE C.V.",71728956,397596,"CUAD-BROADSOFT"
"A11190156","PROVIDENT MEXICO S.A. DE C.V.",71729048,397596,"CUAD-BROADSOFT"
"A11190157","PROVIDENT MEXICO S.A. DE C.V.",71769334,397596,"CUAD-BROADSOFT"
"A11190159","PROVIDENT MEXICO S.A. DE C.V.",71622765,397600,"CUAD-BROADSOFT"
"A11190160","PROVIDENT MEXICO S.A. DE C.V.",71728912,397600,"CUAD-BROADSOFT"
"A11190161","PROVIDENT MEXICO S.A. DE C.V.",71729033,397600,"CUAD-BROADSOFT"
"A11190162","PROVIDENT MEXICO S.A. DE C.V.",71729086,397600,"CUAD-BROADSOFT"
"A11190163","PROVIDENT MEXICO S.A. DE C.V.",71829186,397600,"CUAD-BROADSOFT"
"A11190164","PROVIDENT MEXICO S.A. DE C.V.",71729031,397602,"CUAD-BROADSOFT"
"A11190165","PROVIDENT MEXICO S.A. DE C.V.",71728970,397602,"CUAD-BROADSOFT"
"A11190166","PROVIDENT MEXICO S.A. DE C.V.",71729052,397602,"CUAD-BROADSOFT"
"A11190167","PROVIDENT MEXICO S.A. DE C.V.",71729072,397602,"CUAD-BROADSOFT"
"A11190168","PROVIDENT MEXICO S.A. DE C.V.",71729156,397602,"CUAD-BROADSOFT"
"A11190187","PROVIDENT MEXICO S.A. DE C.V.",71589421,397636,"CUAD-BROADSOFT"
"A11190188","PROVIDENT MEXICO S.A. DE C.V.",71626316,397636,"CUAD-BROADSOFT"
"A11190189","PROVIDENT MEXICO S.A. DE C.V.",71728940,397636,"CUAD-BROADSOFT"
"A11190190","PROVIDENT MEXICO S.A. DE C.V.",71729121,397636,"CUAD-BROADSOFT"
"A11190191","PROVIDENT MEXICO S.A. DE C.V.",71729444,397636,"CUAD-BROADSOFT"
"A11190199","PROVIDENT MEXICO S.A. DE C.V.",71694322,397654,"CUAD-BROADSOFT"
"A11190200","PROVIDENT MEXICO S.A. DE C.V.",71728922,397654,"CUAD-BROADSOFT"
"A11190201","PROVIDENT MEXICO S.A. DE C.V.",71766605,397654,"CUAD-BROADSOFT"
"A11190202","PROVIDENT MEXICO S.A. DE C.V.",71814128,397654,"CUAD-BROADSOFT"
"A11190203","PROVIDENT MEXICO S.A. DE C.V.",71831086,397654,"CUAD-BROADSOFT"
"A11190205","PROVIDENT MEXICO S.A. DE C.V.",71613083,397662,"CUAD-BROADSOFT"
"A11190206","PROVIDENT MEXICO S.A. DE C.V.",71622646,397662,"CUAD-BROADSOFT"
"A11190207","PROVIDENT MEXICO S.A. DE C.V.",71626306,397662,"CUAD-BROADSOFT"
"A11190208","PROVIDENT MEXICO S.A. DE C.V.",71729104,397662,"CUAD-BROADSOFT"
"A11190218","PROVIDENT MEXICO S.A. DE C.V.",71579628,397668,"CUAD-BROADSOFT"
"A11190209","PROVIDENT MEXICO S.A. DE C.V.",71820288,397662,"CUAD-BROADSOFT"
"A11190219","PROVIDENT MEXICO S.A. DE C.V.",71611677,397668,"CUAD-BROADSOFT"
"A11190220","PROVIDENT MEXICO S.A. DE C.V.",71654423,397668,"CUAD-BROADSOFT"
"A11190221","PROVIDENT MEXICO S.A. DE C.V.",71714402,397668,"CUAD-BROADSOFT"
"A11190222","PROVIDENT MEXICO S.A. DE C.V.",71831113,397668,"CUAD-BROADSOFT"
"A11190251","PROVIDENT MEXICO S.A. DE C.V.",71626298,397697,"CUAD-BROADSOFT"
"A11190252","PROVIDENT MEXICO S.A. DE C.V.",71714361,397697,"CUAD-BROADSOFT"
"A11190253","PROVIDENT MEXICO S.A. DE C.V.",71729127,397697,"CUAD-BROADSOFT"
"A11190254","PROVIDENT MEXICO S.A. DE C.V.",71729439,397697,"CUAD-BROADSOFT"
"A11190255","PROVIDENT MEXICO S.A. DE C.V.",71831045,397697,"CUAD-BROADSOFT"
"A11190256","PROVIDENT MEXICO S.A. DE C.V.",71831183,397697,"CUAD-BROADSOFT"
"A11190267","PROVIDENT MEXICO S.A. DE C.V.",71723295,397704,"CUAD-BROADSOFT"
"A11190268","PROVIDENT MEXICO S.A. DE C.V.",71728979,397704,"CUAD-BROADSOFT"
"A11190269","PROVIDENT MEXICO S.A. DE C.V.",71728988,397704,"CUAD-BROADSOFT"
"A11190271","PROVIDENT MEXICO S.A. DE C.V.",71729115,397704,"CUAD-BROADSOFT"
"A11190270","PROVIDENT MEXICO S.A. DE C.V.",71729093,397704,"CUAD-BROADSOFT"
"A11190272","PROVIDENT MEXICO S.A. DE C.V.",71831117,397704,"CUAD-BROADSOFT"
"A11190275","PROVIDENT MEXICO S.A. DE C.V.",71827948,397714,"CUAD-BROADSOFT"
"A11190276","PROVIDENT MEXICO S.A. DE C.V.",71829411,397714,"CUAD-BROADSOFT"
"A03191122","OCESA",71795284,361887,"CUAD-AVAYA"
"A06171667","ALQUILADORA DE VEHICULOS AUTOMOTORES",71628773,277546,"Por definir"
"A12180394","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71697865,349156,"CUAD-CISCO"
"A11181135","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71697865,347628,"CUAD-CISCO"
"A06181829","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71343209,325531,"CUAD-CISCO"
"A06181830","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409585,325531,"CUAD-CISCO"
"A06181836","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71413659,325531,"CUAD-CISCO"
"A06181489","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411444,322808,"CUAD-CISCO"
"A06180583","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314303,322483,"CUAD-CISCO"
"A06180577","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314288,322483,"CUAD-CISCO"
"A06180556","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314286,322483,"CUAD-CISCO"
"A06180550","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314283,322483,"CUAD-CISCO"
"A06180509","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411121,322475,"CUAD-CISCO"
"A06180507","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410248,322475,"CUAD-CISCO"
"A06180502","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410247,322475,"CUAD-CISCO"
"A06180494","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71305549,322475,"CUAD-CISCO"
"A06180496","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314253,322475,"CUAD-CISCO"
"A08180180","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411110,322470,"CUAD-CISCO"
"A09180720","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411115,322470,"CUAD-CISCO"
"A09180719","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71282113,322470,"CUAD-CISCO"
"A09180721","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71306228,322470,"CUAD-CISCO"
"A09180723","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71282112,322470,"CUAD-CISCO"
"A06180580","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71413661,322472,"CUAD-CISCO"
"A06180560","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314323,322472,"CUAD-CISCO"
"A06180565","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411118,322472,"CUAD-CISCO"
"A06180548","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314250,322472,"CUAD-CISCO"
"A06180600","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410976,322468,"CUAD-CISCO"
"A06180576","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314238,322468,"CUAD-CISCO"
"A06180597","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410249,322468,"CUAD-CISCO"
"A06180590","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314285,322468,"CUAD-CISCO"
"A06180573","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71254500,322468,"CUAD-CISCO"
"A06180603","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71413098,322467,"CUAD-CISCO"
"A06180591","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410971,322467,"CUAD-CISCO"
"A06180602","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410972,322467,"CUAD-CISCO"
"A06180585","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410958,322467,"CUAD-CISCO"
"A06180566","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410246,322467,"CUAD-CISCO"
"A06180506","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71412774,322465,"CUAD-CISCO"
"A06180504","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314240,322465,"CUAD-CISCO"
"A06180493","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314146,322465,"CUAD-CISCO"
"A06180488","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71306230,322465,"CUAD-CISCO"
"A06180500","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314239,322465,"CUAD-CISCO"
"A06180505","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410953,322455,"CUAD-CISCO"
"A06180498","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314376,322455,"CUAD-CISCO"
"A06180491","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314281,322455,"CUAD-CISCO"
"A06180489","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314243,322455,"CUAD-CISCO"
"A06180499","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410948,322451,"CUAD-CISCO"
"A06180497","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410944,322451,"CUAD-CISCO"
"A06180492","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410920,322451,"CUAD-CISCO"
"A09180784","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314292,322451,"CUAD-CISCO"
"A06180588","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410250,322433,"CUAD-CISCO"
"A06180582","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409917,322433,"CUAD-CISCO"
"A06180564","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71323656,322433,"CUAD-CISCO"
"A06180553","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314330,322433,"CUAD-CISCO"
"A06180552","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314259,322433,"CUAD-CISCO"
"A06180420","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314333,322432,"CUAD-CISCO"
"A08181080","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409913,322432,"CUAD-CISCO"
"A06180426","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409915,322432,"CUAD-CISCO"
"A06180414","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314251,322432,"CUAD-CISCO"
"A06180542","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409785,322429,"CUAD-CISCO"
"A06180521","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314305,322429,"CUAD-CISCO"
"A06180534","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314319,322429,"CUAD-CISCO"
"A06180535","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409784,322429,"CUAD-CISCO"
"A06180545","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410511,322428,"CUAD-CISCO"
"A06180537","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409783,322428,"CUAD-CISCO"
"A06180526","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71310009,322428,"CUAD-CISCO"
"A06180533","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71345243,322428,"CUAD-CISCO"
"A06180546","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411180,322431,"CUAD-CISCO"
"A06180540","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409786,322431,"CUAD-CISCO"
"A09180783","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314368,322431,"CUAD-CISCO"
"A06180529","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314304,322431,"CUAD-CISCO"
"A06180471","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314293,322425,"CUAD-CISCO"
"A06180479","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71612250,322425,"CUAD-CISCO"
"A06180473","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71364539,322425,"CUAD-CISCO"
"A06180467","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314265,322425,"CUAD-CISCO"
"A06180480","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409706,322422,"CUAD-CISCO"
"A06180468","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314375,322422,"CUAD-CISCO"
"A09180782","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409704,322421,"CUAD-CISCO"
"A06180409","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409697,322421,"CUAD-CISCO"
"A06180415","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409705,322421,"CUAD-CISCO"
"A06180405","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409696,322421,"CUAD-CISCO"
"A06180557","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314269,322418,"CUAD-CISCO"
"A06180575","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409695,322418,"CUAD-CISCO"
"A06180567","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409684,322418,"CUAD-CISCO"
"A06180541","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314263,322418,"CUAD-CISCO"
"A06180544","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314267,322418,"CUAD-CISCO"
"A06180484","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314296,322417,"CUAD-CISCO"
"A06180485","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314369,322417,"CUAD-CISCO"
"A06180481","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314245,322417,"CUAD-CISCO"
"A06180483","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314258,322417,"CUAD-CISCO"
"A06180520","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314372,322381,"CUAD-CISCO"
"A06180528","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409682,322381,"CUAD-CISCO"
"A06180523","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409586,322381,"CUAD-CISCO"
"A06180516","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314266,322381,"CUAD-CISCO"
"A07180943","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71343209,322324,"CUAD-CISCO"
"A07180941","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314332,322324,"CUAD-CISCO"
"A07140289","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71338049,174221,"CUAD-CISCO"
"A04140067","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",70137381,164140,"CUAD-CISCO"
"A03140016","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",70137381,160863,"CUAD-CISCO"
"A02140068","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71413659,158833,"CUAD-CISCO"
"A02140071","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71413661,158833,"CUAD-CISCO"
"A02140153","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71412774,158832,"CUAD-CISCO"
"A02140156","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71413098,158832,"CUAD-CISCO"
"A02140134","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410246,158832,"CUAD-CISCO"
"A02140147","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410249,158832,"CUAD-CISCO"
"A02140152","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411180,158832,"CUAD-CISCO"
"A02140149","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410250,158832,"CUAD-CISCO"
"A02140143","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410248,158832,"CUAD-CISCO"
"A02140139","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410247,158832,"CUAD-CISCO"
"A02140114","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314305,158832,"CUAD-CISCO"
"A02140125","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314369,158832,"CUAD-CISCO"
"A02140130","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71316792,158832,"CUAD-CISCO"
"A02140117","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314329,158832,"CUAD-CISCO"
"A02140121","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314332,158832,"CUAD-CISCO"
"A02140094","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314251,158832,"CUAD-CISCO"
"A02140105","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314293,158832,"CUAD-CISCO"
"A02140109","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314301,158832,"CUAD-CISCO"
"A02140097","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314269,158832,"CUAD-CISCO"
"A02140101","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314292,158832,"CUAD-CISCO"
"A02140074","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71306230,158832,"CUAD-CISCO"
"A02140085","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314243,158832,"CUAD-CISCO"
"A02140088","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314250,158832,"CUAD-CISCO"
"A02140079","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314146,158832,"CUAD-CISCO"
"A02140082","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314238,158832,"CUAD-CISCO"
"A02140065","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71254500,158832,"CUAD-CISCO"
"A02140069","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71305549,158832,"CUAD-CISCO"
"A02140144","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410976,158831,"CUAD-CISCO"
"A02140150","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411110,158831,"CUAD-CISCO"
"A02140154","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411117,158831,"CUAD-CISCO"
"A02140146","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411108,158831,"CUAD-CISCO"
"A02140157","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71411118,158831,"CUAD-CISCO"
"A02140128","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410948,158831,"CUAD-CISCO"
"A02140131","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410958,158831,"CUAD-CISCO"
"A02140138","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410972,158831,"CUAD-CISCO"
"A02140135","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410971,158831,"CUAD-CISCO"
"A02140113","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409785,158831,"CUAD-CISCO"
"A02140116","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409917,158831,"CUAD-CISCO"
"A02140120","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410511,158831,"CUAD-CISCO"
"A02140123","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71410920,158831,"CUAD-CISCO"
"A02140107","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409784,158831,"CUAD-CISCO"
"A02140093","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409684,158831,"CUAD-CISCO"
"A02140099","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409696,158831,"CUAD-CISCO"
"A02140102","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409705,158831,"CUAD-CISCO"
"A02140084","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71345243,158831,"CUAD-CISCO"
"A02140086","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409585,158831,"CUAD-CISCO"
"A02140078","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71314328,158831,"CUAD-CISCO"
"A02140091","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V",71409682,158831,"CUAD-CISCO"
