"folio","clientName","siteNumber","oa","service"
"A03182236","BBVA BANCOMER",70114494,311971,"CUAD-AVAYA"
"A03182233","BBVA BANCOMER",70114413,311971,"CUAD-AVAYA"
"A03182230","BBVA BANCOMER",70114411,311971,"CUAD-AVAYA"
"A03182227","BBVA BANCOMER",70114717,311962,"CUAD-AVAYA"
"A03182226","BBVA BANCOMER",71433002,311962,"CUAD-AVAYA"
"A03182223","BBVA BANCOMER",70114606,311962,"CUAD-AVAYA"
"A03182222","BBVA BANCOMER",70114610,311962,"CUAD-AVAYA"
"A03182221","BBVA BANCOMER",70114671,311962,"CUAD-AVAYA"
"A03182224","BBVA BANCOMER",71579846,311958,"CUAD-AVAYA"
"A03182220","BBVA BANCOMER",70114554,311958,"CUAD-AVAYA"
"A03182219","BBVA BANCOMER",70115020,311958,"CUAD-AVAYA"
"A03182225","BBVA BANCOMER",71369422,311958,"CUAD-AVAYA"
"A03182215","BBVA BANCOMER",70114929,311953,"CUAD-AVAYA"
"A03182214","BBVA BANCOMER",70115191,311953,"CUAD-AVAYA"
"A03182212","BBVA BANCOMER",70114879,311953,"CUAD-AVAYA"
"A03182213","BBVA BANCOMER",70114902,311953,"CUAD-AVAYA"
"A03182167","BBVA BANCOMER",70114377,311915,"CUAD-AVAYA"
"A03182163","BBVA BANCOMER",70114459,311915,"CUAD-AVAYA"
"A03182166","BBVA BANCOMER",70114395,311915,"CUAD-AVAYA"
"A03182164","BBVA BANCOMER",70114535,311915,"CUAD-AVAYA"
"A03182165","BBVA BANCOMER",70114536,311915,"CUAD-AVAYA"
"A03182209","BBVA BANCOMER",71513192,311912,"CUAD-AVAYA"
"A03182196","BBVA BANCOMER",70122111,311912,"CUAD-AVAYA"
"A03182194","BBVA BANCOMER",70114389,311912,"CUAD-AVAYA"
"A03182192","BBVA BANCOMER",70114287,311912,"CUAD-AVAYA"
"A03182183","BBVA BANCOMER",70114757,311910,"CUAD-AVAYA"
"A03182184","BBVA BANCOMER",70122011,311910,"CUAD-AVAYA"
"A03182174","BBVA BANCOMER",70114581,311910,"CUAD-AVAYA"
"A03182176","BBVA BANCOMER",70114656,311910,"CUAD-AVAYA"
"A03182189","BBVA BANCOMER",70114225,311901,"CUAD-AVAYA"
"A03182182","BBVA BANCOMER",70114200,311901,"CUAD-AVAYA"
"A03182173","BBVA BANCOMER",70114196,311901,"CUAD-AVAYA"
"A03182170","BBVA BANCOMER",70114164,311901,"CUAD-AVAYA"
"A03182150","BBVA BANCOMER",70114253,311896,"CUAD-AVAYA"
"A03182153","BBVA BANCOMER",70114373,311896,"CUAD-AVAYA"
"A03182152","BBVA BANCOMER",70223486,311896,"CUAD-AVAYA"
"A03182147","BBVA BANCOMER",70114201,311896,"CUAD-AVAYA"
"A03182148","BBVA BANCOMER",70114221,311896,"CUAD-AVAYA"
"A03182003","BBVA BANCOMER",71280856,311393,"CUAD-AVAYA"
"A03181969","BBVA BANCOMER",71275378,311393,"CUAD-AVAYA"
"A03181999","BBVA BANCOMER",71280845,311393,"CUAD-AVAYA"
"A03181962","BBVA BANCOMER",70226814,311393,"CUAD-AVAYA"
"A03181963","BBVA BANCOMER",71442945,311391,"CUAD-AVAYA"
"A03181964","BBVA BANCOMER",71444793,311391,"CUAD-AVAYA"
"A03181953","BBVA BANCOMER",71433272,311391,"CUAD-AVAYA"
"A03181956","BBVA BANCOMER",71442052,311391,"CUAD-AVAYA"
"A03181951","BBVA BANCOMER",71348840,311391,"CUAD-AVAYA"
"A03181990","BBVA BANCOMER",70115519,311389,"CUAD-AVAYA"
"A03181998","BBVA BANCOMER",70196097,311389,"CUAD-AVAYA"
"A03181967","BBVA BANCOMER",70115385,311389,"CUAD-AVAYA"
"A03181965","BBVA BANCOMER",70115287,311389,"CUAD-AVAYA"
"A03181938","BBVA BANCOMER",71287297,311342,"CUAD-AVAYA"
"A03181937","BBVA BANCOMER",70115381,311342,"CUAD-AVAYA"
"A03181935","BBVA BANCOMER",70115016,311342,"CUAD-AVAYA"
"A03181932","BBVA BANCOMER",70114677,311342,"CUAD-AVAYA"
"A03181931","BBVA BANCOMER",70114170,311342,"CUAD-AVAYA"
"A03181924","BBVA BANCOMER",71708354,311326,"CUAD-AVAYA"
"A03181212","BBVA BANCOMER",71434344,310817,"CUAD-AVAYA"
"A03181216","BBVA BANCOMER",70115452,310817,"CUAD-AVAYA"
"A03181493","BBVA BANCOMER",70114290,310804,"CUAD-AVAYA"
"A03181484","BBVA BANCOMER",70114236,310804,"CUAD-AVAYA"
"A03181466","BBVA BANCOMER",70114176,310804,"CUAD-AVAYA"
"A03181299","BBVA BANCOMER",70114144,310804,"CUAD-AVAYA"
"A03181223","BBVA BANCOMER",71299345,310802,"CUAD-AVAYA"
"A03181224","BBVA BANCOMER",70115727,310802,"CUAD-AVAYA"
"A03181218","BBVA BANCOMER",70115656,310802,"CUAD-AVAYA"
"A03181220","BBVA BANCOMER",70115415,310802,"CUAD-AVAYA"
"A03181219","BBVA BANCOMER",70115186,310802,"CUAD-AVAYA"
"A03181222","BBVA BANCOMER",70115090,310798,"CUAD-AVAYA"
"A03181209","BBVA BANCOMER",70115082,310798,"CUAD-AVAYA"
"A03181208","BBVA BANCOMER",70115078,310798,"CUAD-AVAYA"
"A03181203","BBVA BANCOMER",70033136,310798,"CUAD-AVAYA"
"A03181101","BBVA BANCOMER",70119746,310792,"CUAD-AVAYA"
"A03181089","BBVA BANCOMER",70119011,310791,"CUAD-AVAYA"
"A03180996","BBVA BANCOMER",70115080,310788,"CUAD-AVAYA"
"A03180994","BBVA BANCOMER",70114339,310786,"CUAD-AVAYA"
"A03180991","BBVA BANCOMER",70114376,310781,"CUAD-AVAYA"
"A03180953","BBVA BANCOMER",71284746,310757,"CUAD-AVAYA"
"A03180960","BBVA BANCOMER",71439226,310757,"CUAD-AVAYA"
"A03180931","BBVA BANCOMER",70114765,310757,"CUAD-AVAYA"
"A03180940","BBVA BANCOMER",70223494,310757,"CUAD-AVAYA"
"A03180907","BBVA BANCOMER",70114765,310757,"CUAD-AVAYA"
"A03180959","BBVA BANCOMER",71461694,310755,"CUAD-AVAYA"
"A03180927","BBVA BANCOMER",70122036,310755,"CUAD-AVAYA"
"A03180944","BBVA BANCOMER",70122082,310755,"CUAD-AVAYA"
"A03180903","BBVA BANCOMER",70122005,310755,"CUAD-AVAYA"
"A03180888","BBVA BANCOMER",70115566,310742,"CUAD-AVAYA"
"A03180871","BBVA BANCOMER",70115199,310742,"CUAD-AVAYA"
"A03180882","BBVA BANCOMER",70115461,310742,"CUAD-AVAYA"
"A03180865","BBVA BANCOMER",70115157,310742,"CUAD-AVAYA"
"A03180955","BBVA BANCOMER",70115146,310730,"CUAD-AVAYA"
"A03180941","BBVA BANCOMER",70115125,310730,"CUAD-AVAYA"
"A03180899","BBVA BANCOMER",70114993,310730,"CUAD-AVAYA"
"A03180925","BBVA BANCOMER",70115017,310730,"CUAD-AVAYA"
"A03180867","BBVA BANCOMER",70115162,310728,"CUAD-AVAYA"
"A03180874","BBVA BANCOMER",71278193,310728,"CUAD-AVAYA"
"A03180857","BBVA BANCOMER",70114191,310728,"CUAD-AVAYA"
"A03180970","BBVA BANCOMER",70115452,310722,"CUAD-AVAYA"
"A03180964","BBVA BANCOMER",70115019,310722,"CUAD-AVAYA"
"A03180949","BBVA BANCOMER",70114518,310722,"CUAD-AVAYA"
"A03180935","BBVA BANCOMER",70114517,310722,"CUAD-AVAYA"
"A03180917","BBVA BANCOMER",70114398,310722,"CUAD-AVAYA"
"A03180985","BBVA BANCOMER",70114867,310715,"CUAD-AVAYA"
"A03180966","BBVA BANCOMER",70114563,310715,"CUAD-AVAYA"
"A03180978","BBVA BANCOMER",70114865,310715,"CUAD-AVAYA"
"A03180945","BBVA BANCOMER",70114275,310715,"CUAD-AVAYA"
"A03180972","BBVA BANCOMER",71559523,310709,"CUAD-AVAYA"
"A03180946","BBVA BANCOMER",70114773,310709,"CUAD-AVAYA"
"A03180952","BBVA BANCOMER",70115127,310709,"CUAD-AVAYA"
"A03180987","BBVA BANCOMER",71560974,310704,"CUAD-AVAYA"
"A03180982","BBVA BANCOMER",70122123,310704,"CUAD-AVAYA"
"A03180973","BBVA BANCOMER",70114778,310704,"CUAD-AVAYA"
"A03180951","BBVA BANCOMER",71280867,310698,"CUAD-AVAYA"
"A03180956","BBVA BANCOMER",71402580,310698,"CUAD-AVAYA"
"A03180965","BBVA BANCOMER",71402580,310698,"CUAD-AVAYA"
"A03180926","BBVA BANCOMER",70115361,310698,"CUAD-AVAYA"
"A03180913","BBVA BANCOMER",70114486,310698,"CUAD-AVAYA"
"A03180892","BBVA BANCOMER",70114478,310698,"CUAD-AVAYA"
"A03180912","BBVA BANCOMER",70114257,310686,"CUAD-AVAYA"
"A03180613","BBVA BANCOMER",71444891,310399,"CUAD-AVAYA"
"A03180612","BBVA BANCOMER",71594630,310399,"CUAD-AVAYA"
"A03180611","BBVA BANCOMER",70115047,310399,"CUAD-AVAYA"
"A03180610","BBVA BANCOMER",71241347,310399,"CUAD-AVAYA"
"A03180607","BBVA BANCOMER",70115032,310399,"CUAD-AVAYA"
"A03180608","BBVA BANCOMER",70115039,310399,"CUAD-AVAYA"
"A03180606","BBVA BANCOMER",70114880,310399,"CUAD-AVAYA"
"A03180598","BBVA BANCOMER",71573800,310377,"CUAD-AVAYA"
"A03180602","BBVA BANCOMER",70114358,310377,"CUAD-AVAYA"
"A03180599","BBVA BANCOMER",70114359,310377,"CUAD-AVAYA"
"A03180601","BBVA BANCOMER",70115660,310377,"CUAD-AVAYA"
"A03180597","BBVA BANCOMER",70114288,310377,"CUAD-AVAYA"
"A03180600","BBVA BANCOMER",70114321,310377,"CUAD-AVAYA"
"A03180593","BBVA BANCOMER",70114499,310375,"CUAD-AVAYA"
"A03180594","BBVA BANCOMER",70115591,310375,"CUAD-AVAYA"
"A03180282","BBVA BANCOMER",71591303,310152,"CUAD-AVAYA"
"A03180278","BBVA BANCOMER",70116695,310152,"CUAD-AVAYA"
"A03180273","BBVA BANCOMER",70115459,310152,"CUAD-AVAYA"
"A03180272","BBVA BANCOMER",70115563,310152,"CUAD-AVAYA"
"A03180269","BBVA BANCOMER",70115396,310152,"CUAD-AVAYA"
"A03180268","BBVA BANCOMER",70115360,310152,"CUAD-AVAYA"
"A03180588","BBVA BANCOMER",71278157,310148,"CUAD-AVAYA"
"A03180579","BBVA BANCOMER",70115413,310148,"CUAD-AVAYA"
"A03180586","BBVA BANCOMER",70115672,310148,"CUAD-AVAYA"
"A03180573","BBVA BANCOMER",70115386,310148,"CUAD-AVAYA"
"A03180558","BBVA BANCOMER",70115358,310148,"CUAD-AVAYA"
"A03180545","BBVA BANCOMER",70115351,310148,"CUAD-AVAYA"
"A03180317","BBVA BANCOMER",71299090,310133,"CUAD-AVAYA"
"A03180304","BBVA BANCOMER",71255493,310133,"CUAD-AVAYA"
"A03180309","BBVA BANCOMER",71284742,310133,"CUAD-AVAYA"
"A03180287","BBVA BANCOMER",70223946,310133,"CUAD-AVAYA"
"A03180290","BBVA BANCOMER",71238326,310133,"CUAD-AVAYA"
"A03180285","BBVA BANCOMER",70223946,310133,"CUAD-AVAYA"
"A03180581","BBVA BANCOMER",71438782,310122,"CUAD-AVAYA"
"A03180578","BBVA BANCOMER",71437376,310122,"CUAD-AVAYA"
"A03180571","BBVA BANCOMER",71404162,310122,"CUAD-AVAYA"
"A03180556","BBVA BANCOMER",71394735,310122,"CUAD-AVAYA"
"A03180542","BBVA BANCOMER",70220792,310122,"CUAD-AVAYA"
"A03180575","BBVA BANCOMER",71390782,310113,"CUAD-AVAYA"
"A03180560","BBVA BANCOMER",71286237,310113,"CUAD-AVAYA"
"A03180550","BBVA BANCOMER",71284749,310113,"CUAD-AVAYA"
"A03180559","BBVA BANCOMER",70115029,309935,"CUAD-AVAYA"
"A03180546","BBVA BANCOMER",70114756,309935,"CUAD-AVAYA"
"A03180539","BBVA BANCOMER",70114733,309935,"CUAD-AVAYA"
"A03180512","BBVA BANCOMER",70114594,309935,"CUAD-AVAYA"
"A03180522","BBVA BANCOMER",70114649,309935,"CUAD-AVAYA"
"A03180227","BBVA BANCOMER",71378264,309934,"CUAD-AVAYA"
"A03180223","BBVA BANCOMER",70114856,309934,"CUAD-AVAYA"
"A03180228","BBVA BANCOMER",70115075,309934,"CUAD-AVAYA"
"A03180225","BBVA BANCOMER",70114684,309934,"CUAD-AVAYA"
"A03180224","BBVA BANCOMER",70114571,309934,"CUAD-AVAYA"
"A03180219","BBVA BANCOMER",71427701,309932,"CUAD-AVAYA"
"A03180202","BBVA BANCOMER",71313925,309932,"CUAD-AVAYA"
"A03180200","BBVA BANCOMER",70197242,309932,"CUAD-AVAYA"
"A03180201","BBVA BANCOMER",70145748,309932,"CUAD-AVAYA"
"A03180203","BBVA BANCOMER",70114896,309932,"CUAD-AVAYA"
"A03180222","BBVA BANCOMER",71520237,309930,"CUAD-AVAYA"
"A03180220","BBVA BANCOMER",71465123,309930,"CUAD-AVAYA"
"A03180221","BBVA BANCOMER",71511949,309930,"CUAD-AVAYA"
"A03180218","BBVA BANCOMER",70114817,309930,"CUAD-AVAYA"
"A03180217","BBVA BANCOMER",70114860,309930,"CUAD-AVAYA"
"A03180553","BBVA BANCOMER",70197066,309927,"CUAD-AVAYA"
"A03180561","BBVA BANCOMER",71457960,309927,"CUAD-AVAYA"
"A03180524","BBVA BANCOMER",70114745,309927,"CUAD-AVAYA"
"A03180536","BBVA BANCOMER",70115730,309927,"CUAD-AVAYA"
"A03180509","BBVA BANCOMER",70114738,309927,"CUAD-AVAYA"
"A03180567","BBVA BANCOMER",71457749,309924,"CUAD-AVAYA"
"A03180555","BBVA BANCOMER",70115694,309924,"CUAD-AVAYA"
"A03180531","BBVA BANCOMER",70114426,309924,"CUAD-AVAYA"
"A03180538","BBVA BANCOMER",70115633,309924,"CUAD-AVAYA"
"A03180516","BBVA BANCOMER",70114348,309924,"CUAD-AVAYA"
"A03180562","BBVA BANCOMER",71561474,309915,"CUAD-AVAYA"
"A03180554","BBVA BANCOMER",70114347,309915,"CUAD-AVAYA"
"A03180540","BBVA BANCOMER",70114228,309915,"CUAD-AVAYA"
"A03180530","BBVA BANCOMER",70114162,309915,"CUAD-AVAYA"
"A03180510","BBVA BANCOMER",70114147,309915,"CUAD-AVAYA"
"A03180497","BBVA BANCOMER",71706206,309880,"CUAD-AVAYA"
"A03180485","BBVA BANCOMER",71706175,309880,"CUAD-AVAYA"
"A03180491","BBVA BANCOMER",71706190,309880,"CUAD-AVAYA"
"A03180459","BBVA BANCOMER",71705816,309880,"CUAD-AVAYA"
"A03180425","BBVA BANCOMER",71705629,309880,"CUAD-AVAYA"
"A03180193","BBVA BANCOMER",71643578,309874,"CUAD-AVAYA"
"A03180191","BBVA BANCOMER",71643547,309874,"CUAD-AVAYA"
"A03180103","BBVA BANCOMER",70122131,309539,"CUAD-AVAYA"
"A03181494","BBVA BANCOMER",71450730,308617,"CUAD-AVAYA"
"A03181497","BBVA BANCOMER",71428717,308617,"CUAD-AVAYA"
"A03181447","BBVA BANCOMER",70225959,308617,"CUAD-AVAYA"
"A03181436","BBVA BANCOMER",71463580,308572,"CUAD-AVAYA"
"A03181435","BBVA BANCOMER",71442121,308572,"CUAD-AVAYA"
"A03181430","BBVA BANCOMER",71437379,308572,"CUAD-AVAYA"
"A03181432","BBVA BANCOMER",71439225,308572,"CUAD-AVAYA"
"A03181428","BBVA BANCOMER",71437372,308572,"CUAD-AVAYA"
"A03181316","BBVA BANCOMER",71379564,308286,"CUAD-AVAYA"
"A03181318","BBVA BANCOMER",71627180,308286,"CUAD-AVAYA"
"A03181274","BBVA BANCOMER",71294035,307847,"CUAD-AVAYA"
"A03181269","BBVA BANCOMER",70115431,307847,"CUAD-AVAYA"
"A03181272","BBVA BANCOMER",70115433,307847,"CUAD-AVAYA"
"A03181267","BBVA BANCOMER",70115426,307847,"CUAD-AVAYA"
"A03181265","BBVA BANCOMER",70115344,307847,"CUAD-AVAYA"
"A03180074","BBVA BANCOMER",70115727,307822,"CUAD-AVAYA"
"A03180063","BBVA BANCOMER",70115698,307822,"CUAD-AVAYA"
"A03180054","BBVA BANCOMER",70115695,307822,"CUAD-AVAYA"
"A03180050","BBVA BANCOMER",70115686,307822,"CUAD-AVAYA"
"A03180043","BBVA BANCOMER",70115476,307822,"CUAD-AVAYA"
"A02182048","BBVA BANCOMER",70115369,306928,"CUAD-AVAYA"
"A02182049","BBVA BANCOMER",70114362,306928,"CUAD-AVAYA"
"A02182032","BBVA BANCOMER",70114317,306928,"CUAD-AVAYA"
"A02182030","BBVA BANCOMER",70114271,306928,"CUAD-AVAYA"
"A02182065","BBVA BANCOMER",70115354,306927,"CUAD-AVAYA"
"A02182062","BBVA BANCOMER",70114402,306927,"CUAD-AVAYA"
"A02182064","BBVA BANCOMER",70114490,306927,"CUAD-AVAYA"
"A02182060","BBVA BANCOMER",70114326,306927,"CUAD-AVAYA"
"A02182052","BBVA BANCOMER",70114243,306927,"CUAD-AVAYA"
"A02182061","BBVA BANCOMER",71436433,306926,"CUAD-AVAYA"
"A02182056","BBVA BANCOMER",71275380,306926,"CUAD-AVAYA"
"A02182053","BBVA BANCOMER",70115384,306926,"CUAD-AVAYA"
"A02182040","BBVA BANCOMER",70115132,306926,"CUAD-AVAYA"
"A02182019","BBVA BANCOMER",70115453,306925,"CUAD-AVAYA"
"A02182041","BBVA BANCOMER",70115453,306924,"CUAD-AVAYA"
"A02182046","BBVA BANCOMER",70115514,306924,"CUAD-AVAYA"
"A02182038","BBVA BANCOMER",70115377,306924,"CUAD-AVAYA"
"A02182043","BBVA BANCOMER",70115392,306924,"CUAD-AVAYA"
"A02182035","BBVA BANCOMER",70114764,306924,"CUAD-AVAYA"
"A02182027","BBVA BANCOMER",70114737,306924,"CUAD-AVAYA"
"A02182034","BBVA BANCOMER",70114752,306924,"CUAD-AVAYA"
"A02182045","BBVA BANCOMER",71457959,306923,"CUAD-AVAYA"
"A02182042","BBVA BANCOMER",70114328,306923,"CUAD-AVAYA"
"A02182039","BBVA BANCOMER",70114511,306923,"CUAD-AVAYA"
"A02182033","BBVA BANCOMER",70114275,306923,"CUAD-AVAYA"
"A02182029","BBVA BANCOMER",70114238,306923,"CUAD-AVAYA"
"A02182044","BBVA BANCOMER",70115127,306923,"CUAD-AVAYA"
"A02182026","BBVA BANCOMER",70114174,306923,"CUAD-AVAYA"
"A02182022","BBVA BANCOMER",70115138,306922,"CUAD-AVAYA"
"A02182025","BBVA BANCOMER",70115445,306922,"CUAD-AVAYA"
"A02182021","BBVA BANCOMER",70114246,306922,"CUAD-AVAYA"
"A02181951","BBVA BANCOMER",71394730,306522,"CUAD-AVAYA"
"A02181947","BBVA BANCOMER",71390817,306522,"CUAD-AVAYA"
"A02181751","BBVA BANCOMER",71703437,306276,"CUAD-AVAYA"
"A02181740","BBVA BANCOMER",71699838,306276,"CUAD-AVAYA"
"A02181750","BBVA BANCOMER",71703411,306276,"CUAD-AVAYA"
"A02181691","BBVA BANCOMER",71241166,306108,"CUAD-AVAYA"
"A02181693","BBVA BANCOMER",71241173,306108,"CUAD-AVAYA"
"A02181685","BBVA BANCOMER",71241097,306108,"CUAD-AVAYA"
"A02181689","BBVA BANCOMER",71241097,306108,"CUAD-AVAYA"
"A02181591","BBVA BANCOMER",71703437,306025,"CUAD-AVAYA"
"A02181580","BBVA BANCOMER",71699838,306025,"CUAD-AVAYA"
"A02181582","BBVA BANCOMER",71703411,306025,"CUAD-AVAYA"
"A02181457","BBVA BANCOMER",70114416,305888,"CUAD-AVAYA"
"A02181455","BBVA BANCOMER",71703340,305881,"CUAD-AVAYA"
"A02181412","BBVA BANCOMER",70114275,305824,"CUAD-AVAYA"
"A02181377","BBVA BANCOMER",71630680,305740,"CUAD-AVAYA"
"A02181374","BBVA BANCOMER",71627180,305740,"CUAD-AVAYA"
"A02181302","BBVA BANCOMER",71700554,305536,"CUAD-AVAYA"
"A02181298","BBVA BANCOMER",71561009,305536,"CUAD-AVAYA"
"A02181300","BBVA BANCOMER",71620778,305536,"CUAD-AVAYA"
"A02181296","BBVA BANCOMER",71458125,305536,"CUAD-AVAYA"
"A02181310","BBVA BANCOMER",71700569,305535,"CUAD-AVAYA"
"A02181305","BBVA BANCOMER",71596126,305535,"CUAD-AVAYA"
"A02181308","BBVA BANCOMER",71622925,305535,"CUAD-AVAYA"
"A02181316","BBVA BANCOMER",71695798,305511,"CUAD-AVAYA"
"A02181314","BBVA BANCOMER",71695743,305511,"CUAD-AVAYA"
"A02181312","BBVA BANCOMER",71691475,305511,"CUAD-AVAYA"
"A02181306","BBVA BANCOMER",71626516,305511,"CUAD-AVAYA"
"A02181241","BBVA BANCOMER",71332136,305324,"CUAD-AVAYA"
"A02181243","BBVA BANCOMER",71333205,305324,"CUAD-AVAYA"
"A02181239","BBVA BANCOMER",71270436,305324,"CUAD-AVAYA"
"A02181227","BBVA BANCOMER",70116340,305114,"CUAD-AVAYA"
"A02181229","BBVA BANCOMER",71439019,305114,"CUAD-AVAYA"
"A02181204","BBVA BANCOMER",70114641,305114,"CUAD-AVAYA"
"A02181220","BBVA BANCOMER",70114660,305114,"CUAD-AVAYA"
"A02181169","BBVA BANCOMER",70114628,305114,"CUAD-AVAYA"
"A02181134","BBVA BANCOMER",71401855,305103,"CUAD-AVAYA"
"A02181128","BBVA BANCOMER",70114862,305103,"CUAD-AVAYA"
"A02181129","BBVA BANCOMER",70116336,305103,"CUAD-AVAYA"
"A02181123","BBVA BANCOMER",70114862,305103,"CUAD-AVAYA"
"A02181120","BBVA BANCOMER",70114835,305103,"CUAD-AVAYA"
"A02181118","BBVA BANCOMER",70114562,305103,"CUAD-AVAYA"
"A02181130","BBVA BANCOMER",71457558,305098,"CUAD-AVAYA"
"A02181124","BBVA BANCOMER",70114784,305098,"CUAD-AVAYA"
"A02181127","BBVA BANCOMER",70114814,305098,"CUAD-AVAYA"
"A02181117","BBVA BANCOMER",70114694,305098,"CUAD-AVAYA"
"A02181115","BBVA BANCOMER",70114659,305098,"CUAD-AVAYA"
"A02181105","BBVA BANCOMER",70114620,305091,"CUAD-AVAYA"
"A02181096","BBVA BANCOMER",70114605,305091,"CUAD-AVAYA"
"A02181094","BBVA BANCOMER",70114603,305091,"CUAD-AVAYA"
"A02181093","BBVA BANCOMER",70114598,305091,"CUAD-AVAYA"
"A02181087","BBVA BANCOMER",70114569,305091,"CUAD-AVAYA"
"A02181113","BBVA BANCOMER",70115140,305082,"CUAD-AVAYA"
"A02181109","BBVA BANCOMER",70115130,305082,"CUAD-AVAYA"
"A02181107","BBVA BANCOMER",70115131,305082,"CUAD-AVAYA"
"A02181100","BBVA BANCOMER",70114561,305082,"CUAD-AVAYA"
"A02181091","BBVA BANCOMER",70114552,305082,"CUAD-AVAYA"
"A02181108","BBVA BANCOMER",70115110,305080,"CUAD-AVAYA"
"A02181099","BBVA BANCOMER",70115084,305080,"CUAD-AVAYA"
"A02181106","BBVA BANCOMER",70115097,305080,"CUAD-AVAYA"
"A02181090","BBVA BANCOMER",70115078,305080,"CUAD-AVAYA"
"A02181081","BBVA BANCOMER",70115062,305080,"CUAD-AVAYA"
"A02180996","BBVA BANCOMER",70197255,304877,"CUAD-AVAYA"
"A02180934","BBVA BANCOMER",70115020,304877,"CUAD-AVAYA"
"A02180965","BBVA BANCOMER",70115028,304877,"CUAD-AVAYA"
"A02181028","BBVA BANCOMER",70115018,304869,"CUAD-AVAYA"
"A02181040","BBVA BANCOMER",70115191,304869,"CUAD-AVAYA"
"A02180982","BBVA BANCOMER",70114876,304869,"CUAD-AVAYA"
"A02181014","BBVA BANCOMER",70114948,304869,"CUAD-AVAYA"
"A02180940","BBVA BANCOMER",70114841,304869,"CUAD-AVAYA"
"A02181068","BBVA BANCOMER",70114939,304865,"CUAD-AVAYA"
"A02181070","BBVA BANCOMER",70118885,304865,"CUAD-AVAYA"
"A02181059","BBVA BANCOMER",70114925,304865,"CUAD-AVAYA"
"A02181064","BBVA BANCOMER",70114929,304865,"CUAD-AVAYA"
"A02181021","BBVA BANCOMER",70118884,304850,"CUAD-AVAYA"
"A02180972","BBVA BANCOMER",70114902,304850,"CUAD-AVAYA"
"A02180900","BBVA BANCOMER",70114897,304850,"CUAD-AVAYA"
"A02180935","BBVA BANCOMER",70114898,304850,"CUAD-AVAYA"
"A02181062","BBVA BANCOMER",71491447,304845,"CUAD-AVAYA"
"A02181053","BBVA BANCOMER",70114890,304845,"CUAD-AVAYA"
"A02181022","BBVA BANCOMER",70114879,304845,"CUAD-AVAYA"
"A02180999","BBVA BANCOMER",70114878,304845,"CUAD-AVAYA"
"A02180986","BBVA BANCOMER",70114812,304843,"CUAD-AVAYA"
"A02181011","BBVA BANCOMER",71438780,304843,"CUAD-AVAYA"
"A02180959","BBVA BANCOMER",70114801,304843,"CUAD-AVAYA"
"A02180923","BBVA BANCOMER",70114798,304843,"CUAD-AVAYA"
"A02180896","BBVA BANCOMER",70114767,304843,"CUAD-AVAYA"
"A02180873","BBVA BANCOMER",70114763,304840,"CUAD-AVAYA"
"A02180858","BBVA BANCOMER",70114747,304840,"CUAD-AVAYA"
"A02180838","BBVA BANCOMER",70114713,304840,"CUAD-AVAYA"
"A02180834","BBVA BANCOMER",70114711,304840,"CUAD-AVAYA"
"A02180897","BBVA BANCOMER",70114704,304838,"CUAD-AVAYA"
"A02180857","BBVA BANCOMER",70114667,304838,"CUAD-AVAYA"
"A02180871","BBVA BANCOMER",70114674,304838,"CUAD-AVAYA"
"A02180841","BBVA BANCOMER",70114656,304838,"CUAD-AVAYA"
"A02181025","BBVA BANCOMER",71436961,304834,"CUAD-AVAYA"
"A02181007","BBVA BANCOMER",71436961,304834,"CUAD-AVAYA"
"A02180931","BBVA BANCOMER",71367227,304834,"CUAD-AVAYA"
"A02180892","BBVA BANCOMER",70115733,304834,"CUAD-AVAYA"
"A02180851","BBVA BANCOMER",70114629,304834,"CUAD-AVAYA"
"A02180868","BBVA BANCOMER",70115729,304834,"CUAD-AVAYA"
"A02180919","BBVA BANCOMER",70115468,304824,"CUAD-AVAYA"
"A02180883","BBVA BANCOMER",70114536,304824,"CUAD-AVAYA"
"A02180852","BBVA BANCOMER",70114535,304824,"CUAD-AVAYA"
"A02180836","BBVA BANCOMER",70114532,304824,"CUAD-AVAYA"
"A02180824","BBVA BANCOMER",70114530,304824,"CUAD-AVAYA"
"A02180820","BBVA BANCOMER",71235426,304822,"CUAD-AVAYA"
"A02180816","BBVA BANCOMER",70122129,304822,"CUAD-AVAYA"
"A02180814","BBVA BANCOMER",70114525,304822,"CUAD-AVAYA"
"A02180810","BBVA BANCOMER",70114521,304822,"CUAD-AVAYA"
"A02180806","BBVA BANCOMER",70114510,304822,"CUAD-AVAYA"
"A02180826","BBVA BANCOMER",71378343,304821,"CUAD-AVAYA"
"A02180822","BBVA BANCOMER",70114483,304821,"CUAD-AVAYA"
"A02180819","BBVA BANCOMER",70114475,304821,"CUAD-AVAYA"
"A02180812","BBVA BANCOMER",70114474,304821,"CUAD-AVAYA"
"A02180803","BBVA BANCOMER",70114464,304821,"CUAD-AVAYA"
"A02180797","BBVA BANCOMER",70114425,304818,"CUAD-AVAYA"
"A02180801","BBVA BANCOMER",70114431,304818,"CUAD-AVAYA"
"A02180790","BBVA BANCOMER",70114418,304818,"CUAD-AVAYA"
"A02180804","BBVA BANCOMER",70114403,304814,"CUAD-AVAYA"
"A02180809","BBVA BANCOMER",70114412,304814,"CUAD-AVAYA"
"A02180800","BBVA BANCOMER",70114400,304814,"CUAD-AVAYA"
"A02180791","BBVA BANCOMER",70114389,304814,"CUAD-AVAYA"
