"folio","siteNumber","siteName","phase","clientName","sku","partId","qty","qtyFac"
"A04190761",71636879,"ZURICH CELAYA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34758124,4,"[]"
"A04190884",71636830,"ZURICH GUADALAJARA PATRIA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1",34757800,1,"[]"
"A04190884",71636830,"ZURICH GUADALAJARA PATRIA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34757840,2,"[]"
"A04190760",71609354,"ZURICH COLIMA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34757496,2,"[]"
"A04190863",71609347,"ZURICH CD OBREGON","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34757276,2,"[]"
"A04190766",71774185,"ZURICH AGUASCALIENTES NUEVO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1",34756886,1,"[]"
"A04190766",71774185,"ZURICH AGUASCALIENTES NUEVO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34756926,3,"[]"
"A04190746",71609339,"LEON ZURICH","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1",34755745,1,"[]"
"A04190746",71609339,"LEON ZURICH","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34755785,11,"[]"
"A04190684",71609329,"ZURICH MERIDA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1",34754203,1,"[]"
"A04190684",71609329,"ZURICH MERIDA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34754243,15,"[]"
"A04190639",71609317,"ZURICH PUEBLA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1",34751213,3,"[]"
"A04190639",71609317,"ZURICH PUEBLA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34751327,29,"[]"
"A04190611",71606523,"ZURICH GUADALAJARA AV VALLARTA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1",34747247,5,"[]"
"A04190611",71606523,"ZURICH GUADALAJARA AV VALLARTA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34747452,36,"[]"
"A04190608",71609335,"QUERETARO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1",34744828,3,"[]"
"A04190608",71609335,"QUERETARO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34744940,22,"[]"
"A04190540",71373197,"ZURICH MONTERREY","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34739120,25,"[]"
"A04190540",71373197,"ZURICH MONTERREY","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1",34738742,10,"[]"
"A03191895",71720878,"GUADALAJARA COUNTRY OBRA NUEVA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34423722,4,"[]"
"A03191896",71690817,"ZURICH TORREON PLAZA CITY GALERIAS","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34423366,1,"[]"
"A03191896",71690817,"ZURICH TORREON PLAZA CITY GALERIAS","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34423381,6,"[]"
"A03191896",71690817,"ZURICH TORREON PLAZA CITY GALERIAS","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34423607,1,"[]"
"A03191890",71636848,"ZURICH COMPANIA DE SEGUROS ENSENADA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34423154,1,"[]"
"A03191890",71636848,"ZURICH COMPANIA DE SEGUROS ENSENADA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34423169,1,"[]"
"A03191891",71636884,"ZURICH COMPANIA DE SEGUROS PLAZA ENCINO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34423010,1,"[]"
"A03191891",71636884,"ZURICH COMPANIA DE SEGUROS PLAZA ENCINO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34423025,3,"[]"
"A03191892",71636887,"ZURICH PUEBLA ZAVALETA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34422863,1,"[]"
"A03191892",71636887,"ZURICH PUEBLA ZAVALETA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34422880,3,"[]"
"A03191888",71636879,"ZURICH CELAYA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34422711,4,"[]"
"A03191889",71636830,"ZURICH GUADALAJARA PATRIA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34422614,1,"[]"
"A03191889",71636830,"ZURICH GUADALAJARA PATRIA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34422629,2,"[]"
"A03191878",71609354,"ZURICH COLIMA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34422184,2,"[]"
"A03191873",71609347,"ZURICH CD OBREGON","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34421024,2,"[]"
"A03191865",71774185,"ZURICH AGUASCALIENTES NUEVO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34420787,1,"[]"
"A03191865",71774185,"ZURICH AGUASCALIENTES NUEVO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34420802,2,"[]"
"A03191865",71774185,"ZURICH AGUASCALIENTES NUEVO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34420880,1,"[]"
"A03191863",71609339,"LEON ZURICH","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34417753,1,"[]"
"A03191863",71609339,"LEON ZURICH","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34417364,1,"[]"
"A03191863",71609339,"LEON ZURICH","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34417379,10,"[]"
"A03191858",71609329,"ZURICH MERIDA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34416688,1,"[]"
"A03191858",71609329,"ZURICH MERIDA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34416703,12,"[]"
"A03191858",71609329,"ZURICH MERIDA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34417151,2,"[]"
"A03191853",71609317,"ZURICH PUEBLA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34412947,5,"[]"
"A03191853",71609317,"ZURICH PUEBLA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34413898,2,"[]"
"A03191853",71609317,"ZURICH PUEBLA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34413006,24,"[]"
"A03191854",71606523,"ZURICH GUADALAJARA AV VALLARTA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34411397,5,"[]"
"A03191854",71606523,"ZURICH GUADALAJARA AV VALLARTA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34411456,31,"[]"
"A03191854",71606523,"ZURICH GUADALAJARA AV VALLARTA","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34412607,3,"[]"
"A03191851",71609335,"QUERETARO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34410409,3,"[]"
"A03191851",71609335,"QUERETARO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34410446,19,"[]"
"A03191851",71609335,"QUERETARO","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34411153,2,"[]"
"A03191762",71373197,"ZURICH MONTERREY","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.903.1",34408453,13,"[]"
"A03191762",71373197,"ZURICH MONTERREY","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.904.1.4",34408600,19,"[]"
"A03191762",71373197,"ZURICH MONTERREY","Implementación","ZURICH COMPAÑIA DE SEGUROS, S.A. DE C.V.","UNC.CUAD.912.1",34409307,2,"[]"
"A03194346",71572156,"MATEHUALA 2","Desconocido","OPERADORA ROMANO S.C.","UNC.CUAD.916.1",34487497,1,"[]"
"A05191054",71669040,"ENEL SURESTE I FASE II","Planeación","ENERGIAS RENOVABLES LA MATA SAPI DE CV","UNC.CUAD.904.1.2",35259430,3,"[]"
"A05191054",71669040,"ENEL SURESTE I FASE II","Planeación","ENERGIAS RENOVABLES LA MATA SAPI DE CV","UNC.CUAD.918.1",35259588,1,"[]"
"A05191054",71669040,"ENEL SURESTE I FASE II","Planeación","ENERGIAS RENOVABLES LA MATA SAPI DE CV","UNC.CUAD.911.1",35259586,5,"[]"
"A05191054",71669040,"ENEL SURESTE I FASE II","Planeación","ENERGIAS RENOVABLES LA MATA SAPI DE CV","UNC.CUAD.V9.2",35259590,2,"[]"
"A05191053",71669040,"ENEL SURESTE I FASE II","Planeación","ENERGIAS RENOVABLES LA MATA SAPI DE CV","UNC.CUAD.911.1",35220193,5,"[]"
"A05191053",71669040,"ENEL SURESTE I FASE II","Planeación","ENERGIAS RENOVABLES LA MATA SAPI DE CV","UNC.CUAD.918.1",35220195,1,"[]"
"A05191053",71669040,"ENEL SURESTE I FASE II","Planeación","ENERGIAS RENOVABLES LA MATA SAPI DE CV","UNC.CUAD.904.1.2",35220037,3,"[]"
"A05191053",71669040,"ENEL SURESTE I FASE II","Planeación","ENERGIAS RENOVABLES LA MATA SAPI DE CV","UNC.CUAD.V9.2",35220197,2,"[]"
"A05190799",71624185,"ENEL CORPORATIVO MIYANA","Planeación","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.","UNC.CUAD.911.1",35217477,1,"[]"
"A05190799",71624185,"ENEL CORPORATIVO MIYANA","Planeación","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.","UNC.CUAD.904.1.2",35217520,1,"[]"
"A11181206",71775628,"ENEL OFICINAS OAXACA EL ESPINAL","Planeación","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.","UNC.CUAD.904.1",33728197,3,"[]"
"A11181206",71775628,"ENEL OFICINAS OAXACA EL ESPINAL","Planeación","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.","UNC.CUAD.904.1.2",33728231,5,"[]"
"A11181206",71775628,"ENEL OFICINAS OAXACA EL ESPINAL","Planeación","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.","UNC.CUAD.918.1",33728295,1,"[]"
"A11181206",71775628,"ENEL OFICINAS OAXACA EL ESPINAL","Planeación","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.","UNC.CUAD.906.1",33728264,8,"[]"
"A11181206",71775628,"ENEL OFICINAS OAXACA EL ESPINAL","Planeación","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.","UNC.CUAD.916.1",33728317,1,"[]"
"A11181206",71775628,"ENEL OFICINAS OAXACA EL ESPINAL","Planeación","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.","UNC.CUAD.911.1",33728292,8,"[]"
"A04199551",71642564,"MASARIK","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35172278,1,"[]"
"A04199551",71642564,"MASARIK","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35174696,25,"[]"
"A04199551",71642564,"MASARIK","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35172317,25,"[]"
"A04199547",71642564,"MASARIK","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199548",71642584,"ZURICH COYOACAN","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35174751,2,"[]"
"A04199548",71642584,"ZURICH COYOACAN","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35177299,26,"[]"
"A04199548",71642584,"ZURICH COYOACAN","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35174825,26,"[]"
"A04199545",71642584,"ZURICH COYOACAN","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199544",71642556,"ZURICH SATELITE","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35177389,1,"[]"
"A04199544",71642556,"ZURICH SATELITE","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35177428,10,"[]"
"A04199544",71642556,"ZURICH SATELITE","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35178382,10,"[]"
"A04199542",71642556,"ZURICH SATELITE","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199543",71642579,"MEXICALI ZURICH","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35178405,1,"[1]"
"A04199543",71642579,"MEXICALI ZURICH","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35179588,12,"[]"
"A04199543",71642579,"MEXICALI ZURICH","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35178444,12,"[12]"
"A04199541",71642579,"MEXICALI ZURICH","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199540",71642581,"ZURICH SAN LUIS POTOSI","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35180746,1,"[]"
"A04199540",71642581,"ZURICH SAN LUIS POTOSI","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35181793,9,"[]"
"A04199540",71642581,"ZURICH SAN LUIS POTOSI","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35180792,9,"[6]"
"A04199539",71642581,"ZURICH SAN LUIS POTOSI","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199538",71642582,"TIJUANA ZURICH","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35182669,3,"[3]"
"A04199538",71642582,"TIJUANA ZURICH","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35182780,10,"[10]"
"A04199538",71642582,"TIJUANA ZURICH","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35182778,10,"[]"
"A04199537",71642582,"TIJUANA ZURICH","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199536",71642561,"ZURICH TUXTLA","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35183904,1,"[]"
"A04199536",71642561,"ZURICH TUXTLA","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35183943,9,"[4]"
"A04199536",71642561,"ZURICH TUXTLA","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35184812,9,"[]"
"A04199532",71642561,"ZURICH TUXTLA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199535",71642557,"ZURICH CANCUN","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35184838,7,"[6]"
"A04199535",71642557,"ZURICH CANCUN","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35185507,1,"[1]"
"A04199535",71642557,"ZURICH CANCUN","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35185546,7,"[]"
"A04199531",71642557,"ZURICH CANCUN","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199533",71642576,"CHIHUAHUA","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35185599,5,"[5]"
"A04199533",71642576,"CHIHUAHUA","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35186078,5,"[]"
"A04199533",71642576,"CHIHUAHUA","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35185560,1,"[1]"
"A04199534",71642585,"ZURICH HERMOSILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35186124,2,"[2]"
"A04199534",71642585,"ZURICH HERMOSILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35186198,8,"[7]"
"A04199534",71642585,"ZURICH HERMOSILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35186964,8,"[]"
"A04199530",71642558,"ZURICH MORELIA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35187009,1,"[1]"
"A04199530",71642558,"ZURICH MORELIA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35187048,8,"[1]"
"A04199530",71642558,"ZURICH MORELIA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35187812,8,"[]"
"A04199525",71642558,"ZURICH MORELIA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199526",71642580,"ZURICH ORIZABA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35188038,2,"[2]"
"A04199526",71642580,"ZURICH ORIZABA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35188232,2,"[]"
"A04199524",71642559,"ZURICH OAXACA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35187840,2,"[2]"
"A04199524",71642559,"ZURICH OAXACA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35188034,2,"[]"
"A04199527",71642560,"ZURICH SALTILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35188304,1,"[1]"
"A04199527",71642560,"ZURICH SALTILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35188343,1,"[1]"
"A04199527",71642560,"ZURICH SALTILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35188444,1,"[]"
"A04199527",71642560,"ZURICH SALTILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35188444,1,"[]"
"A04199527",71642560,"ZURICH SALTILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35188343,1,"[1]"
"A04199527",71642560,"ZURICH SALTILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35188446,1,"[1]"
"A04199527",71642560,"ZURICH SALTILLO","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35188442,1,"[]"
"A04199528",71642583,"ZURICH VALLARTA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35188613,1,"[1]"
"A04199528",71642583,"ZURICH VALLARTA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35188652,2,"[2]"
"A04199528",71642583,"ZURICH VALLARTA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35188846,2,"[]"
"A04199529",71642555,"ZURICH VERACRUZ","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35188862,1,"[]"
"A04199529",71642555,"ZURICH VERACRUZ","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35189665,8,"[]"
"A04199529",71642555,"ZURICH VERACRUZ","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35188901,8,"[]"
"A04199523",71642563,"ZURICH VILLAHERMOSA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35189726,1,"[1]"
"A04199523",71642563,"ZURICH VILLAHERMOSA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35190434,7,"[]"
"A04199523",71642563,"ZURICH VILLAHERMOSA","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35189765,7,"[4]"
"A04199519",71642563,"ZURICH VILLAHERMOSA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199518",71642586,"ZURICH MONTERREY LAS PUENTES","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35190476,1,"[]"
"A04199518",71642586,"ZURICH MONTERREY LAS PUENTES","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35191184,7,"[]"
"A04199518",71642586,"ZURICH MONTERREY LAS PUENTES","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35190515,7,"[6]"
"A04199522",71642586,"ZURICH MONTERREY LAS PUENTES","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.",,,,"[]"
"A04199521",71642587,"ZURICH SAN MIGUEL CHAPULTEPEC","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35191233,1,"[1]"
"A04199521",71642587,"ZURICH SAN MIGUEL CHAPULTEPEC","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35191272,3,"[]"
"A04199521",71642587,"ZURICH SAN MIGUEL CHAPULTEPEC","Operativo","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35191561,3,"[]"
"A04199520",71645232,"ZURICH MERIDA 2","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",35191676,2,"[]"
"A04199520",71645232,"ZURICH MERIDA 2","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.907.1",35192704,10,"[]"
"A04199520",71645232,"ZURICH MERIDA 2","Planeación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",35191750,10,"[]"
"A04194850",71642563,"ZURICH VILLAHERMOSA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",34854930,1,"[]"
"A04194850",71642563,"ZURICH VILLAHERMOSA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34854970,7,"[]"
"A04190289",71642587,"ZURICH SAN MIGUEL CHAPULTEPEC","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",34640677,1,"[]"
"A04190289",71642587,"ZURICH SAN MIGUEL CHAPULTEPEC","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34640717,3,"[]"
"A04190292",71642586,"ZURICH MONTERREY LAS PUENTES","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",34639749,1,"[]"
"A04190292",71642586,"ZURICH MONTERREY LAS PUENTES","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34639790,8,"[]"
"A04190255",71642555,"ZURICH VERACRUZ","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",34638024,1,"[]"
"A04190255",71642555,"ZURICH VERACRUZ","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34638064,8,"[]"
"A04190176",71642583,"ZURICH VALLARTA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34637251,2,"[]"
"A04190176",71642583,"ZURICH VALLARTA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",34637211,1,"[]"
"A04190200",71642560,"ZURICH SALTILLO","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",34636961,1,"[]"
"A04190200",71642560,"ZURICH SALTILLO","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34637001,2,"[]"
"A04190169",71642580,"ZURICH ORIZABA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34636753,2,"[]"
"A04190201",71642559,"ZURICH OAXACA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34636534,2,"[]"
"A04190203",71642558,"ZURICH MORELIA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",34635589,1,"[]"
"A04190203",71642558,"ZURICH MORELIA","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34635630,8,"[]"
"A04190202",71642585,"ZURICH HERMOSILLO","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.904.1",34634677,2,"[]"
"A04190202",71642585,"ZURICH HERMOSILLO","Implementación","ZURICH VIDA COMPAÑIA DE SEGUROS S.A.","UNC.CUAD.912.1",34634753,8,"[]"
