"folio","siteNumber","siteName","phase","clientName","sku","partId","qty","qtyFac"
"A05130096",71314293,"FIN COMUN LOS REYES","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406808,6,"[6]"
"A05130096",71314293,"FIN COMUN LOS REYES","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406810,6,"[6]"
"A05130096",71314293,"FIN COMUN LOS REYES","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406821,1,"[1]"
"A05130094",71314292,"SAN MIGUEL TEOTONGO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406793,6,"[6]"
"A05130094",71314292,"SAN MIGUEL TEOTONGO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406795,6,"[6]"
"A05130094",71314292,"SAN MIGUEL TEOTONGO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406806,1,"[1]"
"A01140138",71314269,"CHIMALHUACAN II","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406778,6,"[6]"
"A01140138",71314269,"CHIMALHUACAN II","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406791,1,"[1]"
"A01140138",71314269,"CHIMALHUACAN II","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406780,6,"[6]"
"A02140027",71314251,"MILPA ALTA","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406763,6,"[6]"
"A02140027",71314251,"MILPA ALTA","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406774,6,"[6]"
"A02140027",71314251,"MILPA ALTA","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406776,1,"[1]"
"A05130093",71314250,"VILLA NICOLAS ROMERO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406759,1,"[1]"
"A05130093",71314250,"VILLA NICOLAS ROMERO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406761,6,"[6]"
"A05130093",71314250,"VILLA NICOLAS ROMERO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406748,6,"[6]"
"A05130091",71314243,"SANTIAGO ACAHUALTEPEC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406742,1,"[1]"
"A05130091",71314243,"SANTIAGO ACAHUALTEPEC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406746,6,"[6]"
"A05130091",71314243,"SANTIAGO ACAHUALTEPEC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406744,6,"[6]"
"A05130088",71314238,"TLALPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406718,6,"[6]"
"A05130088",71314238,"TLALPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406729,1,"[1]"
"A05130088",71314238,"TLALPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406731,6,"[6]"
"A05130087",71314146,"SANTIAGO TIANGUISTENCO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406703,6,"[6]"
"A05130087",71314146,"SANTIAGO TIANGUISTENCO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406716,6,"[6]"
"A05130087",71314146,"SANTIAGO TIANGUISTENCO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406714,1,"[1]"
"A05130085",71306230,"TECAMAC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406697,1,"[1]"
"A05130085",71306230,"TECAMAC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406701,6,"[6]"
"A05130085",71306230,"TECAMAC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406699,6,"[6]"
"A05130084",71305549,"ZUMPANGO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406684,1,"[1]"
"A05130084",71305549,"ZUMPANGO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406686,6,"[6]"
"A05130084",71305549,"ZUMPANGO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406673,6,"[6]"
"A05130081",71254500,"TEXCOCO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25406658,6,"[6]"
"A05130081",71254500,"TEXCOCO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25406671,6,"[6]"
"A05130081",71254500,"TEXCOCO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25406669,1,"[1]"
"A05130079",71411180,"JILOTEPEC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25407472,6,"[6]"
"A05130079",71411180,"JILOTEPEC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25407474,6,"[6]"
"A05130079",71411180,"JILOTEPEC","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25407485,1,"[1]"
"A05130077",71410249,"TEZIUTLAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25407442,6,"[6]"
"A05130077",71410249,"TEZIUTLAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25407444,6,"[6]"
"A05130077",71410249,"TEZIUTLAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25407455,1,"[1]"
"A05130078",71410250,"PUEBLA II","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25407470,1,"[1]"
"A05130078",71410250,"PUEBLA II","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25407459,6,"[6]"
"A05130078",71410250,"PUEBLA II","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25407457,6,"[6]"
"A05130075",71410247,"ZIMAPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25407412,6,"[6]"
"A05130075",71410247,"ZIMAPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25407414,6,"[6]"
"A05130075",71410247,"ZIMAPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25407425,1,"[1]"
"A05130076",71410248,"ZACUALTIPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25407427,6,"[6]"
"A05130076",71410248,"ZACUALTIPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25407440,1,"[1]"
"A05130076",71410248,"ZACUALTIPAN","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25407429,6,"[6]"
"A05130074",71410246,"TEPEJI DEL RIO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.903.1",25407397,6,"[6]"
"A05130074",71410246,"TEPEJI DEL RIO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.917.1",25407410,1,"[1]"
"A05130074",71410246,"TEPEJI DEL RIO","Operativo","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V","UNC.CUAD.911.1",25407399,6,"[6]"
"A10180779",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.904.1",33619252,1,"[1]"
"A02170330",71246217,"BG VPN SEGUROS MTY HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",31096758,2,"[2]"
"A02170225",71246217,"BG VPN SEGUROS MTY HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",31077409,14,"[14]"
"A02170225",71246217,"BG VPN SEGUROS MTY HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.904.1",31077501,1,"[1]"
"A12160001",71246217,"BG VPN SEGUROS MTY HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",30746267,2,"[2]"
"A09160126",71461981,"BENJAMIN HILL","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",30555355,1,"[]"
"A09160125",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",30555333,1,"[]"
"A09160124",71246217,"BG VPN SEGUROS MTY HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",30555306,2,"[2]"
"A04160047",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.904.1",30019118,1,"[1]"
"A04160047",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",30019132,1,"[1]"
"A03170332",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.904.1",30018680,1,"[]"
"A03170332",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",30018694,1,"[]"
"A11150178",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",29144762,10,"[3,2,1,3]"
"A10150013",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",28779747,10,"[10]"
"A10150012",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",28779723,5,"[1,1,1,1,2]"
"A10140078",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.901.1",27299097,104,"[104]"
"A10140078",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",27299314,20,"[20]"
"A10140078",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.906.1.1",27299459,25,"[]"
"A10140078",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",27299988,178,"[153]"
"A10140078",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.908.1",27299494,25,"[3]"
"A10140078",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.904.1",27299363,29,"[29]"
"A10140078",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.912.1",27299751,25,"[1]"
"A10140078",71246230,"BG VPN SEGUROS CHICONTEPEC","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.907.1",27299492,25,"[3]"
"A09140095",71408999,"CNS PADRE MIER SOTANO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",27229323,10,"[5,1,1,1,2]"
"A09140095",71408999,"CNS PADRE MIER SOTANO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.912.1",27229199,10,"[5,1,1,1,2]"
"A09140095",71408999,"CNS PADRE MIER SOTANO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.907.1",27229319,10,"[]"
"A09140095",71408999,"CNS PADRE MIER SOTANO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.908.1",27229321,10,"[]"
"A09140095",71408999,"CNS PADRE MIER SOTANO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.906.1.1",27229301,10,"[]"
"A09140093",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.901.1",27226468,145,"[145]"
"A09140093",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.904.1",27226836,51,"[51]"
"A09140093",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",27226767,30,"[30]"
"A09140093",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.912.1",27226998,30,"[30]"
"A09140093",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.906.1.1",27227280,30,"[2]"
"A09140093",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.908.1",27227320,30,"[2]"
"A09140093",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",27227322,256,"[256]"
"A09140093",71320965,"BG AFORE PLAZA HIDALGO","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.907.1",27227318,30,"[2]"
"A07140292",71386918,"GASTOS MEDICOS PADRE MIER","Planeación","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.912.1",26975056,10,"[]"
"A07140292",71386918,"GASTOS MEDICOS PADRE MIER","Planeación","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.906.1",26975170,10,"[]"
"A07140292",71386918,"GASTOS MEDICOS PADRE MIER","Planeación","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.906.1.1",26975189,10,"[]"
"A07140292",71386918,"GASTOS MEDICOS PADRE MIER","Planeación","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",26975211,10,"[]"
"A07140292",71386918,"GASTOS MEDICOS PADRE MIER","Planeación","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.908.1",26975209,10,"[]"
"A07140292",71386918,"GASTOS MEDICOS PADRE MIER","Planeación","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.907.1",26975207,10,"[]"
"A03140033",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",26443531,7,"[]"
"A03140033",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",26443533,7,"[]"
"A09130002",71415502,"ARCO PLAZA","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.901.1",25780384,4,"[]"
"A09130002",71415502,"ARCO PLAZA","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.902.1",25780386,1,"[1]"
"A09130002",71415502,"ARCO PLAZA","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.904.1",25780390,4,"[3]"
"A09130002",71415502,"ARCO PLAZA","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.906.1",25780392,4,"[3,1]"
"A09130002",71415502,"ARCO PLAZA","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.907.1",25780394,4,"[]"
"A09130002",71415502,"ARCO PLAZA","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.908.1",25780396,4,"[]"
"A09130002",71415502,"ARCO PLAZA","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",25780388,16,"[11,1,2]"
"A09130002",71415502,"ARCO PLAZA","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",25780398,25,"[15,1,2]"
"A09130001",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.901.1",25780260,4,"[1,1,1]"
"A09130001",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.902.1",25780262,2,"[2]"
"A09130001",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.907.1",25780270,10,"[]"
"A09130001",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.911.1",25780272,71,"[]"
"A09130001",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.908.1",25780274,10,"[]"
"A09130001",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.903.1",25780264,55,"[]"
"A09130001",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.906.1",25780268,10,"[9]"
"A09130001",71413030,"JACARANDAS","Operativo","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE","UNC.CUAD.904.1",25780266,10,"[9]"
"A07180817",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.V9.2",33325194,13,"[2,2,2]"
"A07180567",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.V9.2",33284616,5,"[5]"
"A03180483",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.V9.2",32781730,10,"[5]"
"A10140173",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.904.1",27378031,100,"[7,1,1,7,3,1,2,2,6,5,3,5,2,3,2,2,7,4,5,1]"
"A10140173",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.912.1",27378340,33,"[2]"
"A04140061",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.903.1",26544642,493,"[76,365,52]"
"A04140062",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.903.1",26544630,493,"[414,8,22,4,7,4,2,7,1,9,8,2]"
"A04140059",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.903.1",26544618,550,"[529,21,4]"
"A02140260",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.907.1",26330897,200,"[181,1,2,1,2]"
"A02140260",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.919.1",26331923,3,"[2]"
"A02140260",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.918.1",26331925,2,"[2]"
"A02140260",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.916.1",26331918,7,"[7]"
"A02140258",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.904.1",26330876,205,"[128,1,66,10,2,2]"
"A02140258",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.906.1",26330878,200,"[179,5,5]"
"A02140007",70085860,"ALPINA 908","Operativo","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.901.1",26329866,60,"[7,2]"
"V0000000105",71636274,"AEROPUERTO TERMINAL 2","Planeación","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC","UNC.CUAD.V9.2",32726531,2,"[]"
"A05180952",71690777,"DIMESA TLAJOMULCO","Operativo","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO, S.A. DE C.V.","UNC.CUAD.903.1",33065388,60,"[60]"
"A05180952",71690777,"DIMESA TLAJOMULCO","Operativo","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO, S.A. DE C.V.","UNC.CUAD.918.1",33065994,1,"[1]"
"A05180952",71690777,"DIMESA TLAJOMULCO","Operativo","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO, S.A. DE C.V.","UNC.CUAD.911.1",33065992,60,"[60]"
"A05180642",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.904.1",33049981,1,"[1]"
"A05180642",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.920.1",33049997,4,"[]"
"A05180642",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.911.1",33049995,1,"[1]"
"A09171185",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.906.1",32074338,56,"[]"
"A09171185",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.917.1",32075076,2,"[]"
"A09171185",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.904.1",32074512,56,"[]"
"A09171185",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.V9.1",32074322,2,"[]"
"A09171185",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.911.1",32074510,58,"[]"
"V0000000658",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.904.1",33049855,5,"[]"
"V0000000658",71388813,"TILH ICAVE","Operativo","TERMINAL INTERMODAL LOGISTICA DE HIDALGO, S.A.P.I. DE C.V.","UNC.CUAD.911.1",33049909,5,"[]"
"A05180674",71289458,"VECTOR TORREON","Operativo","VECTOR CASA DE BOLSA S.A. DE C.V","UNC.CUAD.V9.1",32918767,2,"[2]"
"A05180707",71289458,"VECTOR TORREON","Operativo","VECTOR CASA DE BOLSA S.A. DE C.V","UNC.CUAD.STJBIPV9",32913143,2,"[2]"
"A04180452",71367124,"VECTOR QUERETARO","Operativo","VECTOR CASA DE BOLSA S.A. DE C.V","UNC.CUAD.STJBIPV9",32870391,1,"[1]"
"A04180452",71367124,"VECTOR QUERETARO","Operativo","VECTOR CASA DE BOLSA S.A. DE C.V","UNC.CUAD.V9.1",32870405,1,"[]"
"A04180504",71442984,"VECTOR CD JUAREZ","Operativo","VECTOR CASA DE BOLSA S.A. DE C.V","UNC.CUAD.V9.1",32870275,1,"[1]"
"A04180504",71442984,"VECTOR CD JUAREZ","Operativo","VECTOR CASA DE BOLSA S.A. DE C.V","UNC.CUAD.STJBIPV9",32870287,1,"[1]"
"A04160505",71442917,"VECTOR CANCUN","Operativo","VECTOR CASA DE BOLSA S.A. DE C.V","UNC.CUAD.904.1",30190114,1,"[1]"
