"folio","clientName","status","sku","partId","qty","qtyFac"
"A08140137","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27088933,1,"[]"
"A08140107","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26980416,1,"[1]"
"A08140107","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26980427,7,"[6,1]"
"A08140107","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26980465,7,"[]"
"A08140107","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26980486,1,"[1]"
"A08140107","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26980467,7,"[6,1]"
"A08140106","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26980356,7,"[7]"
"A08140106","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26980345,1,"[1]"
"A08140106","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26980396,7,"[7]"
"A08140106","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26980415,1,"[1]"
"A08140106","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26980394,7,"[]"
"A08140105","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26980323,7,"[]"
"A08140105","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26980325,7,"[5]"
"A08140105","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26980285,7,"[5]"
"A08140105","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26980274,1,"[1]"
"A08140105","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26980344,1,"[1]"
"A08140104","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26980203,7,"[5]"
"A08140104","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26980241,1,"[1]"
"A08140104","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26980252,7,"[]"
"A08140104","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26980260,1,"[1]"
"A08140104","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26980254,7,"[5]"
"A08140103","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26980160,1,"[]"
"A08140103","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26980171,3,"[]"
"A08140103","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26980193,3,"[]"
"A08140103","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26980202,1,"[]"
"A08140103","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26980195,3,"[]"
"A08140102","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26980099,1,"[]"
"A08140102","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26980110,5,"[]"
"A08140102","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26980140,5,"[]"
"A08140102","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26980159,1,"[]"
"A08140102","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26980142,5,"[]"
"A08140101","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26980039,7,"[1,6]"
"A08140101","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26980077,7,"[7]"
"A08140101","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26980098,1,"[1]"
"A08140101","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26980028,1,"[1]"
"A08140101","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26980079,7,"[6,1]"
"A08140100","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26979957,1,"[1]"
"A08140100","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26980006,7,"[]"
"A08140100","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26980027,1,"[]"
"A08140100","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26980008,7,"[7]"
"A08140100","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26979968,7,"[7]"
"A08140099","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26979887,1,"[1]"
"A08140099","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26979898,7,"[7]"
"A08140099","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26979938,7,"[7]"
"A08140099","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26979936,7,"[]"
"A08140099","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26979956,1,"[]"
"A08140098","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26979821,1,"[1]"
"A08140098","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26979866,6,"[]"
"A08140098","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26979868,6,"[6]"
"A08140098","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26979886,1,"[1]"
"A08140098","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26979832,6,"[6]"
"A08140097","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978885,1,"[1]"
"A08140097","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978897,7,"[7]"
"A08140097","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978935,7,"[]"
"A08140097","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978955,1,"[1]"
"A08140097","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978896,7,"[7]"
"A08140096","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978814,1,"[1]"
"A08140096","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978863,7,"[7]"
"A08140096","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978825,7,"[6,1]"
"A08140096","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978865,7,"[6,1]"
"A08140096","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978884,1,"[1]"
"A08140095","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978748,1,"[1]"
"A08140095","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978759,6,"[6]"
"A08140095","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978793,6,"[1]"
"A08140095","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978808,1,"[]"
"A08140095","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978795,6,"[6]"
"A08140094","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978671,1,"[1]"
"A08140094","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978682,7,"[1,6]"
"A08140094","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978720,7,"[7]"
"A08140094","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978747,1,"[1]"
"A08140094","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978722,7,"[6,1]"
"A08140093","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978605,1,"[1]"
"A08140093","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978616,6,"[5]"
"A08140093","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978650,6,"[5]"
"A08140093","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978669,6,"[]"
"A08140093","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978668,1,"[1]"
"A08140092","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978534,1,"[1]"
"A08140092","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978583,7,"[]"
"A08140092","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978604,1,"[]"
"A08140092","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978545,7,"[7]"
"A08140092","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978585,7,"[7]"
"A08140091","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978463,1,"[1]"
"A08140091","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978514,7,"[7]"
"A08140091","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978512,7,"[]"
"A08140091","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978533,1,"[]"
"A08140091","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978474,7,"[7]"
"A08140090","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978396,1,"[1]"
"A08140090","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978462,1,"[]"
"A08140090","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978447,7,"[7]"
"A08140090","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978407,7,"[7]"
"A08140090","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978445,7,"[]"
"A08140089","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",26978123,22,"[7,1]"
"A08140089","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",26978345,22,"[7]"
"A08140089","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",26978385,1,"[]"
"A08140089","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",26978334,22,"[]"
"A08140089","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",26978292,2,"[1]"
"A08140085","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27051921,1,"[1]"
"A08140085","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27051932,6,"[5]"
"A08140085","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27051966,6,"[]"
"A08140085","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27051968,6,"[5]"
"A08140085","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051985,1,"[1]"
"A08140084","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27051856,1,"[1]"
"A08140084","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27051867,6,"[6]"
"A08140084","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27051901,6,"[]"
"A08140084","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051920,1,"[]"
"A08140084","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27051903,6,"[6]"
"A08140083","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27051795,1,"[1]"
"A08140083","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27051806,5,"[5]"
"A08140083","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27051836,5,"[]"
"A08140083","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051855,1,"[]"
"A08140083","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1",27051838,5,"[5]"
"A08140082","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27051721,2,"[1]"
"A08140082","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27051734,7,"[7]"
"A08140082","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27051772,7,"[]"
"A08140082","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27051774,7,"[7]"
"A08140082","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051794,1,"[]"
"A08140080","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051655,1,"[]"
"A08140081","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27051656,1,"[1]"
"A08140081","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27051667,6,"[5]"
"A08140081","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27051701,6,"[]"
"A08140081","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051720,1,"[1]"
"A08140081","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27051703,6,"[5]"
"A08140079","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051654,1,"[]"
"A08140078","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27051584,1,"[]"
"A08140078","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27051595,7,"[]"
"A08140078","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27051633,7,"[]"
"A08140078","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051653,1,"[]"
"A08140078","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27051635,7,"[]"
"A08140077","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27051469,1,"[1]"
"A08140077","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27051480,16,"[16]"
"A08140077","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27051583,1,"[1]"
"A08140077","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27051554,16,"[]"
"A08140077","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27051556,16,"[16]"
"A08140076","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27050652,8,"[6]"
"A08140076","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27050694,1,"[1]"
"A08140076","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27050705,8,"[]"
"A08140076","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27050727,1,"[1]"
"A08140076","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27050707,8,"[6]"
"A08140075","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27050581,1,"[1]"
"A08140075","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27050630,7,"[7]"
"A08140075","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27050645,7,"[]"
"A08140075","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27050644,1,"[1]"
"A08140075","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27050592,7,"[7]"
"A08140074","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27050510,1,"[1]"
"A08140074","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27050521,7,"[5]"
"A08140074","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27050559,7,"[]"
"A08140074","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27050579,7,"[5]"
"A08140074","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27050580,1,"[1]"
"A08140073","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27050439,1,"[1]"
"A08140073","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27050488,7,"[7]"
"A08140073","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27050502,1,"[1]"
"A08140073","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27050503,7,"[]"
"A08140073","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27050450,7,"[7]"
"A08140072","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27050373,1,"[1]"
"A08140072","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.904.1.4",27050384,6,"[4]"
"A08140072","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27050418,6,"[]"
"A08140072","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.916.1.1",27050438,1,"[1]"
"A08140072","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.911.1.1",27050420,6,"[4]"
"A08140071","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.907.1",27050350,8,"[]"
"A08140071","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","Activo","UNC.CUAD.901.1",27050297,1,"[1]"
