"folio"
"A01150610"
"A01150610"
"A01150610"
"A01150610"
"A01150610"
"A01150614"
"A01150614"
"A01150614"
"A01150614"
"A01150614"
"A01150615"
"A01150615"
"A01150615"
"A01150615"
"A01150615"
"A05150038"
"A05150038"
"A05150038"
"A03160379"
"A12150445"
"A04160213"
"A01150610"
"A01150610"
"A05182012"
"A05182012"
"A04160213"
"A04160213"
"A04160213"
"A01150610"
"A09150245"
"A09150245"
"A01160123"
"A01160123"
"A07160147"
"A07160147"
"A02160217"
"A01170790"
"A01170790"
"A05181291"
"A02150180"
"A02150180"
"A02150180"
"A04150055"
"A04150055"
"A04150055"
"A12150212"
"A12150212"
"A12150213"
"A12150213"
"A12150212"
"A12150212"
"A12150212"
"A12150213"
"A12150213"
"A05171431"
"A05171431"
"A05171431"
"A05171431"
"A12150212"
"A12150212"
"A12150212"
"A07170375"
"A07170375"
"A07170375"
"A07170375"
"A07170375"
"A07170375"
"A07150425"
"A07150425"
"A07150425"
"A07150425"
"A07150437"
"A07150437"
"A07150438"
"A07150438"
"A07150425"
"A07150425"
"A07150435"
"A07150435"
"A07150444"
"A07150444"
"A07160134"
"A07160134"
"A06160481"
"A06160481"
"A06160481"
"A06160481"
"A06160478"
"A06160478"
"A07160189"
"A07160189"
"A07160189"
"A07160189"
"A06160482"
"A06160482"
"A10160056"
"A10160056"
"A06160479"
"A06160479"
"A07160137"
"A07160137"
"A07160136"
"A07160136"
"A11160559"
"A11160559"
"A07160022"
"A07160022"
"A07160022"
"A07160022"
"A07160022"
"A07160022"
"A07160020"
"A07160020"
"A07160020"
"A07160020"
"A07160020"
"A07160020"
"A06160490"
"A06160490"
"A06160490"
"A06160492"
"A06160492"
"A06160492"
"A06160492"
"A06160492"
"A06160487"
"A06160487"
"A07160016"
"A07160016"
"A07160016"
"A07160016"
"A07160016"
"A07160015"
"A07160015"
"A07160031"
"A07160031"
"A07160031"
"A07160031"
"A07160028"
"A07160028"
"A07160028"
"A07160028"
"A07160028"
"A07160030"
"A07160030"
"A07160030"
"A07160030"
"A07160030"
"A09160499"
"A09160499"
"A09160499"
"A09160499"
"A09160499"
"A09160496"
"A09160496"
"A07160029"
"A07160029"
"A07160029"
"A07160029"
"A07160029"
"A11160560"
"A11160560"
"A10160014"
"A10160014"
"A10160014"
"A10160014"
"A10160014"
"A07160019"
"A07160019"
"A07160021"
"A07160021"
"A07160189"
"A07160189"
"A10160016"
"A10160016"
"A10160016"
"A10160016"
"A10160016"
"A10160016"
"A07160027"
"A07160027"
"A07160027"
"A07160027"
"A07160027"
"A07160025"
"A07160025"
"A07160025"
"A07160025"
"A07160025"
"A11150057"
"A11150057"
"A11150057"
"A11150057"
"A09160134"
"A09160190"
"A11150058"
"A11150059"
"A11150059"
"A11150059"
"A11150059"
"A11150059"
"A11150059"
"A11150059"
"A11150059"
"A11150059"
"A08180121"
"A07150136"
"A07150136"
"A07150136"
"A07150136"
"A10150083"
"A10150083"
"A02160396"
"A06160332"
"A06160332"
"A06160332"
"A06160332"
"A08160343"
"A08160177"
"A08160177"
"A09160032"
"A09160032"
"A09160032"
"A12160572"
"A12160572"
"A03171519"
"A03171519"
"A04171261"
"A08160299"
"A08160299"
"A10150083"
"A10150083"
"A08171047"
"A08171047"
"A08171047"
"A08171047"
"A08171047"
"A11171844"
"A11171844"
"A11171844"
"A11171844"
"A01181065"
"A11171844"
"A11171844"
"A05160083"
"A05160083"
"A05160083"
"A05160085"
"A05160085"
"A05160085"
"A05160084"
"A05160084"
"A05160084"
"A05160016"
"A05160016"
"A05160016"
"A05160013"
"A05160013"
"A05160013"
"A04160481"
"A04160481"
"A04160481"
"A05160007"
"A05160007"
"A05160007"
"A04160484"
"A04160484"
"A04160484"
"A04160482"
"A04160482"
"A04160482"
"A05160009"
"A05160009"
"A05160009"
"A05160014"
"A05160014"
"A05160014"
"A04160485"
"A04160485"
"A04160485"
"A04160485"
"A04160485"
"A04160485"
"A04160483"
"A04160483"
"A04160483"
"A05160010"
"A05160010"
"A05160010"
"A05160017"
"A05160017"
"A05160017"
"A05160008"
"A05160008"
"A05160008"
"A05160011"
"A05160011"
"A05160011"
"A05160012"
"A05160012"
"A05160012"
"A04160485"
"A04160485"
"A04160481"
"A04160481"
"A04160485"
"A04160485"
"A07160354"
"A07160354"
"A07160354"
"A10160420"
"A10160420"
"A10160420"
"A10160420"
"A12160059"
"A12160059"
"A09160065"
"A12160104"
"A12160062"
"A12160062"
"A12160062"
"A12160062"
"A09160065"
"A09160065"
"A02170098"
"A02170098"
"A02170098"
"A02170098"
"A02170102"
"A02170102"
"A02170102"
"A02170099"
"A02170099"
"A02170099"
"A02170102"
"A02170102"
"A08170272"
"A08170272"
"A08170272"
"A11180490"
"A11180490"
"A11180490"
"A11180490"
"A11180490"
"A04160453"
"A04160455"
"A04160455"
"A09160420"
"A09160420"
"A09160420"
"A09160330"
"A09160330"
"A09160330"
"A12160125"
"A12160125"
