"folio","oa","emission","siteNumber","siteName","service","clientName"
"A06180926",323885,"2018-06-18T05:00:00.000Z",70114600,"3527  XOCHIMILCO SAN BERNARDINO","CUAD-AVAYA","BBVA BANCOMER"
"A06180964",323881,"2018-06-18T05:00:00.000Z",70115638,"542 POZA RICA OBRERA","CUAD-AVAYA","BBVA BANCOMER"
"A06180969",323881,"2018-06-18T05:00:00.000Z",71570580,"830 EMPRESAS SAN LUIS POTOSI","CUAD-AVAYA","BBVA BANCOMER"
"A06180953",323881,"2018-06-18T05:00:00.000Z",70114870,"1215 MADERO PONIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A06180959",323881,"2018-06-18T05:00:00.000Z",70115452,"5994 TORREON OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A06180950",323881,"2018-06-18T05:00:00.000Z",70114299,"219 SAN NICOLAS UNIVERSIDAD NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A06180918",323870,"2018-06-18T05:00:00.000Z",71549070,"3500 SATELITE","CUAD-AVAYA","BBVA BANCOMER"
"A06180916",323870,"2018-06-18T05:00:00.000Z",70122090,"5685 OAXACA OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A06180914",323870,"2018-06-18T05:00:00.000Z",70115368,"2229 BEYG BAJIO","CUAD-AVAYA","BBVA BANCOMER"
"A06180913",323870,"2018-06-18T05:00:00.000Z",70114265,"147 NEZA LOPEZ MATEOS","CUAD-AVAYA","BBVA BANCOMER"
"A06180742",323269,"2018-06-14T05:00:00.000Z",70114299,"219 SAN NICOLAS UNIVERSIDAD NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A06181788",323217,"2018-06-13T05:00:00.000Z",71730934,"0625 SAN QUINTIN","CUAD-AVAYA","BBVA BANCOMER"
"A06181786",323217,"2018-06-13T05:00:00.000Z",71728644,"8137 MEZCALES","CUAD-AVAYA","BBVA BANCOMER"
"A06180727",323217,"2018-06-13T05:00:00.000Z",71728580,"5224 BUCERIAS","CUAD-AVAYA","BBVA BANCOMER"
"A06180724",323217,"2018-06-13T05:00:00.000Z",71727415,"0668 PLAZA ALICA","CUAD-AVAYA","BBVA BANCOMER"
"A06180726",323207,"2018-06-13T05:00:00.000Z",70115361,"5899 VERACRUZ OCAMPO","CUAD-AVAYA","BBVA BANCOMER"
"A06180725",323207,"2018-06-13T05:00:00.000Z",70114141,"4 NAUCALPAN PERIFERICO","CUAD-AVAYA","BBVA BANCOMER"
"A06180686",323071,"2018-06-12T05:00:00.000Z",71596138,"6861 IXTACZOQUITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A06180683",323057,"2018-06-12T05:00:00.000Z",71455451,"752 JOCOTEPEC","CUAD-AVAYA","BBVA BANCOMER"
"A06180696",323050,"2018-06-12T05:00:00.000Z",71440818,"144 INSURGENTES TLALPAN","CUAD-AVAYA","BBVA BANCOMER"
"A06180627",322280,"2018-06-06T05:00:00.000Z",71241173,"2321 HIPOTECARIA MORELIA","CUAD-AVAYA","BBVA BANCOMER"
"A06180343",321858,"2018-06-04T05:00:00.000Z",70114653,"650 HERMOSILLO NAVARRETE","CUAD-AVAYA","BBVA BANCOMER"
"A05181971",321409,"2018-05-31T05:00:00.000Z",70210690,"5002 JALAPA PLAZA ANIMAS","CUAD-AVAYA","BBVA BANCOMER"
"A06180229",321081,"2018-05-30T05:00:00.000Z",71577689,"5398 PIJIJIAPAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180196",321081,"2018-05-30T05:00:00.000Z",70115405,"5422 CD OJINAGA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180170",321081,"2018-05-30T05:00:00.000Z",70115292,"5404 FRONTERA COMALAPA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180155",321081,"2018-05-30T05:00:00.000Z",70115283,"5389 CIHUATLAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180091",321081,"2018-05-30T05:00:00.000Z",70115279,"5387 COLIMA CUAUHTEMOC","CUAD-AVAYA","BBVA BANCOMER"
"A06180044",321081,"2018-05-30T05:00:00.000Z",70115270,"5367 SAN BUENAVENTURA","CUAD-AVAYA","BBVA BANCOMER"
"A06180253",321083,"2018-05-30T05:00:00.000Z",70115581,"5484 ZAPOTLANEJO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180230",321083,"2018-05-30T05:00:00.000Z",70115576,"5470 TAMAZULA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180186",321083,"2018-05-30T05:00:00.000Z",70115548,"5465 TEPATITLAN OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A06180164",321083,"2018-05-30T05:00:00.000Z",70115535,"5464 TEPATITLAN GONZALEZ GALLO","CUAD-AVAYA","BBVA BANCOMER"
"A06180272",321082,"2018-05-30T05:00:00.000Z",70115513,"5460 SAN JUAN DE LOS LAGOS CENTRO INDEPE","CUAD-AVAYA","BBVA BANCOMER"
"A06180264",321082,"2018-05-30T05:00:00.000Z",70115467,"5440 CANATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A06180246",321082,"2018-05-30T05:00:00.000Z",70115464,"5438 SANTIAGO PAPASQUIARO","CUAD-AVAYA","BBVA BANCOMER"
"A06180228",321082,"2018-05-30T05:00:00.000Z",70115458,"5437 NUEVO IDEAL","CUAD-AVAYA","BBVA BANCOMER"
"A06180192",321082,"2018-05-30T05:00:00.000Z",70115449,"5430 FRANCISCO VILLA","CUAD-AVAYA","BBVA BANCOMER"
"A06180250",321080,"2018-05-30T05:00:00.000Z",71280866,"5196 LEON SAN JUAN BOSCO","CUAD-AVAYA","BBVA BANCOMER"
"A06180217",321080,"2018-05-30T05:00:00.000Z",71275374,"5189 TOTOTLAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180190",321080,"2018-05-30T05:00:00.000Z",71273528,"5188 HERMOSILLO PLAZA SENDERO","CUAD-AVAYA","BBVA BANCOMER"
"A06180163",321080,"2018-05-30T05:00:00.000Z",71273516,"5195 HEB SANTA CATARINA","CUAD-AVAYA","BBVA BANCOMER"
"A06180133",321080,"2018-05-30T05:00:00.000Z",71273515,"5193  EL MOLINETE","CUAD-AVAYA","BBVA BANCOMER"
"A06180267",321079,"2018-05-30T05:00:00.000Z",70115079,"3989 CD MORELOS OF PRINC 3989","CUAD-AVAYA","BBVA BANCOMER"
"A06180276",321079,"2018-05-30T05:00:00.000Z",70115081,"3991 GUADALUPE VICTORIA OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A06180252",321079,"2018-05-30T05:00:00.000Z",70115070,"3979 MEXICALI PUEBLO NUEVO","CUAD-AVAYA","BBVA BANCOMER"
"A06180233",321079,"2018-05-30T05:00:00.000Z",70115067,"3970 TABASCO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180195",321079,"2018-05-30T05:00:00.000Z",70115064,"3967 MEXTICACAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180273",321078,"2018-05-30T05:00:00.000Z",70115061,"3966 NOCHISTLAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180261",321078,"2018-05-30T05:00:00.000Z",70115060,"3964 JUCHIPILA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180213",321078,"2018-05-30T05:00:00.000Z",70115045,"3931 CUAUTLA PLAZA CINEMUNDO","CUAD-AVAYA","BBVA BANCOMER"
"A06180243",321078,"2018-05-30T05:00:00.000Z",70115049,"3934 CUERNAVACA YECAPIXTLA","CUAD-AVAYA","BBVA BANCOMER"
"A06180179",321078,"2018-05-30T05:00:00.000Z",70115008,"3884 GLD MOD ADUANAL AEROPUERTO","CUAD-AVAYA","BBVA BANCOMER"
"A06180244",321077,"2018-05-30T05:00:00.000Z",71463051,"3874 NUEVA CENTRAL CAMIONERA","CUAD-AVAYA","BBVA BANCOMER"
"A06180208",321077,"2018-05-30T05:00:00.000Z",70114994,"3870 TLAQUEPAQUE JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A06180184",321077,"2018-05-30T05:00:00.000Z",70114989,"3864 INDUSTRIAL GOBERNADOR CURIEL","CUAD-AVAYA","BBVA BANCOMER"
"A06180165",321077,"2018-05-30T05:00:00.000Z",70114984,"3854 NUEVO LAREDO OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A06180135",321077,"2018-05-30T05:00:00.000Z",70114983,"3853 NVO LAR MOD ADUANA COLOMBIA","CUAD-AVAYA","BBVA BANCOMER"
"A05181949",321075,"2018-05-30T05:00:00.000Z",71574410,"947 PLAZA AMERICA","CUAD-AVAYA","BBVA BANCOMER"
"A05181913",321075,"2018-05-30T05:00:00.000Z",71299075,"965 MODULO ADUANAL LA PAZ","CUAD-AVAYA","BBVA BANCOMER"
"A05181929",321075,"2018-05-30T05:00:00.000Z",71559889,"937 PESQUERIA NUEVO LEON","CUAD-AVAYA","BBVA BANCOMER"
"A05181908",321075,"2018-05-30T05:00:00.000Z",70118882,"1011 ZAPOPAN LA GRAN PLAZA","CUAD-AVAYA","BBVA BANCOMER"
"A05181885",321075,"2018-05-30T05:00:00.000Z",70114842,"911 TEPIC INSURGENTES ORIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A06180274",321064,"2018-05-30T05:00:00.000Z",70224681,"5780 LOS PINOS ZACATECAS","CUAD-AVAYA","BBVA BANCOMER"
"A06180265",321064,"2018-05-30T05:00:00.000Z",70143968,"5791 VENADO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180251",321064,"2018-05-30T05:00:00.000Z",70115509,"5750 CADEREYTA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180235",321064,"2018-05-30T05:00:00.000Z",70115503,"5748 AMEALCO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180187",321064,"2018-05-30T05:00:00.000Z",70115423,"5719 SAN RAFAEL REVOLUCION","CUAD-AVAYA","BBVA BANCOMER"
"A05181932",321058,"2018-05-30T05:00:00.000Z",71589444,"5913 NAOLINCO 1","CUAD-AVAYA","BBVA BANCOMER"
"A05181921",321058,"2018-05-30T05:00:00.000Z",70195061,"5916 XICO","CUAD-AVAYA","BBVA BANCOMER"
"A05181905",321058,"2018-05-30T05:00:00.000Z",70115400,"5924 VILLA LERDO DE TEJADA REVOLUCION","CUAD-AVAYA","BBVA BANCOMER"
"A05181883",321058,"2018-05-30T05:00:00.000Z",70115356,"5890 TLAXCO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181862",321058,"2018-05-30T05:00:00.000Z",70115353,"5888 CALPULALPAN","CUAD-AVAYA","BBVA BANCOMER"
"A06180231",321052,"2018-05-30T05:00:00.000Z",71622906,"5848 JALAPA TABASCO","CUAD-AVAYA","BBVA BANCOMER"
"A06180199",321052,"2018-05-30T05:00:00.000Z",71457560,"5855 CUNDUACAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180148",321052,"2018-05-30T05:00:00.000Z",70115318,"5858 TAMPICO AVENIDA","CUAD-AVAYA","BBVA BANCOMER"
"A06180172",321052,"2018-05-30T05:00:00.000Z",70115348,"5880 ESTACION MANUEL","CUAD-AVAYA","BBVA BANCOMER"
"A06180119",321052,"2018-05-30T05:00:00.000Z",70115310,"5856 CD PEMEX CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181871",321003,"2018-05-29T05:00:00.000Z",70115662,"5833 MIGUEL ALEMAN OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A05181842",321003,"2018-05-29T05:00:00.000Z",70115661,"5830 NACOZARI OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A05181819",321003,"2018-05-29T05:00:00.000Z",70115649,"5822 GUAYMAS OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A05181829",321003,"2018-05-29T05:00:00.000Z",70115653,"5823 MAGDALENA OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A05181798",321003,"2018-05-29T05:00:00.000Z",70115302,"5847 MACUSPANA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180212",320992,"2018-05-29T05:00:00.000Z",70115646,"5820 CANANEA OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A06180177",320992,"2018-05-29T05:00:00.000Z",70115641,"5812 HERMOSILLO OLIVARES","CUAD-AVAYA","BBVA BANCOMER"
"A06180162",320992,"2018-05-29T05:00:00.000Z",70115629,"5808 HERMOSILLO ESTADIO","CUAD-AVAYA","BBVA BANCOMER"
"A06180145",320992,"2018-05-29T05:00:00.000Z",70115626,"5807 OCOTILLO","CUAD-AVAYA","BBVA BANCOMER"
"A06180121",320992,"2018-05-29T05:00:00.000Z",70115618,"5801 ESCUINAPA","CUAD-AVAYA","BBVA BANCOMER"
"A05181810",320962,"2018-05-29T05:00:00.000Z",71253034,"5691 PLAYA VICENTE VERACRUZ","CUAD-AVAYA","BBVA BANCOMER"
"A05181796",320962,"2018-05-29T05:00:00.000Z",70115417,"5713 TLATLAUQUITEPEC REFORMA","CUAD-AVAYA","BBVA BANCOMER"
"A05181785",320962,"2018-05-29T05:00:00.000Z",70115367,"5695 TEHUANTEPEC CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181760",320962,"2018-05-29T05:00:00.000Z",70115352,"5694 POCHUTLA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181965",320955,"2018-05-29T05:00:00.000Z",70115335,"5690 TUXTEPEC INDEPENDENCIA","CUAD-AVAYA","BBVA BANCOMER"
"A06180023",320955,"2018-05-29T05:00:00.000Z",70116466,"5689 SALINA CRUZ CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181935",320955,"2018-05-29T05:00:00.000Z",70115301,"5674 LAS VARAS CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181901",320955,"2018-05-29T05:00:00.000Z",70115299,"5673 RUIZ CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181865",320955,"2018-05-29T05:00:00.000Z",70115298,"5671 VILLA HIDALGO EJIDO NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A05181807",320925,"2018-05-29T05:00:00.000Z",70115296,"5665 TECUALA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181817",320925,"2018-05-29T05:00:00.000Z",70115297,"5669 IXTLAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181791",320925,"2018-05-29T05:00:00.000Z",70115295,"5663 TUXPAN INDEPENDENCIA","CUAD-AVAYA","BBVA BANCOMER"
"A05181751",320925,"2018-05-29T05:00:00.000Z",70115291,"5659 SUC ACAPONETA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181777",320925,"2018-05-29T05:00:00.000Z",70115293,"5661 SANTIAGO IXCUINTLA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181820",320922,"2018-05-29T05:00:00.000Z",71286245,"6783 CULIACAN SINALOA","CUAD-AVAYA","BBVA BANCOMER"
"A05181800",320922,"2018-05-29T05:00:00.000Z",70115545,"6798 EL FUERTE","CUAD-AVAYA","BBVA BANCOMER"
"A05181808",320922,"2018-05-29T05:00:00.000Z",70115547,"6801 CD MADERA","CUAD-AVAYA","BBVA BANCOMER"
"A05181781",320922,"2018-05-29T05:00:00.000Z",70115525,"6781 CULIACAN CC SORIANA","CUAD-AVAYA","BBVA BANCOMER"
"A05181754",320922,"2018-05-29T05:00:00.000Z",70115520,"6778 COALCOMAN MADERO","CUAD-AVAYA","BBVA BANCOMER"
"A05181812",320895,"2018-05-29T05:00:00.000Z",70115285,"5652 YAUTEPEC CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181794",320895,"2018-05-29T05:00:00.000Z",70115282,"5648 HUANDACAREO MELCHOR OCAMPO","CUAD-AVAYA","BBVA BANCOMER"
"A05181784",320895,"2018-05-29T05:00:00.000Z",70115281,"5646 QUIROGA PONIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A05181762",320895,"2018-05-29T05:00:00.000Z",70115278,"5644 TUXPAN MORELOS","CUAD-AVAYA","BBVA BANCOMER"
"A05181729",320895,"2018-05-29T05:00:00.000Z",70115276,"5642 ZINAPECUARO JAVIER MINA","CUAD-AVAYA","BBVA BANCOMER"
"A05181925",320882,"2018-05-29T05:00:00.000Z",71434349,"COMP3785 840 EMPRESAS MONTERREY VALLE","CUAD-AVAYA","BBVA BANCOMER"
"A05181837",320882,"2018-05-29T05:00:00.000Z",70115561,"6821 TARIMORO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181827",320882,"2018-05-29T05:00:00.000Z",70115552,"6806 HUATULCO SANTA CRUZ","CUAD-AVAYA","BBVA BANCOMER"
"A06180201",320880,"2018-05-29T05:00:00.000Z",70119988,"5641 TLAPUJAHUA","CUAD-AVAYA","BBVA BANCOMER"
"A06180173",320880,"2018-05-29T05:00:00.000Z",70115273,"5638 PASTOR ORTIZ PLAZA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A06180122",320880,"2018-05-29T05:00:00.000Z",70115246,"A0_5613 ZACATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A06180152",320880,"2018-05-29T05:00:00.000Z",70115271,"5635 CD HIDALGO LERDO DE TEJADA","CUAD-AVAYA","BBVA BANCOMER"
"A06180074",320880,"2018-05-29T05:00:00.000Z",70115244,"5611 XICOTEPEC","CUAD-AVAYA","BBVA BANCOMER"
"A05181958",320879,"2018-05-29T05:00:00.000Z",70115547,"6801 CD MADERA","CUAD-AVAYA","BBVA BANCOMER"
"A05181893",320879,"2018-05-29T05:00:00.000Z",70115525,"6781 CULIACAN CC SORIANA","CUAD-AVAYA","BBVA BANCOMER"
"A05181931",320879,"2018-05-29T05:00:00.000Z",70115545,"6798 EL FUERTE","CUAD-AVAYA","BBVA BANCOMER"
"A05181849",320879,"2018-05-29T05:00:00.000Z",70115525,"6781 CULIACAN CC SORIANA","CUAD-AVAYA","BBVA BANCOMER"
"A05181824",320879,"2018-05-29T05:00:00.000Z",70115520,"6778 COALCOMAN MADERO","CUAD-AVAYA","BBVA BANCOMER"
"A05181788",320874,"2018-05-29T05:00:00.000Z",70143856,"A0_5600 TASQUILLO","CUAD-AVAYA","BBVA BANCOMER"
"A05181775",320874,"2018-05-29T05:00:00.000Z",70115720,"5608 ZUMPANGO","CUAD-AVAYA","BBVA BANCOMER"
"A05181744",320874,"2018-05-29T05:00:00.000Z",70115718,"5603 TLAXCOAPAN","CUAD-AVAYA","BBVA BANCOMER"
"A05181723",320874,"2018-05-29T05:00:00.000Z",70115717,"5602 ZIMAPAN","CUAD-AVAYA","BBVA BANCOMER"
"A05181715",320874,"2018-05-29T05:00:00.000Z",70115716,"5599 IXMIQUILPAN","CUAD-AVAYA","BBVA BANCOMER"
"A06180132",320846,"2018-05-29T05:00:00.000Z",71626507,"6775 ARTEAGA HIDALGO","CUAD-AVAYA","BBVA BANCOMER"
"A06180086",320846,"2018-05-29T05:00:00.000Z",70122107,"6760 URUAPAN 20 DE NOVIEMBRE","CUAD-AVAYA","BBVA BANCOMER"
"A06180008",320846,"2018-05-29T05:00:00.000Z",70122031,"6772 LA HUACANA PORTAL ALLENDE","CUAD-AVAYA","BBVA BANCOMER"
"A05181951",320846,"2018-05-29T05:00:00.000Z",70115512,"6771 NUEVA ITALIA GUERRERO","CUAD-AVAYA","BBVA BANCOMER"
"A05181906",320846,"2018-05-29T05:00:00.000Z",70104912,"A0_6777 CHERAN CUAUHTEMOC","CUAD-AVAYA","BBVA BANCOMER"
"A05181967",320840,"2018-05-29T05:00:00.000Z",70115507,"6758 URUAPAN BENITO JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A05181926",320840,"2018-05-29T05:00:00.000Z",70115504,"6754 CHAVINDA MORELOS","CUAD-AVAYA","BBVA BANCOMER"
"A05181889",320840,"2018-05-29T05:00:00.000Z",70115502,"6752 PANINDICUARO OCAMPO","CUAD-AVAYA","BBVA BANCOMER"
"A05181828",320840,"2018-05-29T05:00:00.000Z",70115499,"6750 ANGAMACUTIRO MATAMOROS","CUAD-AVAYA","BBVA BANCOMER"
"A05181741",320840,"2018-05-29T05:00:00.000Z",70115495,"6748 PUREPERO POSTAL GUERRERO","CUAD-AVAYA","BBVA BANCOMER"
"A05181804",320831,"2018-05-29T05:00:00.000Z",70115488,"6736 SAHUAYO BOULEVARD","CUAD-AVAYA","BBVA BANCOMER"
"A05181697",320831,"2018-05-29T05:00:00.000Z",70115486,"6734 LOS REYES 16 DE SEPTIEMBRE","CUAD-AVAYA","BBVA BANCOMER"
"A05181671",320831,"2018-05-29T05:00:00.000Z",70115466,"6718 VENUSTIANO CARRANZA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181638",320831,"2018-05-29T05:00:00.000Z",70115463,"A0_6717 YAJALON CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181614",320831,"2018-05-29T05:00:00.000Z",70115439,"6709 CHIAPA DE CORZO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181757",320818,"2018-05-29T05:00:00.000Z",70115410,"6695 CD VALLE HERMOSO","CUAD-AVAYA","BBVA BANCOMER"
"A05181695",320818,"2018-05-29T05:00:00.000Z",70115408,"6692 CD GUSTAVO DIAZ ORDAZ","CUAD-AVAYA","BBVA BANCOMER"
"A05181665",320818,"2018-05-29T05:00:00.000Z",70115406,"6689 CD RIO BRAVO","CUAD-AVAYA","BBVA BANCOMER"
"A05181640",320818,"2018-05-29T05:00:00.000Z",70115364,"6644 AGUA DULCE MADERO","CUAD-AVAYA","BBVA BANCOMER"
"A05181621",320818,"2018-05-29T05:00:00.000Z",70115362,"6643 LAS CHOAPAS PARQUE JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A05181668",320806,"2018-05-29T05:00:00.000Z",70115347,"6629 ASCENSION","CUAD-AVAYA","BBVA BANCOMER"
"A05181698",320806,"2018-05-29T05:00:00.000Z",70118670,"6610 SANCHEZ TABOADA MANEADERO","CUAD-AVAYA","BBVA BANCOMER"
"A05181654",320806,"2018-05-29T05:00:00.000Z",70115345,"6627 CD JUAREZ TECNOLOGICO","CUAD-AVAYA","BBVA BANCOMER"
"A05181624",320806,"2018-05-29T05:00:00.000Z",70115338,"6616 CD JUAREZ NOGALES","CUAD-AVAYA","BBVA BANCOMER"
"A05181602",320806,"2018-05-29T05:00:00.000Z",70115313,"6587 VILLA JUAREZ OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A05181834",320805,"2018-05-29T05:00:00.000Z",70196095,"5590 PACHUCA METZTITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A05181771",320805,"2018-05-29T05:00:00.000Z",70115714,"5596 ACTOPAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181699",320805,"2018-05-29T05:00:00.000Z",70115711,"5593 APAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181644",320805,"2018-05-29T05:00:00.000Z",70115705,"5579 PINOTEPA","CUAD-AVAYA","BBVA BANCOMER"
"A05181664",320805,"2018-05-29T05:00:00.000Z",70115709,"5587 TULANCINGO","CUAD-AVAYA","BBVA BANCOMER"
"A06180070",320799,"2018-05-29T05:00:00.000Z",70115573,"6575 XONACATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A05181979",320799,"2018-05-29T05:00:00.000Z",70115567,"6571 TEXCALTITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A05181937",320799,"2018-05-29T05:00:00.000Z",70115560,"6567 TEMASCALCINGO","CUAD-AVAYA","BBVA BANCOMER"
"A05181890",320799,"2018-05-29T05:00:00.000Z",70115558,"A0_6566 OCOYOACAC","CUAD-AVAYA","BBVA BANCOMER"
"A05181848",320799,"2018-05-29T05:00:00.000Z",70115311,"6583 SUC HUATABAMPO","CUAD-AVAYA","BBVA BANCOMER"
"A05181594",320796,"2018-05-29T05:00:00.000Z",70115700,"A0_5570 ARCELIA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181596",320796,"2018-05-29T05:00:00.000Z",70115701,"5572 TELOLOAPAN","CUAD-AVAYA","BBVA BANCOMER"
"A05181592",320796,"2018-05-29T05:00:00.000Z",70115696,"5568 TECPAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181591",320796,"2018-05-29T05:00:00.000Z",70115691,"5565 ALTAMIRANO","CUAD-AVAYA","BBVA BANCOMER"
"A05181588",320796,"2018-05-29T05:00:00.000Z",70115690,"5563 ATOYAC CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180075",320795,"2018-05-29T05:00:00.000Z",71233226,"6561 LUVIANOS","CUAD-AVAYA","BBVA BANCOMER"
"A05181992",320795,"2018-05-29T05:00:00.000Z",70115556,"6560 TEJUPILCO","CUAD-AVAYA","BBVA BANCOMER"
"A05181953",320795,"2018-05-29T05:00:00.000Z",70115551,"6556 JILOTEPEC","CUAD-AVAYA","BBVA BANCOMER"
"A05181898",320795,"2018-05-29T05:00:00.000Z",70115546,"6551 TENANCINGO","CUAD-AVAYA","BBVA BANCOMER"
"A05181875",320795,"2018-05-29T05:00:00.000Z",70115527,"6541 MOD ADUANAL PUENTE III","CUAD-AVAYA","BBVA BANCOMER"
"A05181720",320789,"2018-05-29T05:00:00.000Z",71630676,"6520 CHICONTEPEC","CUAD-AVAYA","BBVA BANCOMER"
"A05181655",320789,"2018-05-29T05:00:00.000Z",70115483,"6517 CERRO AZUL HIDALGO","CUAD-AVAYA","BBVA BANCOMER"
"A05181670",320789,"2018-05-29T05:00:00.000Z",70115493,"6525 HUEJUTLA PLAZA DE LA REVOL","CUAD-AVAYA","BBVA BANCOMER"
"A05181637",320789,"2018-05-29T05:00:00.000Z",70115479,"6515 PANUCO","CUAD-AVAYA","BBVA BANCOMER"
"A05181612",320789,"2018-05-29T05:00:00.000Z",70115473,"6507 GUTIERREZ ZAMORA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181752",320786,"2018-05-29T05:00:00.000Z",71238330,"5560 BUENA VISTA DE CUELLAR","CUAD-AVAYA","BBVA BANCOMER"
"A05181681",320786,"2018-05-29T05:00:00.000Z",70115681,"5561 TAXCO PLATEROS","CUAD-AVAYA","BBVA BANCOMER"
"A05181651",320786,"2018-05-29T05:00:00.000Z",70115676,"5553 CHILPANCINGO INSURGENTES","CUAD-AVAYA","BBVA BANCOMER"
"A05181642",320786,"2018-05-29T05:00:00.000Z",70115673,"5545 ACAPULCO RENACIMIENTO","CUAD-AVAYA","BBVA BANCOMER"
"A05181616",320786,"2018-05-29T05:00:00.000Z",70115652,"5534 COMONFORT CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181683",320784,"2018-05-29T05:00:00.000Z",70115462,"6505 ALAMO INDEPENDENCIA","CUAD-AVAYA","BBVA BANCOMER"
"A05181661",320784,"2018-05-29T05:00:00.000Z",70115455,"5997 MATAMOROS COAHUILA","CUAD-AVAYA","BBVA BANCOMER"
"A05181636",320784,"2018-05-29T05:00:00.000Z",70115438,"5972 TEUL DE GONZALEZ ORTEGA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181617",320784,"2018-05-29T05:00:00.000Z",70115435,"5969 VALPARAISO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A05181600",320784,"2018-05-29T05:00:00.000Z",70115432,"5965 JUAN ALDAMA CENTENARIO","CUAD-AVAYA","BBVA BANCOMER"
"A06180118",320781,"2018-05-29T05:00:00.000Z",71458641,"4770 VILLAHERMOSA PLAZA SENDERO","CUAD-AVAYA","BBVA BANCOMER"
"A06180069",320781,"2018-05-29T05:00:00.000Z",71441123,"4775 GABRIEL MANCERA","CUAD-AVAYA","BBVA BANCOMER"
