"folio","siteNumber","siteName","clientName","oa","emission","service"
"A06180726",70115361,"5899 VERACRUZ OCAMPO","BBVA BANCOMER",323207,"2018-06-13T05:00:00.000Z","CUAD-AVAYA"
"A06180725",70114141,"4 NAUCALPAN PERIFERICO","BBVA BANCOMER",323207,"2018-06-13T05:00:00.000Z","CUAD-AVAYA"
"A06180686",71596138,"6861 IXTACZOQUITLAN","BBVA BANCOMER",323071,"2018-06-12T05:00:00.000Z","CUAD-AVAYA"
"A06180683",71455451,"752 JOCOTEPEC","BBVA BANCOMER",323057,"2018-06-12T05:00:00.000Z","CUAD-AVAYA"
"A06180696",71440818,"144 INSURGENTES TLALPAN","BBVA BANCOMER",323050,"2018-06-12T05:00:00.000Z","CUAD-AVAYA"
"A06180627",71241173,"2321 HIPOTECARIA MORELIA","BBVA BANCOMER",322280,"2018-06-06T05:00:00.000Z","CUAD-AVAYA"
"A06180343",70114653,"650 HERMOSILLO NAVARRETE","BBVA BANCOMER",321858,"2018-06-04T05:00:00.000Z","CUAD-AVAYA"
"A05181971",70210690,"5002 JALAPA PLAZA ANIMAS","BBVA BANCOMER",321409,"2018-05-31T05:00:00.000Z","CUAD-AVAYA"
"A06180229",71577689,"5398 PIJIJIAPAN CENTRO","BBVA BANCOMER",321081,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180196",70115405,"5422 CD OJINAGA CENTRO","BBVA BANCOMER",321081,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180170",70115292,"5404 FRONTERA COMALAPA CENTRO","BBVA BANCOMER",321081,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180155",70115283,"5389 CIHUATLAN CENTRO","BBVA BANCOMER",321081,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180091",70115279,"5387 COLIMA CUAUHTEMOC","BBVA BANCOMER",321081,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180044",70115270,"5367 SAN BUENAVENTURA","BBVA BANCOMER",321081,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180253",70115581,"5484 ZAPOTLANEJO CENTRO","BBVA BANCOMER",321083,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180230",70115576,"5470 TAMAZULA CENTRO","BBVA BANCOMER",321083,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180186",70115548,"5465 TEPATITLAN OFNA PRINCIPAL","BBVA BANCOMER",321083,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180164",70115535,"5464 TEPATITLAN GONZALEZ GALLO","BBVA BANCOMER",321083,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180272",70115513,"5460 SAN JUAN DE LOS LAGOS CENTRO INDEPE","BBVA BANCOMER",321082,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180264",70115467,"5440 CANATLAN","BBVA BANCOMER",321082,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180246",70115464,"5438 SANTIAGO PAPASQUIARO","BBVA BANCOMER",321082,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180228",70115458,"5437 NUEVO IDEAL","BBVA BANCOMER",321082,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180192",70115449,"5430 FRANCISCO VILLA","BBVA BANCOMER",321082,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180250",71280866,"5196 LEON SAN JUAN BOSCO","BBVA BANCOMER",321080,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180217",71275374,"5189 TOTOTLAN CENTRO","BBVA BANCOMER",321080,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180190",71273528,"5188 HERMOSILLO PLAZA SENDERO","BBVA BANCOMER",321080,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180163",71273516,"5195 HEB SANTA CATARINA","BBVA BANCOMER",321080,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180133",71273515,"5193  EL MOLINETE","BBVA BANCOMER",321080,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180267",70115079,"3989 CD MORELOS OF PRINC 3989","BBVA BANCOMER",321079,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180276",70115081,"3991 GUADALUPE VICTORIA OFNA PRINCIPAL","BBVA BANCOMER",321079,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180252",70115070,"3979 MEXICALI PUEBLO NUEVO","BBVA BANCOMER",321079,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180233",70115067,"3970 TABASCO CENTRO","BBVA BANCOMER",321079,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180195",70115064,"3967 MEXTICACAN CENTRO","BBVA BANCOMER",321079,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180273",70115061,"3966 NOCHISTLAN CENTRO","BBVA BANCOMER",321078,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180261",70115060,"3964 JUCHIPILA CENTRO","BBVA BANCOMER",321078,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180213",70115045,"3931 CUAUTLA PLAZA CINEMUNDO","BBVA BANCOMER",321078,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180243",70115049,"3934 CUERNAVACA YECAPIXTLA","BBVA BANCOMER",321078,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180179",70115008,"3884 GLD MOD ADUANAL AEROPUERTO","BBVA BANCOMER",321078,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180244",71463051,"3874 NUEVA CENTRAL CAMIONERA","BBVA BANCOMER",321077,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180208",70114994,"3870 TLAQUEPAQUE JUAREZ","BBVA BANCOMER",321077,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180184",70114989,"3864 INDUSTRIAL GOBERNADOR CURIEL","BBVA BANCOMER",321077,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180165",70114984,"3854 NUEVO LAREDO OFNA PRINCIPAL","BBVA BANCOMER",321077,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180135",70114983,"3853 NVO LAR MOD ADUANA COLOMBIA","BBVA BANCOMER",321077,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181949",71574410,"947 PLAZA AMERICA","BBVA BANCOMER",321075,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181913",71299075,"965 MODULO ADUANAL LA PAZ","BBVA BANCOMER",321075,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181929",71559889,"937 PESQUERIA NUEVO LEON","BBVA BANCOMER",321075,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181908",70118882,"1011 ZAPOPAN LA GRAN PLAZA","BBVA BANCOMER",321075,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181885",70114842,"911 TEPIC INSURGENTES ORIENTE","BBVA BANCOMER",321075,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180274",70224681,"5780 LOS PINOS ZACATECAS","BBVA BANCOMER",321064,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180265",70143968,"5791 VENADO CENTRO","BBVA BANCOMER",321064,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180251",70115509,"5750 CADEREYTA CENTRO","BBVA BANCOMER",321064,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180235",70115503,"5748 AMEALCO CENTRO","BBVA BANCOMER",321064,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180187",70115423,"5719 SAN RAFAEL REVOLUCION","BBVA BANCOMER",321064,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181932",71589444,"5913 NAOLINCO 1","BBVA BANCOMER",321058,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181921",70195061,"5916 XICO","BBVA BANCOMER",321058,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181905",70115400,"5924 VILLA LERDO DE TEJADA REVOLUCION","BBVA BANCOMER",321058,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181883",70115356,"5890 TLAXCO CENTRO","BBVA BANCOMER",321058,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181862",70115353,"5888 CALPULALPAN","BBVA BANCOMER",321058,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180231",71622906,"5848 JALAPA TABASCO","BBVA BANCOMER",321052,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180199",71457560,"5855 CUNDUACAN CENTRO","BBVA BANCOMER",321052,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180148",70115318,"5858 TAMPICO AVENIDA","BBVA BANCOMER",321052,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180172",70115348,"5880 ESTACION MANUEL","BBVA BANCOMER",321052,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A06180119",70115310,"5856 CD PEMEX CENTRO","BBVA BANCOMER",321052,"2018-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05181871",70115662,"5833 MIGUEL ALEMAN OFNA PRINCIPAL","BBVA BANCOMER",321003,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181842",70115661,"5830 NACOZARI OFNA PRINCIPAL","BBVA BANCOMER",321003,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181819",70115649,"5822 GUAYMAS OFNA PRINCIPAL","BBVA BANCOMER",321003,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181829",70115653,"5823 MAGDALENA OFNA PRINCIPAL","BBVA BANCOMER",321003,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181798",70115302,"5847 MACUSPANA CENTRO","BBVA BANCOMER",321003,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180212",70115646,"5820 CANANEA OFNA PRINCIPAL","BBVA BANCOMER",320992,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180177",70115641,"5812 HERMOSILLO OLIVARES","BBVA BANCOMER",320992,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180162",70115629,"5808 HERMOSILLO ESTADIO","BBVA BANCOMER",320992,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180145",70115626,"5807 OCOTILLO","BBVA BANCOMER",320992,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180121",70115618,"5801 ESCUINAPA","BBVA BANCOMER",320992,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181810",71253034,"5691 PLAYA VICENTE VERACRUZ","BBVA BANCOMER",320962,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181796",70115417,"5713 TLATLAUQUITEPEC REFORMA","BBVA BANCOMER",320962,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181785",70115367,"5695 TEHUANTEPEC CENTRO","BBVA BANCOMER",320962,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181760",70115352,"5694 POCHUTLA CENTRO","BBVA BANCOMER",320962,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181965",70115335,"5690 TUXTEPEC INDEPENDENCIA","BBVA BANCOMER",320955,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180023",70116466,"5689 SALINA CRUZ CENTRO","BBVA BANCOMER",320955,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181935",70115301,"5674 LAS VARAS CENTRO","BBVA BANCOMER",320955,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181901",70115299,"5673 RUIZ CENTRO","BBVA BANCOMER",320955,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181865",70115298,"5671 VILLA HIDALGO EJIDO NORTE","BBVA BANCOMER",320955,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181807",70115296,"5665 TECUALA CENTRO","BBVA BANCOMER",320925,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181817",70115297,"5669 IXTLAN CENTRO","BBVA BANCOMER",320925,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181791",70115295,"5663 TUXPAN INDEPENDENCIA","BBVA BANCOMER",320925,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181751",70115291,"5659 SUC ACAPONETA CENTRO","BBVA BANCOMER",320925,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181777",70115293,"5661 SANTIAGO IXCUINTLA CENTRO","BBVA BANCOMER",320925,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181820",71286245,"6783 CULIACAN SINALOA","BBVA BANCOMER",320922,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181800",70115545,"6798 EL FUERTE","BBVA BANCOMER",320922,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181808",70115547,"6801 CD MADERA","BBVA BANCOMER",320922,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181781",70115525,"6781 CULIACAN CC SORIANA","BBVA BANCOMER",320922,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181754",70115520,"6778 COALCOMAN MADERO","BBVA BANCOMER",320922,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181812",70115285,"5652 YAUTEPEC CENTRO","BBVA BANCOMER",320895,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181794",70115282,"5648 HUANDACAREO MELCHOR OCAMPO","BBVA BANCOMER",320895,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181784",70115281,"5646 QUIROGA PONIENTE","BBVA BANCOMER",320895,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181762",70115278,"5644 TUXPAN MORELOS","BBVA BANCOMER",320895,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181729",70115276,"5642 ZINAPECUARO JAVIER MINA","BBVA BANCOMER",320895,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181925",71434349,"COMP3785 840 EMPRESAS MONTERREY VALLE","BBVA BANCOMER",320882,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181837",70115561,"6821 TARIMORO CENTRO","BBVA BANCOMER",320882,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181827",70115552,"6806 HUATULCO SANTA CRUZ","BBVA BANCOMER",320882,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180201",70119988,"5641 TLAPUJAHUA","BBVA BANCOMER",320880,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180173",70115273,"5638 PASTOR ORTIZ PLAZA PRINCIPAL","BBVA BANCOMER",320880,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180122",70115246,"A0_5613 ZACATLAN","BBVA BANCOMER",320880,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180152",70115271,"5635 CD HIDALGO LERDO DE TEJADA","BBVA BANCOMER",320880,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180074",70115244,"5611 XICOTEPEC","BBVA BANCOMER",320880,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181958",70115547,"6801 CD MADERA","BBVA BANCOMER",320879,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181893",70115525,"6781 CULIACAN CC SORIANA","BBVA BANCOMER",320879,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181931",70115545,"6798 EL FUERTE","BBVA BANCOMER",320879,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181849",70115525,"6781 CULIACAN CC SORIANA","BBVA BANCOMER",320879,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181824",70115520,"6778 COALCOMAN MADERO","BBVA BANCOMER",320879,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181788",70143856,"A0_5600 TASQUILLO","BBVA BANCOMER",320874,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181775",70115720,"5608 ZUMPANGO","BBVA BANCOMER",320874,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181744",70115718,"5603 TLAXCOAPAN","BBVA BANCOMER",320874,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181723",70115717,"5602 ZIMAPAN","BBVA BANCOMER",320874,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181715",70115716,"5599 IXMIQUILPAN","BBVA BANCOMER",320874,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180132",71626507,"6775 ARTEAGA HIDALGO","BBVA BANCOMER",320846,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180086",70122107,"6760 URUAPAN 20 DE NOVIEMBRE","BBVA BANCOMER",320846,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180008",70122031,"6772 LA HUACANA PORTAL ALLENDE","BBVA BANCOMER",320846,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181951",70115512,"6771 NUEVA ITALIA GUERRERO","BBVA BANCOMER",320846,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181906",70104912,"A0_6777 CHERAN CUAUHTEMOC","BBVA BANCOMER",320846,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181967",70115507,"6758 URUAPAN BENITO JUAREZ","BBVA BANCOMER",320840,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181926",70115504,"6754 CHAVINDA MORELOS","BBVA BANCOMER",320840,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181889",70115502,"6752 PANINDICUARO OCAMPO","BBVA BANCOMER",320840,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181828",70115499,"6750 ANGAMACUTIRO MATAMOROS","BBVA BANCOMER",320840,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181741",70115495,"6748 PUREPERO POSTAL GUERRERO","BBVA BANCOMER",320840,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181804",70115488,"6736 SAHUAYO BOULEVARD","BBVA BANCOMER",320831,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181697",70115486,"6734 LOS REYES 16 DE SEPTIEMBRE","BBVA BANCOMER",320831,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181671",70115466,"6718 VENUSTIANO CARRANZA CENTRO","BBVA BANCOMER",320831,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181638",70115463,"A0_6717 YAJALON CENTRO","BBVA BANCOMER",320831,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181614",70115439,"6709 CHIAPA DE CORZO CENTRO","BBVA BANCOMER",320831,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181757",70115410,"6695 CD VALLE HERMOSO","BBVA BANCOMER",320818,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181695",70115408,"6692 CD GUSTAVO DIAZ ORDAZ","BBVA BANCOMER",320818,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181665",70115406,"6689 CD RIO BRAVO","BBVA BANCOMER",320818,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181640",70115364,"6644 AGUA DULCE MADERO","BBVA BANCOMER",320818,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181621",70115362,"6643 LAS CHOAPAS PARQUE JUAREZ","BBVA BANCOMER",320818,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181668",70115347,"6629 ASCENSION","BBVA BANCOMER",320806,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181698",70118670,"6610 SANCHEZ TABOADA MANEADERO","BBVA BANCOMER",320806,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181654",70115345,"6627 CD JUAREZ TECNOLOGICO","BBVA BANCOMER",320806,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181624",70115338,"6616 CD JUAREZ NOGALES","BBVA BANCOMER",320806,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181602",70115313,"6587 VILLA JUAREZ OFNA PRINCIPAL","BBVA BANCOMER",320806,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181834",70196095,"5590 PACHUCA METZTITLAN","BBVA BANCOMER",320805,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181771",70115714,"5596 ACTOPAN CENTRO","BBVA BANCOMER",320805,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181699",70115711,"5593 APAN CENTRO","BBVA BANCOMER",320805,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181644",70115705,"5579 PINOTEPA","BBVA BANCOMER",320805,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181664",70115709,"5587 TULANCINGO","BBVA BANCOMER",320805,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180070",70115573,"6575 XONACATLAN","BBVA BANCOMER",320799,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181979",70115567,"6571 TEXCALTITLAN","BBVA BANCOMER",320799,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181937",70115560,"6567 TEMASCALCINGO","BBVA BANCOMER",320799,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181890",70115558,"A0_6566 OCOYOACAC","BBVA BANCOMER",320799,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181848",70115311,"6583 SUC HUATABAMPO","BBVA BANCOMER",320799,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181594",70115700,"A0_5570 ARCELIA CENTRO","BBVA BANCOMER",320796,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181596",70115701,"5572 TELOLOAPAN","BBVA BANCOMER",320796,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181592",70115696,"5568 TECPAN CENTRO","BBVA BANCOMER",320796,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181591",70115691,"5565 ALTAMIRANO","BBVA BANCOMER",320796,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181588",70115690,"5563 ATOYAC CENTRO","BBVA BANCOMER",320796,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180075",71233226,"6561 LUVIANOS","BBVA BANCOMER",320795,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181992",70115556,"6560 TEJUPILCO","BBVA BANCOMER",320795,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181953",70115551,"6556 JILOTEPEC","BBVA BANCOMER",320795,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181898",70115546,"6551 TENANCINGO","BBVA BANCOMER",320795,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181875",70115527,"6541 MOD ADUANAL PUENTE III","BBVA BANCOMER",320795,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181720",71630676,"6520 CHICONTEPEC","BBVA BANCOMER",320789,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181655",70115483,"6517 CERRO AZUL HIDALGO","BBVA BANCOMER",320789,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181670",70115493,"6525 HUEJUTLA PLAZA DE LA REVOL","BBVA BANCOMER",320789,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181637",70115479,"6515 PANUCO","BBVA BANCOMER",320789,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181612",70115473,"6507 GUTIERREZ ZAMORA CENTRO","BBVA BANCOMER",320789,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181752",71238330,"5560 BUENA VISTA DE CUELLAR","BBVA BANCOMER",320786,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181681",70115681,"5561 TAXCO PLATEROS","BBVA BANCOMER",320786,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181651",70115676,"5553 CHILPANCINGO INSURGENTES","BBVA BANCOMER",320786,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181642",70115673,"5545 ACAPULCO RENACIMIENTO","BBVA BANCOMER",320786,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181616",70115652,"5534 COMONFORT CENTRO","BBVA BANCOMER",320786,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181683",70115462,"6505 ALAMO INDEPENDENCIA","BBVA BANCOMER",320784,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181661",70115455,"5997 MATAMOROS COAHUILA","BBVA BANCOMER",320784,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181636",70115438,"5972 TEUL DE GONZALEZ ORTEGA CENTRO","BBVA BANCOMER",320784,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181617",70115435,"5969 VALPARAISO CENTRO","BBVA BANCOMER",320784,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181600",70115432,"5965 JUAN ALDAMA CENTENARIO","BBVA BANCOMER",320784,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180118",71458641,"4770 VILLAHERMOSA PLAZA SENDERO","BBVA BANCOMER",320781,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A06180069",71441123,"4775 GABRIEL MANCERA","BBVA BANCOMER",320781,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181982",71441120,"4769 CAMPECHE GALERIAS MALECON","BBVA BANCOMER",320781,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181940",71441119,"4772 GARDEN SANTA FE","BBVA BANCOMER",320781,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181891",71438781,"4782 MEGA LAS PALMAS","BBVA BANCOMER",320781,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181852",71437374,"4774 HIPODROMO TAMAULIPAS","BBVA BANCOMER",320781,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181643",70115430,"5961 TLALTENANGO CENTRO","BBVA BANCOMER",320780,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181658",70122010,"5928 ALTOTONGA","BBVA BANCOMER",320780,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181622",70115424,"5950 VALLADOLID CENTRO","BBVA BANCOMER",320780,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181605",70115422,"5948 TIZIMIN CENTRO","BBVA BANCOMER",320780,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181598",70115404,"5926 VILLA JOSE CARDEL","BBVA BANCOMER",320780,"2018-05-29T05:00:00.000Z","CUAD-AVAYA"
"A05181580",71724294,"3728 P&G HUIXQUILUCAN","BBVA BANCOMER",320521,"2018-05-28T05:00:00.000Z","CUAD-AVAYA"
"A05181567",71722249,"6829 SALINAS DE HIDALGO CENTRO 2018","BBVA BANCOMER",320521,"2018-05-28T05:00:00.000Z","CUAD-AVAYA"
"A05181323",70224176,"5042 GARCIA LOPEZ NORTE","BBVA BANCOMER",320210,"2018-05-24T05:00:00.000Z","CUAD-AVAYA"
"A05181321",70115597,"5492 TIZAPAN EL ALTO CENTRO","BBVA BANCOMER",320210,"2018-05-24T05:00:00.000Z","CUAD-AVAYA"
"A05181318",71304133,"4641 COMITAN CENTRAL DE ABASTOS","BBVA BANCOMER",320208,"2018-05-24T05:00:00.000Z","CUAD-AVAYA"
