"folio","siteNumber","siteName","clientName","oa","emission","service"
"A10191127",71773158,"TEXCOCO ELAI","ELAI,SC",394210,"2019-10-10T05:00:00.000Z","CUAD-AVAYA"
"A10191121",71331265,"INGENIO TABASCO","ELAI,SC",394189,"2019-10-10T05:00:00.000Z","CUAD-AVAYA"
"A10190966",71830342,"3720 PICACHO-AJUSCO","BBVA BANCOMER",393858,"2019-10-08T05:00:00.000Z","CUAD-AVAYA"
"A10190957",71826286,"6643 LAS CHOAPAS","BBVA BANCOMER",393843,"2019-10-08T05:00:00.000Z","CUAD-AVAYA"
"A10190955",71786754,"1017 HERMOSA PROVINCIA 2018","BBVA BANCOMER",393843,"2019-10-08T05:00:00.000Z","CUAD-AVAYA"
"A10190845",71826276,"3968 LORETO CENTRO R","BBVA BANCOMER",393710,"2019-10-07T05:00:00.000Z","CUAD-AVAYA"
"A10190860",71830347,"0577 MINATITLAN JUSTO SIERRA","BBVA BANCOMER",393664,"2019-10-07T05:00:00.000Z","CUAD-AVAYA"
"A10190857",71830194,"1432 SAMS MEXICO 68 CULIACAN","BBVA BANCOMER",393664,"2019-10-07T05:00:00.000Z","CUAD-AVAYA"
"A10190852",71830191,"1491 PLAZA SENDERO MEXICALI","BBVA BANCOMER",393664,"2019-10-07T05:00:00.000Z","CUAD-AVAYA"
"A10190850",71830186,"1520 PLAZA 450 DURANGO","BBVA BANCOMER",393664,"2019-10-07T05:00:00.000Z","CUAD-AVAYA"
"A10190839",71830178,"1482 CENTRO COMERCIAL ALDEA GUANAJUATO","BBVA BANCOMER",393664,"2019-10-07T05:00:00.000Z","CUAD-AVAYA"
"A10190153",70122095,"5882 TLAXCALA OFNA PRINCIPAL","BBVA BANCOMER",392544,"2019-10-01T05:00:00.000Z","CUAD-AVAYA"
"A10190103",70122076,"3915 CUERNAVACA PLAN DE AYALA","BBVA BANCOMER",392544,"2019-10-01T05:00:00.000Z","CUAD-AVAYA"
"A09191314",71436433,"1818 EMPRESAS DF POLANCO","BBVA BANCOMER",391719,"2019-09-26T05:00:00.000Z","CUAD-AVAYA"
"A09191312",70115474,"5454 PUERTO VALLARTA PLAZA CARACOL","BBVA BANCOMER",391719,"2019-09-26T05:00:00.000Z","CUAD-AVAYA"
"A09190376",70115241,"5609 HUAUCHINANGO","BBVA BANCOMER",389201,"2019-09-05T05:00:00.000Z","CUAD-AVAYA"
"A09190379",71354031,"4666 PLAZA VALLE ORIZABA","BBVA BANCOMER",389201,"2019-09-05T05:00:00.000Z","CUAD-AVAYA"
"A09190369",71673740,"5600 PACHUCA TASTILLO","BBVA BANCOMER",389199,"2019-09-05T05:00:00.000Z","CUAD-AVAYA"
"A08190790",71283484,"5204 SAN MIGUEL ALLENDE PZA LUCIERNAGA","BBVA BANCOMER",385127,"2019-08-08T05:00:00.000Z","CUAD-AVAYA"
"A08190799",71587407,"5062 HERMOSILLO SOLARIDAD","BBVA BANCOMER",385127,"2019-08-08T05:00:00.000Z","CUAD-AVAYA"
"A07193069",71696904,"2432 GENOVA CER","BBVA BANCOMER",383584,"2019-07-24T05:00:00.000Z","CUAD-AVAYA"
"A07191701",70114486,"423 GUADALAJARA AMERICAS NERUDA","BBVA BANCOMER",382988,"2019-07-18T05:00:00.000Z","CUAD-AVAYA"
"A07191699",70114486,"423 GUADALAJARA AMERICAS NERUDA","BBVA BANCOMER",382983,"2019-07-18T05:00:00.000Z","CUAD-AVAYA"
"A07191623",71779080,"SITE 1462 GALERIAS LAGUNA (SITE)","BBVA BANCOMER",382873,"2019-07-18T05:00:00.000Z","CUAD-AVAYA"
"A07191603",71771790,"316 VENTURA PUENTE","BBVA BANCOMER",382783,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191597",71253568,"5201 CHEDRAUI AJUSCO","BBVA BANCOMER",382783,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191601",71404115,"4719 CIUDAD GRANJA","BBVA BANCOMER",382783,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191594",70222343,"5031 CHETUMAL PLAZA LAS AMERICAS","BBVA BANCOMER",382783,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191590",70115624,"5803 HERMOSILLO VERACRUZ","BBVA BANCOMER",382783,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191586",70115200,"1098 ZAPOTLANEJO","BBVA BANCOMER",382783,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191581",70114321,"242  NINO PERDIDO","BBVA BANCOMER",382783,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191593",71673293,"3629 COMERCIAL MEXICANA ARAGON","BBVA BANCOMER",382782,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191589",71576810,"744 ABASTOS CULIACAN","BBVA BANCOMER",382782,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191585",71233229,"4221 BANCA PATRIM MAZARICK","BBVA BANCOMER",382782,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191582",70122010,"5928 ALTOTONGA","BBVA BANCOMER",382782,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191579",70118881,"443  ABASTOS CARDENAS","BBVA BANCOMER",382782,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191575",70115749,"600 TIJUANA CONSTITUCION","BBVA BANCOMER",382782,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191573",70114530,"475 LEON PARQUE HIDALGO","BBVA BANCOMER",382782,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191576",71797840,"2057 DIRECCIÓN HIPOTECARIA PROMOTOR OCCIDENTE","BBVA BANCOMER",382774,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191572",71587407,"5062 HERMOSILLO SOLARIDAD","BBVA BANCOMER",382774,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191571",71436354,"4762 CONSTITUYENTES PLAYA DEL CARMEN","BBVA BANCOMER",382774,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191569",71436354,"4762 CONSTITUYENTES PLAYA DEL CARMEN","BBVA BANCOMER",382774,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191565",71330016,"2372 HIPOTECARIA PLAYA DEL CARMEN","BBVA BANCOMER",382774,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191562",70115179,"4317 TORREON CENTRO","BBVA BANCOMER",382774,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191560",70115130,"3463 AZCAPOTZALCO","BBVA BANCOMER",382774,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191518",70115019,"1281 INSURGENTES CR","BBVA BANCOMER",382599,"2019-07-17T05:00:00.000Z","CUAD-AVAYA"
"A07191336",71824915,"1659 PROLEC GE","BBVA BANCOMER",382371,"2019-07-15T05:00:00.000Z","CUAD-AVAYA"
"A07191209",71414601,"6346 PATRIMONIAL COLIMA","BBVA BANCOMER",381907,"2019-07-10T05:00:00.000Z","CUAD-AVAYA"
"A07191086",70122076,"3915 CUERNAVACA PLAN DE AYALA","BBVA BANCOMER",381612,"2019-07-08T05:00:00.000Z","CUAD-AVAYA"
"A07190862",71348456,"1197 EDIFICIO EQUUS","BBVA BANCOMER",378581,"2019-06-12T05:00:00.000Z","CUAD-AVAYA"
"A07190871",70122129,"474 LEON BOULEVARD","BBVA BANCOMER",378581,"2019-06-12T05:00:00.000Z","CUAD-AVAYA"
"A07190827",70115752,"603 TIJUANA PLAZA FINANCIERA","BBVA BANCOMER",378581,"2019-06-12T05:00:00.000Z","CUAD-AVAYA"
"A07190825",70118534,"3738 PUEBLA 5 DE MAYO","BBVA BANCOMER",378581,"2019-06-12T05:00:00.000Z","CUAD-AVAYA"
"A06190448",70122108,"5764 CANCUN OFNA PRINCIPAL","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190438",70122102,"5313 LA PAZ OFNA PRINCIPAL","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190439",70122104,"550 COATZACOALCOS JUAREZ","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190441",70122102,"5313 LA PAZ OFNA PRINCIPAL","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190445",70122098,"913 TEPIC CENTRO","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190442",70122083,"701 BBVA BANCOMER MATAMOROS","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190436",70122079,"641 CD OBREGON OFNA PRINCIPAL","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190434",70122075,"517 VERACRUZ INDEPENDENCIA","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190431",70122072,"5870 TAMPICO HIDALGO","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190428",70115427,"6700 TUXTLA OFNA PRINCIPAL","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190427",70115544,"6549 TOLUCA OFNA PRINCIPAL","BBVA BANCOMER",378149,"2019-06-10T05:00:00.000Z","CUAD-AVAYA"
"A06190206",71372564,"6357 PATRIMONIAL SAN JOSE INSURGENTES","BBVA BANCOMER",377225,"2019-06-05T05:00:00.000Z","CUAD-AVAYA"
"A06190112",70115719,"5607 TEPEJI DEL RIO OCAMPO","BBVA BANCOMER",376944,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190111",71273521,"5184 OUTLET PUEBLA","BBVA BANCOMER",376930,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190110",71428717,"5022 ARCOS","BBVA BANCOMER",376930,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190071",71820258,"1486 GALERIAS VALLARTA","BBVA BANCOMER",376871,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190043",71776518,"SITE 81 GRAN PATIO ECATEPEC","BBVA BANCOMER",376825,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190016",71298352,"5623 MORELIA JUAREZ","BBVA BANCOMER",376743,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190018",71301392,"5454A PLAZA PENINSULA","BBVA BANCOMER",376743,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190009",70115276,"5642 ZINAPECUARO JAVIER MINA","BBVA BANCOMER",376743,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190010",70115437,"5971 MONTE ESCOBEDO CENTRO","BBVA BANCOMER",376743,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A06190007",70115276,"5642 ZINAPECUARO JAVIER MINA","BBVA BANCOMER",376743,"2019-06-03T05:00:00.000Z","CUAD-AVAYA"
"A05193368",70197365,"4134 SATELITE REGIONAL","BBVA BANCOMER",376484,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193364",70196095,"5590 PACHUCA METZTITLAN","BBVA BANCOMER",376484,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193354",70114912,"1231 JACONA PLANCARTE","BBVA BANCOMER",376484,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193355",70114852,"3635 PEMEX","BBVA BANCOMER",376484,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193375",70115567,"A00 6571 TEXCALTITLAN","BBVA BANCOMER",376469,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193370",70115547,"6801 CD MADERA","BBVA BANCOMER",376469,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193369",70115491,"6741 ZACAPU MADERO","BBVA BANCOMER",376469,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193362",70115486,"6734 LOS REYES 16 DE SEPTIEMBRE","BBVA BANCOMER",376469,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193356",70115347,"6629 ASCENSION","BBVA BANCOMER",376469,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193407",71622587,"6529 CD VALLES HIDALGO","BBVA BANCOMER",376459,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193386",70115464,"5438 SANTIAGO PAPASQUIARO","BBVA BANCOMER",376459,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193403",70119988,"5641 TLAPUJAHUA","BBVA BANCOMER",376459,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193405",70115474,"5454 PUERTO VALLARTA PLAZA CARACOL","BBVA BANCOMER",376459,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193381",70115325,"5687 CIUDAD IXTEPEC CENTRO","BBVA BANCOMER",376459,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193383",70115348,"5880 ESTACION MANUEL","BBVA BANCOMER",376459,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193426",71468731,"5242 BOSQUES DEL VALLE","BBVA BANCOMER",376431,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193419",71337457,"5346 PLAZA ACOXPA","BBVA BANCOMER",376431,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193422",71450732,"4788 EMILIANO ZAPATA","BBVA BANCOMER",376431,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193387",71249271,"5138 PLAZA ANTARA","BBVA BANCOMER",376431,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193392",71252627,"5125 PLAZA SENDERO TOLUCA","BBVA BANCOMER",376431,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193408",71283486,"5282 PLAZA TEZONTLE","BBVA BANCOMER",376431,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193431",71588564,"4435 PALIZADA CENTRO","BBVA BANCOMER",376415,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193423",71285594,"4612 MERIDA MACROPLAZA","BBVA BANCOMER",376415,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193428",71354032,"4667 PLANTA VW PONIENTE","BBVA BANCOMER",376415,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193418",71285166,"4614 AEROPUERTO INTERNACIONAL 2","BBVA BANCOMER",376415,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193401",70115232,"4477 EL NARANJO","BBVA BANCOMER",376415,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193391",70115061,"3966 NOCHISTLAN CENTRO","BBVA BANCOMER",376415,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193331",71409135,"3553 LA CRUZ NUEVO","BBVA BANCOMER",376351,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193335",71401855,"3634 SEGUROS MONTERREY TORRE NEW YORK LIFE","BBVA BANCOMER",376351,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193334",71295583,"3850 NUEVO LAREDO JARDIN","BBVA BANCOMER",376351,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193326",70181955,"3820 SAN NICOLAS GAMESA","BBVA BANCOMER",376351,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193327",70115000,"3879 PLAZA ARBOLEDAS","BBVA BANCOMER",376351,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193329",70114681,"3557 ANZURES","BBVA BANCOMER",376351,"2019-05-31T05:00:00.000Z","CUAD-AVAYA"
"A05193316",70115140,"3475 PARQUE IND NAUCAL","BBVA BANCOMER",376349,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193322",71559918,"2391 HIPOTECARIA HERMOSILLO","BBVA BANCOMER",376349,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193319",70114958,"1247 CHURINTZIO","BBVA BANCOMER",376349,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193321",70114561,"3509 ECATEPEC CERRO GORDO","BBVA BANCOMER",376349,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193314",70118882,"1011 ZAPOPAN LA GRAN PLAZA","BBVA BANCOMER",376348,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193310",70114884,"1223 CHILCHOTA","BBVA BANCOMER",376348,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193312",70114934,"1239 YURECUARO GUERRERO","BBVA BANCOMER",376348,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193308",70114763,"705 PLAZA FIESTA","BBVA BANCOMER",376348,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193304",71575884,"372 CD JUAREZ PLAZA PASEO","BBVA BANCOMER",376347,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193307",70114597,"627 PLAZA ZAPOTLAN","BBVA BANCOMER",376347,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193303",70114711,"671 CABORCA OFNA PRINCIPAL","BBVA BANCOMER",376347,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193300",70114169,"27 TACUBA","BBVA BANCOMER",376347,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193295",70122021,"6522 OZULUAMA","BBVA BANCOMER",376325,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193297",70221709,"5871 MOD ADUANAL ALTAMIRA TAMPS","BBVA BANCOMER",376325,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193299",71294035,"6365  PATRIMONIAL IRAPUATO","BBVA BANCOMER",376325,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193296",70197775,"5324 SEIBAPLAYA","BBVA BANCOMER",376325,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193292",70115310,"5856 CD PEMEX CENTRO","BBVA BANCOMER",376325,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193293",70115643,"5813 MODULO FORD","BBVA BANCOMER",376325,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193294",70115466,"6718 VENUSTIANO CARRANZA CENTRO","BBVA BANCOMER",376325,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193273",70114943,"1243 TANHUATO","BBVA BANCOMER",376301,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193277",70115029,"3908 EL SALTO IBM","BBVA BANCOMER",376301,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193276",71236253,"3797 APODACA MODULO ADUANA ATO","BBVA BANCOMER",376301,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193278",71576846,"3685 TULTITLAN","BBVA BANCOMER",376301,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193275",70114539,"488 ENCARNACION DE DIAZ","BBVA BANCOMER",376301,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193274",70114566,"3516 ECATEPEC PLAZA ARAGON","BBVA BANCOMER",376301,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193272",70114620,"3535  ADUANA AEROPUERTO","BBVA BANCOMER",376301,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05193245",71622914,"1248 VALLE DE JUAREZ","BBVA BANCOMER",376164,"2019-05-30T05:00:00.000Z","CUAD-AVAYA"
"A05192912",71797840,"2057 DIRECCIÓN HIPOTECARIA PROMOTOR OCCIDENTE","BBVA BANCOMER",375137,"2019-05-28T05:00:00.000Z","CUAD-AVAYA"
"A05192806",71712906,"288 SAN NICOLAS JARDINES DE ANAHUAC","BBVA BANCOMER",375068,"2019-05-27T05:00:00.000Z","CUAD-AVAYA"
"A05192682",70197365,"4134 SATELITE REGIONAL","BBVA BANCOMER",374657,"2019-05-23T05:00:00.000Z","CUAD-AVAYA"
"A05192547",71578495,"715 BEYG OAXACA","BBVA BANCOMER",374222,"2019-05-22T05:00:00.000Z","CUAD-AVAYA"
"A05192332",71577911,"949 PUERTO INTERIOR SILAO","BBVA BANCOMER",373743,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192338",71590670,"1108 SAMS BLVD MORELOS","BBVA BANCOMER",373743,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192322",71380149,"2489 CENTRO HIPOTECARIO Y CER HN TIJUANA","BBVA BANCOMER",373743,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192330",70115022,"1288 CENTRAL DE ABASTOS I","BBVA BANCOMER",373743,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192314",70114514,"456 CAPILLA DE GUADALUPE HIDALGO","BBVA BANCOMER",373743,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192320",70114916,"1232 TANGANCICUARO","BBVA BANCOMER",373743,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192337",71639004,"6827 ZACAPOAXTLA","BBVA BANCOMER",373742,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192340",71623701,"1164 CD VALLE GLORIETA","BBVA BANCOMER",373742,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192329",71622918,"837 CORPORATIVO METRO NORTE","BBVA BANCOMER",373742,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192328",71234071,"5064 GALERIAS CUMBRES","BBVA BANCOMER",373742,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192324",71251329,"5111 HEROES DE TECAMAC","BBVA BANCOMER",373742,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192321",70122026,"5301 SUCHIATE II","BBVA BANCOMER",373742,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192319",70122134,"4106 OFICINA CENTRO","BBVA BANCOMER",373740,"2019-05-17T05:00:00.000Z","CUAD-AVAYA"
"A05192189",71442945,"6355 PATRIMONIAL XALAPA","BBVA BANCOMER",373417,"2019-05-15T05:00:00.000Z","CUAD-AVAYA"
"A05192168",71414597,"6358 PATRIMONIAL INTERLOMAS","BBVA BANCOMER",373417,"2019-05-15T05:00:00.000Z","CUAD-AVAYA"
"A05192182",71397789,"6383 PATRIMONIAL CUERNVACA","BBVA BANCOMER",373417,"2019-05-15T05:00:00.000Z","CUAD-AVAYA"
"A05192163",71294035,"6365  PATRIMONIAL IRAPUATO","BBVA BANCOMER",373417,"2019-05-15T05:00:00.000Z","CUAD-AVAYA"
"A05192167",71294035,"6365  PATRIMONIAL IRAPUATO","BBVA BANCOMER",373417,"2019-05-15T05:00:00.000Z","CUAD-AVAYA"
"A05192091",71813442,"PARQUE INDUSTRIAL VILLAFLORIDA","BBVA BANCOMER",373328,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192088",71813440,"PARQUE INDUSTRIAL SANTA MARÍA ARIZPE","BBVA BANCOMER",373328,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192090",71813441,"PARQUE INDUSTRIAL LOGÍSTICO AUTOMOTRIZ (PILA)","BBVA BANCOMER",373328,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192085",71813439,"PARQUE INDUSTRIAL  SIGLO XXI","BBVA BANCOMER",373328,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192084",71813438,"PARQUE INDUSTRIAL EL FLORIDO","BBVA BANCOMER",373328,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192083",71444791,"6353 PATRIMONIAL COATZACOALCOS","BBVA BANCOMER",373291,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192078",71414599,"6348 PATRIMONIAL DURANGO","BBVA BANCOMER",373291,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192081",71414614,"6354 PATRIMONIAL REYNOSA","BBVA BANCOMER",373291,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192073",71348840,"6350 PATRIMONIAL TUXTLA GUTIERREZ","BBVA BANCOMER",373291,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192075",71369210,"6349 PATRIMONIAL OAXACA","BBVA BANCOMER",373291,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05192036",70116340,"763 SITE DE AUTO SERVICIO SAN BARTOLO","BBVA BANCOMER",373253,"2019-05-14T05:00:00.000Z","CUAD-AVAYA"
"A05191285",71781527,"SITE 1460 MÉRIDA ALTABRISA","BBVA BANCOMER",372538,"2019-05-08T05:00:00.000Z","CUAD-AVAYA"
"A04196580",71414597,"6358 PATRIMONIAL INTERLOMAS","BBVA BANCOMER",370722,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196559",70197365,"4134 SATELITE REGIONAL","BBVA BANCOMER",370679,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196572",71419644,"1835 EMPRESAS QUERETARO ALAMOS","BBVA BANCOMER",370675,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196574",71305264,"833 EMPRESARIAL CD JUAREZ RENACIMIENTO","BBVA BANCOMER",370675,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196575",70114494,"432 LEON ESTADIO","BBVA BANCOMER",370675,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196573",70114502,"441 SABALO MAZATLAN","BBVA BANCOMER",370675,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196577",70114225,"100 TLALNEPANTLA PUENTE DE VIGAS","BBVA BANCOMER",370675,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196576",70114217,"83 GUTEMBERG","BBVA BANCOMER",370675,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196571",70114475,"411 MORELIA C FIN LAS AMERICAS","BBVA BANCOMER",370675,"2019-04-23T05:00:00.000Z","CUAD-AVAYA"
"A04196332",71804296,"1466 ISLA MERIDA","BBVA BANCOMER",370511,"2019-04-22T05:00:00.000Z","CUAD-AVAYA"
"A04196333",71799748,"1617 CER TUXTLA","BBVA BANCOMER",370511,"2019-04-22T05:00:00.000Z","CUAD-AVAYA"
"A04196322",71305855,"1821 BANCA DE EMPRESAS PALMAS","BBVA BANCOMER",370493,"2019-04-22T05:00:00.000Z","CUAD-AVAYA"
"A04196309",70197365,"4134 SATELITE REGIONAL","BBVA BANCOMER",370449,"2019-04-22T05:00:00.000Z","CUAD-AVAYA"
"A04196315",71414597,"6358 PATRIMONIAL INTERLOMAS","BBVA BANCOMER",370449,"2019-04-22T05:00:00.000Z","CUAD-AVAYA"
"A04196305",70115019,"1281 INSURGENTES CR","BBVA BANCOMER",370449,"2019-04-22T05:00:00.000Z","CUAD-AVAYA"
"A04196306",70114771,"3745 VALSEQUILLO CRYSTAL","BBVA BANCOMER",370449,"2019-04-22T05:00:00.000Z","CUAD-AVAYA"
"A04196048",71780256,"3088 PYME VILLAHERMOSA","BBVA BANCOMER",370333,"2019-04-17T05:00:00.000Z","CUAD-AVAYA"
"A04196019",71583966,"1838 EMPRESAS MONTERREY APODACA","BBVA BANCOMER",370333,"2019-04-17T05:00:00.000Z","CUAD-AVAYA"
"A04196020",71419637,"827 EMPRESAS AVILA CAMACHO","BBVA BANCOMER",370333,"2019-04-17T05:00:00.000Z","CUAD-AVAYA"
"A04196021",71333207,"2310 HN COACALCO","BBVA BANCOMER",370333,"2019-04-17T05:00:00.000Z","CUAD-AVAYA"
"A04196022",70115157,"3480 NAUCALPAN AVILA CAMACHO","BBVA BANCOMER",370333,"2019-04-17T05:00:00.000Z","CUAD-AVAYA"
