"cliente","servicio","sitio","idSitio","unc","descr","partId","qty","price","unr","unrId","months","rent","folio","phase"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","STADIUM LEON",,"UNC.CUAD.907.1",,28709984,7,0.01,"UNR.CUAD.907.1",28709985,36,,"A09150087","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","STADIUM LEON",,"UNC.CUAD.911.1.1",,28709986,7,0.07,,,36,,"A09150087","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA LEON",,"UNC.CUAD.901.1",,28709847,1,0.01,"UNR.CUAD.901.1",28709858,36,,"A11150312","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA LEON",,"UNC.CUAD.904.1.4",,28709859,7,0.01,"UNR.CUAD.904.1.4",28709903,36,,"A11150312","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA LEON",,"UNC.CUAD.907.1",,28709904,7,0.01,"UNR.CUAD.907.1",28709905,36,,"A11150312","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA LEON",,"UNC.CUAD.911.1.1",,28709906,7,0.07,,,36,,"A11150312","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA LEON",,"UNC.CUAD.916.1.1",,28709846,2,0.02,,,36,,"A11150312","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ANTARES LEON",,"UNC.CUAD.916.1.1",,28709766,2,0.02,,,36,,"A09150086","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ANTARES LEON",,"UNC.CUAD.904.1.4",,28709779,7,0.01,"UNR.CUAD.904.1.4",28709823,36,,"A09150086","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ANTARES LEON",,"UNC.CUAD.911.1.1",,28709826,7,0.07,,,36,,"A09150086","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ANTARES LEON",,"UNC.CUAD.907.1",,28709824,7,0.01,"UNR.CUAD.907.1",28709825,36,,"A09150086","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ANTARES LEON",,"UNC.CUAD.901.1",,28709767,1,0.01,"UNR.CUAD.901.1",28709778,36,,"A09150086","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CITY CENTER METEPEC",,"UNC.CUAD.907.1",,28709744,7,0.01,"UNR.CUAD.907.1",28709745,36,,"A09150085","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CITY CENTER METEPEC",,"UNC.CUAD.901.1",,28709687,1,0.01,"UNR.CUAD.901.1",28709698,36,,"A09150085","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CITY CENTER METEPEC",,"UNC.CUAD.904.1.4",,28709699,7,0.01,"UNR.CUAD.904.1.4",28709743,36,,"A09150085","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CITY CENTER METEPEC",,"UNC.CUAD.911.1.1",,28709746,7,0.07,,,36,,"A09150085","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CITY CENTER METEPEC",,"UNC.CUAD.916.1.1",,28709686,2,0.02,,,36,,"A09150085","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRO QUERETARO",,"UNC.CUAD.901.1",,28709607,1,0.01,"UNR.CUAD.901.1",28709618,36,,"A09150083","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRO QUERETARO",,"UNC.CUAD.911.1.1",,28709666,7,0.07,,,36,,"A09150083","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRO QUERETARO",,"UNC.CUAD.904.1.4",,28709619,7,0.01,"UNR.CUAD.904.1.4",28709663,36,,"A09150083","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRO QUERETARO",,"UNC.CUAD.907.1",,28709664,7,0.01,"UNR.CUAD.907.1",28709665,36,,"A09150083","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRO QUERETARO",,"UNC.CUAD.916.1.1",,28709606,2,0.02,,,36,,"A09150083","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","JURIQUILLA QUERETARO",,"UNC.CUAD.916.1.1",,28709526,2,0.02,,,36,,"A09150082","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","JURIQUILLA QUERETARO",,"UNC.CUAD.904.1.4",,28709539,7,0.01,"UNR.CUAD.904.1.4",28709583,36,,"A09150082","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","JURIQUILLA QUERETARO",,"UNC.CUAD.907.1",,28709584,7,0.01,"UNR.CUAD.907.1",28709585,36,,"A09150082","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","JURIQUILLA QUERETARO",,"UNC.CUAD.911.1.1",,28709586,7,0.07,,,36,,"A09150082","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","JURIQUILLA QUERETARO",,"UNC.CUAD.901.1",,28709527,1,0.01,"UNR.CUAD.901.1",28709538,36,,"A09150082","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRAL PARK QUERETARO",,"UNC.CUAD.901.1",,28709446,1,0.01,"UNR.CUAD.901.1",28709457,36,,"A09150081","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRAL PARK QUERETARO",,"UNC.CUAD.907.1",,28709503,7,0.01,"UNR.CUAD.907.1",28709504,36,,"A09150081","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRAL PARK QUERETARO",,"UNC.CUAD.911.1.1",,28709505,7,0.07,,,36,,"A09150081","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CENTRAL PARK QUERETARO",,"UNC.CUAD.904.1.4",,28709458,7,0.01,"UNR.CUAD.904.1.4",28709502,36,,"A09150081","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL DEL VALLE",,"UNC.CUAD.904.1.4",,27985211,14,0.01,"UNR.CUAD.904.1.4",27985290,36,,"A03150150","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL DEL VALLE",,"UNC.CUAD.907.1",,27985291,14,0.01,"UNR.CUAD.907.1",27985292,36,,"A03150150","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL DEL VALLE",,"UNC.CUAD.911.1.1",,27985293,14,0.14,,,36,,"A03150150","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL DEL VALLE",,"UNC.CUAD.916.1.1",,27985314,2,0.02,,,36,,"A03150150","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD.916.1.1",,27210532,37,0.37,,,36,,"A09140043","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CENTRO COMERCIAL SANTA FE",,"UNC.CUAD.904.1.4",,27088956,1,0.01,"UNR.CUAD.904.1.4",27088969,36,,"A08140138","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CENTRO COMERCIAL SANTA FE",,"UNC.CUAD.901.1",,27088970,1,0.01,"UNR.CUAD.901.1",27088980,36,,"A08140138","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CENTRO COMERCIAL SANTA FE",,"UNC.CUAD.907.1",,27088981,5,0.01,"UNR.CUAD.907.1",27088982,36,,"A08140138","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CENTRO COMERCIAL SANTA FE",,"UNC.CUAD.911.1.1",,27088983,5,0.05,,,36,,"A08140138","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CENTRO COMERCIAL SANTA FE",,"UNC.CUAD.916.1.1",,27088993,1,0.01,,,36,,"A08140138","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_REDIT_MPLS_RT01",,"UNC.CUAD.916.1.1",,27088955,1,0.01,,,36,,"A08140137","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_REDIT_MPLS_RT01",,"UNC.CUAD.911.1",,27088949,1,0.01,"UNR.CUAD.911.1",27088950,36,,"A08140137","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_REDIT_MPLS_RT01",,"UNC.CUAD.907.1",,27088947,1,0.01,"UNR.CUAD.907.1",27088948,36,,"A08140137","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_REDIT_MPLS_RT01",,"UNC.CUAD.904.1.4",,27088933,1,0.01,"UNR.CUAD.904.1.4",27088946,36,,"A08140137","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL FLORENCIA",,"UNC.CUAD.901.1",,26980416,1,0.01,"UNR.CUAD.901.1",26980426,36,,"A08140107","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL FLORENCIA",,"UNC.CUAD.904.1.4",,26980427,7,0.01,"UNR.CUAD.904.1.4",26980464,36,,"A08140107","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL FLORENCIA",,"UNC.CUAD.907.1",,26980465,7,0.01,"UNR.CUAD.907.1",26980466,36,,"A08140107","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL FLORENCIA",,"UNC.CUAD.916.1.1",,26980486,1,0.01,,,36,,"A08140107","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL FLORENCIA",,"UNC.CUAD.911.1.1",,26980467,7,0.07,,,36,,"A08140107","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ORIENTE",,"UNC.CUAD.904.1.4",,26980356,7,0.01,"UNR.CUAD.904.1.4",26980393,36,,"A08140106","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ORIENTE",,"UNC.CUAD.901.1",,26980345,1,0.01,"UNR.CUAD.901.1",26980355,36,,"A08140106","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ORIENTE",,"UNC.CUAD.911.1.1",,26980396,7,0.07,,,36,,"A08140106","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ORIENTE",,"UNC.CUAD.916.1.1",,26980415,1,0.01,,,36,,"A08140106","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ORIENTE",,"UNC.CUAD.907.1",,26980394,7,0.01,"UNR.CUAD.907.1",26980395,36,,"A08140106","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CUERNAVACA",,"UNC.CUAD.907.1",,26980323,7,0.01,"UNR.CUAD.907.1",26980324,36,,"A08140105","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CUERNAVACA",,"UNC.CUAD.911.1.1",,26980325,7,0.07,,,36,,"A08140105","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CUERNAVACA",,"UNC.CUAD.904.1.4",,26980285,7,0.01,"UNR.CUAD.904.1.4",26980322,36,,"A08140105","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CUERNAVACA",,"UNC.CUAD.901.1",,26980274,1,0.01,"UNR.CUAD.901.1",26980284,36,,"A08140105","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL CUERNAVACA",,"UNC.CUAD.916.1.1",,26980344,1,0.01,,,36,,"A08140105","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL VIRREYES",,"UNC.CUAD.904.1.4",,26980203,7,0.01,"UNR.CUAD.904.1.4",26980240,36,,"A08140104","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL VIRREYES",,"UNC.CUAD.901.1",,26980241,1,0.01,"UNR.CUAD.901.1",26980251,36,,"A08140104","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL VIRREYES",,"UNC.CUAD.907.1",,26980252,7,0.01,"UNR.CUAD.907.1",26980253,36,,"A08140104","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL VIRREYES",,"UNC.CUAD.916.1.1",,26980260,1,0.01,,,36,,"A08140104","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL VIRREYES",,"UNC.CUAD.911.1.1",,26980254,7,0.07,,,36,,"A08140104","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","HERMOSILLO NUEVO MODULO",,"UNC.CUAD.901.1",,26980160,1,0.01,"UNR.CUAD.901.1",26980170,36,,"A08140103","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","HERMOSILLO NUEVO MODULO",,"UNC.CUAD.904.1.4",,26980171,3,0.01,"UNR.CUAD.904.1.4",26980192,36,,"A08140103","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","HERMOSILLO NUEVO MODULO",,"UNC.CUAD.907.1",,26980193,3,0.01,"UNR.CUAD.907.1",26980194,36,,"A08140103","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","HERMOSILLO NUEVO MODULO",,"UNC.CUAD.916.1.1",,26980202,1,0.01,,,36,,"A08140103","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","HERMOSILLO NUEVO MODULO",,"UNC.CUAD.911.1.1",,26980195,3,0.03,,,36,,"A08140103","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SANTA FE II",,"UNC.CUAD.901.1",,26980099,1,0.01,"UNR.CUAD.901.1",26980109,36,,"A08140102","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SANTA FE II",,"UNC.CUAD.904.1.4",,26980110,5,0.01,"UNR.CUAD.904.1.4",26980139,36,,"A08140102","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SANTA FE II",,"UNC.CUAD.907.1",,26980140,5,0.01,"UNR.CUAD.907.1",26980141,36,,"A08140102","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SANTA FE II",,"UNC.CUAD.916.1.1",,26980159,1,0.01,,,36,,"A08140102","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SANTA FE II",,"UNC.CUAD.911.1.1",,26980142,5,0.05,,,36,,"A08140102","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","COYOACAN",,"UNC.CUAD.904.1.4",,26980039,7,0.01,"UNR.CUAD.904.1.4",26980076,36,,"A08140101","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","COYOACAN",,"UNC.CUAD.907.1",,26980077,7,0.01,"UNR.CUAD.907.1",26980078,36,,"A08140101","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","COYOACAN",,"UNC.CUAD.916.1.1",,26980098,1,0.01,,,36,,"A08140101","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","COYOACAN",,"UNC.CUAD.901.1",,26980028,1,0.01,"UNR.CUAD.901.1",26980038,36,,"A08140101","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","COYOACAN",,"UNC.CUAD.911.1.1",,26980079,7,0.07,,,36,,"A08140101","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CONDESA",,"UNC.CUAD.901.1",,26979957,1,0.01,"UNR.CUAD.901.1",26979967,36,,"A08140100","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CONDESA",,"UNC.CUAD.907.1",,26980006,7,0.01,"UNR.CUAD.907.1",26980007,36,,"A08140100","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CONDESA",,"UNC.CUAD.916.1.1",,26980027,1,0.01,,,36,,"A08140100","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CONDESA",,"UNC.CUAD.911.1.1",,26980008,7,0.07,,,36,,"A08140100","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","CONDESA",,"UNC.CUAD.904.1.4",,26979968,7,0.01,"UNR.CUAD.904.1.4",26980005,36,,"A08140100","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL SANTA TERESA",,"UNC.CUAD.901.1",,26979887,1,0.01,"UNR.CUAD.901.1",26979897,36,,"A08140099","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL SANTA TERESA",,"UNC.CUAD.904.1.4",,26979898,7,0.01,"UNR.CUAD.904.1.4",26979935,36,,"A08140099","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL SANTA TERESA",,"UNC.CUAD.911.1.1",,26979938,7,0.07,,,36,,"A08140099","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL SANTA TERESA",,"UNC.CUAD.907.1",,26979936,7,0.01,"UNR.CUAD.907.1",26979937,36,,"A08140099","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL SANTA TERESA",,"UNC.CUAD.916.1.1",,26979956,1,0.01,,,36,,"A08140099","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL CUERNAVACA",,"UNC.CUAD.901.1",,26979821,1,0.01,"UNR.CUAD.901.1",26979831,36,,"A08140098","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL CUERNAVACA",,"UNC.CUAD.907.1",,26979866,6,0.01,"UNR.CUAD.907.1",26979867,36,,"A08140098","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL CUERNAVACA",,"UNC.CUAD.911.1.1",,26979868,6,0.06,,,36,,"A08140098","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL CUERNAVACA",,"UNC.CUAD.916.1.1",,26979886,1,0.01,,,36,,"A08140098","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL CUERNAVACA",,"UNC.CUAD.904.1.4",,26979832,6,0.01,"UNR.CUAD.904.1.4",26979865,36,,"A08140098","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL PUERTA ALAMEDA",,"UNC.CUAD.901.1",,26978885,1,0.01,"UNR.CUAD.901.1",26978895,36,,"A08140097","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL PUERTA ALAMEDA",,"UNC.CUAD.904.1.4",,26978897,7,0.01,"UNR.CUAD.904.1.4",26978934,36,,"A08140097","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL PUERTA ALAMEDA",,"UNC.CUAD.907.1",,26978935,7,0.01,"UNR.CUAD.907.1",26978936,36,,"A08140097","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL PUERTA ALAMEDA",,"UNC.CUAD.916.1.1",,26978955,1,0.01,,,36,,"A08140097","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL PUERTA ALAMEDA",,"UNC.CUAD.911.1.1",,26978896,7,0.07,,,36,,"A08140097","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL LINDAVISTA",,"UNC.CUAD.901.1",,26978814,1,0.01,"UNR.CUAD.901.1",26978824,36,,"A08140096","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL LINDAVISTA",,"UNC.CUAD.907.1",,26978863,7,0.01,"UNR.CUAD.907.1",26978864,36,,"A08140096","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL LINDAVISTA",,"UNC.CUAD.904.1.4",,26978825,7,0.01,"UNR.CUAD.904.1.4",26978862,36,,"A08140096","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL LINDAVISTA",,"UNC.CUAD.911.1.1",,26978865,7,0.07,,,36,,"A08140096","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL SUCURSAL LINDAVISTA",,"UNC.CUAD.916.1.1",,26978884,1,0.01,,,36,,"A08140096","Operativo"
