"cliente","servicio","sitio","idSitio","unc","descr","partId","qty","price","unr","unrId","months","rent","folio","phase"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC LOS CABOS",,"UNC.CUAD.907.1",,31652789,9,0.01,"UNR.CUAD.907.1",31652790,36,,"A07170186","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC GUADALAJARA VALLE",,"UNC.CUAD60.904.1.2",,31643780,8,0.01,"UNR.CUAD60.904.1.2",31644080,60,,"A06171084","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC GUADALAJARA VALLE",,"UNC.CUAD60.911.1",,31644095,8,0.01,"UNR.CUAD60.911.1",31644096,60,,"A06171084","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC GUADALAJARA VALLE",,"UNC.CUAD60.907.1",,31644098,8,0.01,"UNR.CUAD60.907.1",31644099,60,,"A06171084","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC GUADALAJARA VALLE",,"UNC.CUAD60.901.1",,31644081,1,0.01,"UNR.CUAD60.901.1",31644094,60,,"A06171084","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC GUADALAJARA CHAPALITA",,"UNC.CUAD60.904.1.2",,31642538,14,0.01,"UNR.CUAD60.904.1.2",31643059,60,,"A06171078","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC GUADALAJARA CHAPALITA",,"UNC.CUAD60.907.1",,31643074,14,0.01,"UNR.CUAD60.907.1",31643075,60,,"A06171078","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC GUADALAJARA CHAPALITA",,"UNC.CUAD60.901.1",,31643060,1,0.01,"UNR.CUAD60.901.1",31643073,60,,"A06171078","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUC GUADALAJARA CHAPALITA",,"UNC.CUAD60.911.1",,31643076,14,0.01,"UNR.CUAD60.911.1",31643077,60,,"A06171078","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA CENTRO",,"UNC.CUAD60.901.1",,31642031,1,0.01,"UNR.CUAD60.901.1",31642044,60,,"A06171053","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA CENTRO",,"UNC.CUAD60.907.1",,31642382,9,0.01,"UNR.CUAD60.907.1",31642383,60,,"A06171053","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA CENTRO",,"UNC.CUAD60.904.1.2",,31642045,9,0.01,"UNR.CUAD60.904.1.2",31642381,60,,"A06171053","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA CENTRO",,"UNC.CUAD60.911.1",,31642384,9,0.01,"UNR.CUAD60.911.1",31642385,60,,"A06171053","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD.911.1.1",,31163311,30,0.3,,,36,,"A03170505","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD.907.1",,31163312,30,0.01,"UNR.CUAD.907.1",31163313,36,,"A03170505","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD.904.1.4",,31163314,30,0.01,"UNR.CUAD.904.1.4",31163532,36,,"A03170505","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAMARTINE 346",,"UNC.CUAD.904.1.4",,31163062,20,0.01,"UNR.CUAD.904.1.4",31163210,36,,"A03170504","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAMARTINE 346",,"UNC.CUAD.907.1",,31163211,20,0.01,"UNR.CUAD.907.1",31163212,36,,"A03170504","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAMARTINE 346",,"UNC.CUAD.911.1.1",,31163213,20,0.2,,,36,,"A03170504","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL REFORMA DIANA",,"UNC.CUAD.901.1",,30884061,1,0.01,"UNR.CUAD.901.1",30884074,36,,"A12160503","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL REFORMA DIANA",,"UNC.CUAD.904.1.4",,30884075,6,0.01,"UNR.CUAD.904.1.4",30884125,36,,"A12160503","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL REFORMA DIANA",,"UNC.CUAD.907.1",,30884126,6,0.01,"UNR.CUAD.907.1",30884127,36,,"A12160503","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL REFORMA DIANA",,"UNC.CUAD.916.1.1",,30884060,2,0.02,,,36,,"A12160503","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL REFORMA DIANA",,"UNC.CUAD.911.1.1",,30884128,6,0.06,,,36,,"A12160503","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL ABC OBSERVATORIO",,"UNC.CUAD.916.1.1",,30876831,2,0.02,,,36,,"A12160447","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL ABC OBSERVATORIO",,"UNC.CUAD.901.1",,30876832,1,0.01,"UNR.CUAD.901.1",30876845,36,,"A12160447","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL ABC OBSERVATORIO",,"UNC.CUAD.904.1.4",,30876846,6,0.01,"UNR.CUAD.904.1.4",30876896,36,,"A12160447","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL ABC OBSERVATORIO",,"UNC.CUAD.911.1.1",,30876899,6,0.06,,,36,,"A12160447","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","SUCURSAL ABC OBSERVATORIO",,"UNC.CUAD.907.1",,30876897,6,0.01,"UNR.CUAD.907.1",30876898,36,,"A12160447","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","AVANDARO",,"UNC.CUAD.901.1",,30364180,1,0.01,"UNR.CUAD.901.1",30364193,36,,"A07160076","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","AVANDARO",,"UNC.CUAD.904.1.4",,30364218,7,0.01,"UNR.CUAD.904.1.4",30364277,36,,"A07160076","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","AVANDARO",,"UNC.CUAD.907.1",,30364279,7,0.01,"UNR.CUAD.907.1",30364280,36,,"A07160076","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","AVANDARO",,"UNC.CUAD.911.1.1",,30364281,7,0.07,,,36,,"A07160076","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","AVANDARO",,"UNC.CUAD.916.1.1",,30364195,2,0.02,,,36,,"A07160076","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAMARTINE 346",,"UNC.CUAD.904.1.4",,30363924,5,0.01,"UNR.CUAD.904.1.4",30363967,36,,"A07160074","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD.904.1.4",,30363901,2,0.01,"UNR.CUAD.904.1.4",30363923,36,,"A07160073","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAMARTINE 346",,"UNC.CUAD1.904.1",,30309340,1,0.01,"UNR.CUAD1.904.1",30309341,36,,"A06160283","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAMARTINE 346",,"UNC.CUAD1.904.1",,30309342,8,0.01,"UNR.CUAD1.904.1",30309341,36,,"A06160283","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAMARTINE 346",,"UNC.CUAD1.904.1",,30309340,1,0.01,"UNR.CUAD1.904.1",30309343,36,,"A06160283","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD1.904.1",,30309326,1,0.01,"UNR.CUAD1.904.1",30309327,36,,"A06160284","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAS AMERICAS",,"UNC.CUAD.904.1.4",,29392344,6,0.01,"UNR.CUAD.904.1.4",29392383,36,,"A12150529","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAS AMERICAS",,"UNC.CUAD.907.1",,29392384,6,0.01,"UNR.CUAD.907.1",29392385,36,,"A12150529","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LAS AMERICAS",,"UNC.CUAD.911.1.1",,29392386,6,0.06,,,36,,"A12150529","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BERNARDO QUINTANA QRO",,"UNC.CUAD.904.1.4",,29392399,5,0.01,"UNR.CUAD.904.1.4",29392433,36,,"A12150530","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BERNARDO QUINTANA QRO",,"UNC.CUAD.907.1",,29392434,5,0.01,"UNR.CUAD.907.1",29392435,36,,"A12150530","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BERNARDO QUINTANA QRO",,"UNC.CUAD.911.1.1",,29392436,5,0.05,,,36,,"A12150530","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BERNARDO QUINTANA QRO",,"UNC.CUAD.916.1.1",,29382835,2,0.02,,,36,,"A12150500","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BERNARDO QUINTANA QRO",,"UNC.CUAD.904.1.4",,29382774,7,0.01,"UNR.CUAD.904.1.4",29382818,36,,"A12150500","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BERNARDO QUINTANA QRO",,"UNC.CUAD.907.1",,29382819,7,0.01,"UNR.CUAD.907.1",29382820,36,,"A12150500","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BERNARDO QUINTANA QRO",,"UNC.CUAD.911.1.1",,29382821,7,0.07,,,36,,"A12150500","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BERNARDO QUINTANA QRO",,"UNC.CUAD.901.1",,29382762,1,0.01,"UNR.CUAD.901.1",29382773,36,,"A12150500","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ALTACIA LEON",,"UNC.CUAD.901.1",,29345100,1,0.01,"UNR.CUAD.901.1",29345111,36,,"A12150382","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ALTACIA LEON",,"UNC.CUAD.904.1.4",,29345112,7,0.01,"UNR.CUAD.904.1.4",29345156,36,,"A12150382","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ALTACIA LEON",,"UNC.CUAD.907.1",,29345157,7,0.01,"UNR.CUAD.907.1",29345158,36,,"A12150382","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA ALTACIA LEON",,"UNC.CUAD.911.1.1",,29345159,7,0.07,,,36,,"A12150382","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA MIA METEPEC",,"UNC.CUAD.901.1",,28806860,1,0.01,"UNR.CUAD.901.1",28806871,36,,"A10150294","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA MIA METEPEC",,"UNC.CUAD.916.1.1",,28806933,2,0.02,,,36,,"A10150294","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA MIA METEPEC",,"UNC.CUAD.911.1.1",,28806919,7,0.07,,,36,,"A10150294","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA MIA METEPEC",,"UNC.CUAD.904.1.4",,28806872,7,0.01,"UNR.CUAD.904.1.4",28806916,36,,"A10150294","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA MIA METEPEC",,"UNC.CUAD.907.1",,28806917,7,0.01,"UNR.CUAD.907.1",28806918,36,,"A10150294","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ARCOS CAMPESTRE AGS",,"UNC.CUAD.916.1.1",,28806853,2,0.02,,,36,,"A10150293","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ARCOS CAMPESTRE AGS",,"UNC.CUAD.901.1",,28806780,1,0.01,"UNR.CUAD.901.1",28806791,36,,"A10150293","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ARCOS CAMPESTRE AGS",,"UNC.CUAD.904.1.4",,28806792,7,0.01,"UNR.CUAD.904.1.4",28806836,36,,"A10150293","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ARCOS CAMPESTRE AGS",,"UNC.CUAD.911.1.1",,28806839,7,0.07,,,36,,"A10150293","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","ARCOS CAMPESTRE AGS",,"UNC.CUAD.907.1",,28806837,7,0.01,"UNR.CUAD.907.1",28806838,36,,"A10150293","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA NORTE QUERETARO",,"UNC.CUAD.901.1",,28806700,1,0.01,"UNR.CUAD.901.1",28806711,36,,"A10150291","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA NORTE QUERETARO",,"UNC.CUAD.907.1",,28806757,7,0.01,"UNR.CUAD.907.1",28806758,36,,"A10150291","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA NORTE QUERETARO",,"UNC.CUAD.911.1.1",,28806759,7,0.07,,,36,,"A10150291","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA NORTE QUERETARO",,"UNC.CUAD.916.1.1",,28806773,2,0.02,,,36,,"A10150291","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA NORTE QUERETARO",,"UNC.CUAD.904.1.4",,28806712,7,0.01,"UNR.CUAD.904.1.4",28806756,36,,"A10150291","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA CONSTITUYENTES QRO",,"UNC.CUAD.901.1",,28806620,1,0.01,"UNR.CUAD.901.1",28806631,36,,"A10150289","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA CONSTITUYENTES QRO",,"UNC.CUAD.907.1",,28806677,7,0.01,"UNR.CUAD.907.1",28806678,36,,"A10150289","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA CONSTITUYENTES QRO",,"UNC.CUAD.916.1.1",,28806693,2,0.02,,,36,,"A10150289","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA CONSTITUYENTES QRO",,"UNC.CUAD.911.1.1",,28806679,7,0.07,,,36,,"A10150289","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA CONSTITUYENTES QRO",,"UNC.CUAD.904.1.4",,28806632,7,0.01,"UNR.CUAD.904.1.4",28806676,36,,"A10150289","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA",,"UNC.CUAD.901.1",,28758370,1,0.01,"UNR.CUAD.901.1",28758381,36,,"A09150371","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA",,"UNC.CUAD.904.1.4",,28758386,7,0.01,"UNR.CUAD.904.1.4",28758430,36,,"A09150371","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA",,"UNC.CUAD.907.1",,28758431,7,0.01,"UNR.CUAD.907.1",28758432,36,,"A09150371","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA",,"UNC.CUAD.916.1.1",,28758443,2,0.02,,,36,,"A09150371","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","TOLUCA",,"UNC.CUAD.911.1.1",,28758433,7,0.07,,,36,,"A09150371","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","PLAZA OASIS",,"UNC.CUAD.901.1",,28710443,1,0.01,"UNR.CUAD.901.1",28710454,36,,"A09150063","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","COLONIA DEL VALLE",,"UNC.CUAD.901.1",,28710455,1,0.01,"UNR.CUAD.901.1",28710466,36,,"A09150065","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MODULO AGRONEGOCIOS PUEBLA",,"UNC.CUAD.904.1.4",,28710421,1,0.01,"UNR.CUAD.904.1.4",28710435,36,,"A09150061","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MODULO AGRONEGOCIOS PUEBLA",,"UNC.CUAD.907.1",,28710436,1,0.01,"UNR.CUAD.907.1",28710437,36,,"A09150061","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MODULO AGRONEGOCIOS PUEBLA",,"UNC.CUAD.911.1.1",,28710438,1,0.01,,,36,,"A09150061","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_S011_VALLE_MONTERREY_RT01",,"UNC.CUAD.904.1.4",,28710372,5,0.01,"UNR.CUAD.904.1.4",28710406,36,,"A09150062","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_S011_VALLE_MONTERREY_RT01",,"UNC.CUAD.907.1",,28710407,5,0.01,"UNR.CUAD.907.1",28710408,36,,"A09150062","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_S011_VALLE_MONTERREY_RT01",,"UNC.CUAD.911.1.1",,28710409,5,0.05,,,36,,"A09150062","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD.911.1.1",,28710339,26,0.26,,,36,,"A09150060","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD.907.1",,28710337,26,0.01,"UNR.CUAD.907.1",28710338,36,,"A09150060","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","MIFEL_CORP_MASARYK_MPLS_RT01",,"UNC.CUAD.904.1.4",,28710197,26,0.01,"UNR.CUAD.904.1.4",28710336,36,,"A09150060","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BELLAVISTA",,"UNC.CUAD.916.1.1",,28710086,2,0.02,,,36,,"A09150092","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BELLAVISTA",,"UNC.CUAD.907.1",,28710088,7,0.01,"UNR.CUAD.907.1",28710089,36,,"A09150092","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BELLAVISTA",,"UNC.CUAD.901.1",,28710090,1,0.01,"UNR.CUAD.901.1",28710101,36,,"A09150092","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BELLAVISTA",,"UNC.CUAD.904.1.4",,28710102,7,0.01,"UNR.CUAD.904.1.4",28710146,36,,"A09150092","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","BELLAVISTA",,"UNC.CUAD.911.1.1",,28710087,7,0.07,,,36,,"A09150092","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LIBANO DF",,"UNC.CUAD.916.1.1",,28710006,2,0.02,,,36,,"A09150090","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LIBANO DF",,"UNC.CUAD.901.1",,28710007,1,0.01,"UNR.CUAD.901.1",28710018,36,,"A09150090","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LIBANO DF",,"UNC.CUAD.907.1",,28710064,7,0.01,"UNR.CUAD.907.1",28710065,36,,"A09150090","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LIBANO DF",,"UNC.CUAD.911.1.1",,28710066,7,0.07,,,36,,"A09150090","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","LIBANO DF",,"UNC.CUAD.904.1.4",,28710019,7,0.01,"UNR.CUAD.904.1.4",28710063,36,,"A09150090","Operativo"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","STADIUM LEON",,"UNC.CUAD.916.1.1",,28709926,2,0.02,,,36,,"A09150087","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","STADIUM LEON",,"UNC.CUAD.901.1",,28709927,1,0.01,"UNR.CUAD.901.1",28709938,36,,"A09150087","Planeación"
"BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL","CUAD-CISCO","STADIUM LEON",,"UNC.CUAD.904.1.4",,28709939,7,0.01,"UNR.CUAD.904.1.4",28709983,36,,"A09150087","Planeación"
