"folio","oa","servicio","siteId","alcance","partId","sku"
"A11190126",397552,"CUAD-BROADSOFT",70109608,1,36680832,"UNC.CUAD.BS.201"
"A11190126",397552,"CUAD-BROADSOFT",70109608,1,36680834,"UNC.CUAD.BS.202"
"A11190126",397552,"CUAD-BROADSOFT",70109608,1,36680849,"UNC.CUAD.BS.902"
"A11190135",397547,"CUAD-BROADSOFT",71433731,1,36680796,"UNC.CUAD.BS.201"
"A11190135",397547,"CUAD-BROADSOFT",71433731,1,36680798,"UNC.CUAD.BS.202"
"A11190135",397547,"CUAD-BROADSOFT",71433731,1,36680814,"UNC.CUAD.BS.902"
"A11191371",399884,"CUAD-AVAYA",71834095,80,36744139,"UNC.CUAD.AV60.901B"
"A11191371",399884,"CUAD-AVAYA",71834095,8,36744243,"UNC.CUAD.AV60.902B"
"A11191371",399884,"CUAD-AVAYA",71834095,1,36744259,"UNC.CUAD.AV60.903"
"A11191373",399887,"CUAD-BROADSOFT",71275995,1,36744993,"UNC.CUAD60.BS.902"
"A10191179",394367,"CUAD-BROADSOFT",71411703,10,35870524,"UNC.CUAD.BS.101"
"A10191179",394367,"CUAD-BROADSOFT",71411703,12,35870526,"UNC.CUAD.BS.102"
"A10191179",394367,"CUAD-BROADSOFT",71411703,5,35870528,"UNC.CUAD.BS.103"
"A10191179",394367,"CUAD-BROADSOFT",71411703,27,35870530,"UNC.CUAD.BS.901"
"A10191179",394367,"CUAD-BROADSOFT",71411703,2,35870544,"UNC.CUAD.BS.902"
"A11190484",398134,"CUAD-BROADSOFT",71833450,1,36699761,"UNC.CUAD.BS.201"
"A11190484",398134,"CUAD-BROADSOFT",71833450,1,36699763,"UNC.CUAD.BS.202"
"A11190484",398134,"CUAD-BROADSOFT",71833450,1,36699773,"UNC.CUAD.BS.902"
"A11190490",398127,"CUAD-BROADSOFT",71833448,3,36699670,"UNC.CUAD.BS.901"
"A11190490",398127,"CUAD-BROADSOFT",71833448,3,36699672,"UNC.CUAD.BS.101"
"A11191532",400242,"CUAD-CISCO",71786617,19,36748574,"UNC.CUAD.903.1"
"A11191532",400242,"CUAD-CISCO",71786617,5,36750383,"UNC.CUAD.904.1"
"A11191532",400242,"CUAD-CISCO",71786617,1,36750562,"UNC.CUAD.912.1"
"A11191532",400242,"CUAD-CISCO",71786617,1,36750661,"UNC.CUAD.908.1"
"A11191532",400242,"CUAD-CISCO",71786617,25,36750663,"UNC.CUAD.911.1"
"A12190262",400659,"CUAD-BROADSOFT",71707765,1,36770358,"UNC.CUAD.BS.201"
"A12190262",400659,"CUAD-BROADSOFT",71707765,1,36770360,"UNC.CUAD.BS.202"
"A12190262",400659,"CUAD-BROADSOFT",71707765,1,36770375,"UNC.CUAD.BS.902"
"A11190487",398130,"CUAD-BROADSOFT",71833448,1,36699690,"UNC.CUAD.BS.902"
"A11190487",398130,"CUAD-BROADSOFT",71833448,1,36699695,"UNC.CUAD.BS.201"
"A11190487",398130,"CUAD-BROADSOFT",71833448,1,36699697,"UNC.CUAD.BS.202"
"A12191218",402639,"CUAD-BROADSOFT",71837021,14,36804086,"UNC.CUAD60.BS.101"
"A12191218",402639,"CUAD-BROADSOFT",71837021,1,36804088,"UNC.CUAD60.BS.102"
"A12191218",402639,"CUAD-BROADSOFT",71837021,1,36804090,"UNC.CUAD60.BS.201"
"A12191218",402639,"CUAD-BROADSOFT",71837021,1,36804092,"UNC.CUAD60.BS.202"
"A12191218",402639,"CUAD-BROADSOFT",71837021,15,36804094,"UNC.CUAD60.BS.901"
"A12191218",402639,"CUAD-BROADSOFT",71837021,1,36804104,"UNC.CUAD60.BS.902"
"A11190229",397680,"CUAD-BROADSOFT",71747161,1,36687660,"UNC.CUAD.BS.201"
"A11190721",398607,"CUAD-AVAYA",71248081,1,36711992,"UNC.CUAD.AV.903"
"A11190125",397550,"CUAD-BROADSOFT",70109608,5,36680818,"UNC.CUAD.BS.101"
"A11190125",397550,"CUAD-BROADSOFT",70109608,5,36680820,"UNC.CUAD.BS.901"
"A06130108",140419,"CUAD-CISCO",70075038,190,25494634,"UNC.CUAD.904.1"
"A06130108",140419,"CUAD-CISCO",70075038,1,25494638,"UNC.CUAD.917.1"
"A06130108",140419,"CUAD-CISCO",70075038,190,25494636,"UNC.CUAD.911.1"
"A06130108",140419,"CUAD-CISCO",70075038,25,25494640,"UNC.CUAD.908.1"
"A06130108",140419,"CUAD-CISCO",70075038,1,25494642,"UNC.CUAD.920.1"
"A12190259",400648,"CUAD-BROADSOFT",70109607,4,36770237,"UNC.CUAD.BS.101"
"A12190259",400648,"CUAD-BROADSOFT",70109607,4,36770239,"UNC.CUAD.BS.901"
"A11190194",397646,"CUAD-BROADSOFT",71833192,14,36686263,"UNC.CUAD.BS.102"
"A11190194",397646,"CUAD-BROADSOFT",71833192,6,36686265,"UNC.CUAD.BS.103"
"A11190194",397646,"CUAD-BROADSOFT",71833192,30,36686267,"UNC.CUAD.BS.104"
"A11190194",397646,"CUAD-BROADSOFT",71833192,2,36686269,"UNC.CUAD.BS.201"
"A11190194",397646,"CUAD-BROADSOFT",71833192,1,36686271,"UNC.CUAD.BS.202"
"A11190194",397646,"CUAD-BROADSOFT",71833192,50,36686273,"UNC.CUAD.BS.901"
"A11190980",399271,"CUAD-AVAYA",70225068,1,36730468,"UNC.CUAD.AV.903"
"A11191533",400246,"CUAD-CISCO",71786617,1,36750753,"UNC.CUAD.918.1"
"A09190877",390476,"CUAD-BROADSOFT",71780550,132,36193878,"UNC.CUAD60.BS.102"
"A09190877",390476,"CUAD-BROADSOFT",71780550,13,36193880,"UNC.CUAD60.BS.104"
"A09190877",390476,"CUAD-BROADSOFT",71780550,1,36193882,"UNC.CUAD60.BS.201"
"A09190877",390476,"CUAD-BROADSOFT",71780550,106,36193884,"UNC.CUAD60.BS.201"
"A09190877",390476,"CUAD-BROADSOFT",71780550,145,36193886,"UNC.CUAD60.BS.901"
"A09190877",390476,"CUAD-BROADSOFT",71780550,1,36193896,"UNC.CUAD60.BS.902"
"A11130056",152832,"CUAD-CISCO",71423555,25,25975033,"UNC.CUAD.904.1"
"A11130056",152832,"CUAD-CISCO",71423555,25,25975035,"UNC.CUAD.906.1"
"A11130056",152832,"CUAD-CISCO",71423555,25,25975065,"UNC.CUAD.911.1"
"A11130059",152977,"CUAD-CISCO",71423555,50,25976544,"UNC.CUAD.904.1"
"A11130059",152977,"CUAD-CISCO",71423555,1,25976550,"UNC.CUAD.918.1"
"A11130059",152977,"CUAD-CISCO",71423555,13,25976552,"UNC.CUAD.917.1"
"A11130059",152977,"CUAD-CISCO",71423555,50,25976548,"UNC.CUAD.911.1"
"A11130059",152977,"CUAD-CISCO",71423555,50,25976546,"UNC.CUAD.906.1"
"A11190136",397559,"CUAD-BROADSOFT",71707765,5,36681301,"UNC.CUAD.BS.101"
"A11190136",397559,"CUAD-BROADSOFT",71707765,5,36681303,"UNC.CUAD.BS.901"
"A11190129",397565,"CUAD-BROADSOFT",71707765,1,36681318,"UNC.CUAD.BS.201"
"A11190129",397565,"CUAD-BROADSOFT",71707765,1,36681320,"UNC.CUAD.BS.202"
"A11190129",397565,"CUAD-BROADSOFT",71707765,1,36681335,"UNC.CUAD.BS.902"
"A11190128",397546,"CUAD-BROADSOFT",71433731,6,36680778,"UNC.CUAD.BS.101"
"A11190128",397546,"CUAD-BROADSOFT",71433731,6,36680780,"UNC.CUAD.BS.901"
"A12190261",400653,"CUAD-BROADSOFT",71707765,5,36770250,"UNC.CUAD.BS.101"
"A12190261",400653,"CUAD-BROADSOFT",71707765,5,36770252,"UNC.CUAD.BS.901"
"A01201031",409004,"CUAD-AVAYA",70114322,1,36947287,"UNC.CUAD.AVBA101"
"A06130093",140238,"CUAD-CISCO",70075038,190,25488658,"UNC.CUAD.904.1"
"A06130093",140238,"CUAD-CISCO",70075038,190,25488660,"UNC.CUAD.911.1"
"A06130093",140238,"CUAD-CISCO",70075038,1,25488662,"UNC.CUAD.920.1"
"A06130093",140238,"CUAD-CISCO",70075038,25,25488663,"UNC.CUAD.908.1"
"A06130093",140238,"CUAD-CISCO",70075038,1,25488665,"UNC.CUAD.917.1"
"A10192138",396436,"CUAD-BROADSOFT",71747161,11,36659320,"UNC.CUAD.BS.101"
"A10192138",396436,"CUAD-BROADSOFT",71747161,22,36659322,"UNC.CUAD.BS.102"
"A10192138",396436,"CUAD-BROADSOFT",71747161,2,36659324,"UNC.CUAD.BS.104"
"A10192138",396436,"CUAD-BROADSOFT",71747161,22,36659326,"UNC.CUAD.BS.205"
"A10192138",396436,"CUAD-BROADSOFT",71747161,35,36659328,"UNC.CUAD.BS.901"
"A10192138",396436,"CUAD-BROADSOFT",71747161,1,36659333,"UNC.CUAD.BS.902"
"A11190138",397572,"CUAD-BROADSOFT",70109611,4,36681586,"UNC.CUAD.BS.101"
"A11190138",397572,"CUAD-BROADSOFT",70109611,4,36681588,"UNC.CUAD.BS.901"
"A11190465",398118,"CUAD-BROADSOFT",70109607,1,36699549,"UNC.CUAD.BS.201"
"A11190465",398118,"CUAD-BROADSOFT",70109607,1,36699551,"UNC.CUAD.BS.202"
"A11190465",398118,"CUAD-BROADSOFT",70109607,1,36699565,"UNC.CUAD.BS.902"
"A11190491",398131,"CUAD-BROADSOFT",71833450,3,36699709,"UNC.CUAD.BS.101"
"A11190491",398131,"CUAD-BROADSOFT",71833450,3,36699711,"UNC.CUAD.BS.901"
"A11190702",398598,"CUAD-AVAYA",71248075,45,36711612,"UNC.CUAD.AV.901A"
"A11190702",398598,"CUAD-AVAYA",71248075,11,36711659,"UNC.CUAD.AV.902A"
"A12191217",402637,"CUAD-BROADSOFT",71808821,1,36804014,"UNC.CUAD60.BS.102"
"A12191217",402637,"CUAD-BROADSOFT",71808821,1,36804016,"UNC.CUAD60.BS.201"
"A12191217",402637,"CUAD-BROADSOFT",71808821,1,36804018,"UNC.CUAD60.BS.202"
"A12191217",402637,"CUAD-BROADSOFT",71808821,1,36804028,"UNC.CUAD60.BS.902"
"A12191217",402637,"CUAD-BROADSOFT",71808821,14,36804052,"UNC.CUAD60.BS.101"
"A12191217",402637,"CUAD-BROADSOFT",71808821,15,36804071,"UNC.CUAD60.BS.901"
"A11190954",399194,"CUAD-AVAYA",70225067,1,36729490,"UNC.CUAD.AV.903"
"A11191370",399885,"CUAD-BROADSOFT",71834095,1,36744410,"UNC.CUAD60.BS.902"
"A11191374",399886,"CUAD-AVAYA",71275995,100,36744412,"UNC.CUAD.AV60.901B"
"A11191374",399886,"CUAD-AVAYA",71275995,11,36744514,"UNC.CUAD.AV60.902B"
"A11191374",399886,"CUAD-AVAYA",71275995,1,36744533,"UNC.CUAD.AV60.903"
"A11191375",399890,"CUAD-BROADSOFT",71438972,1,36745070,"UNC.CUAD60.BS.902"
"A11190117",397529,"CUAD-BROADSOFT",70109603,56,36679762,"UNC.CUAD.BS.101"
"A11190117",397529,"CUAD-BROADSOFT",70109603,56,36679764,"UNC.CUAD.BS.901"
"A11190956",399200,"CUAD-AVAYA",70225070,14,36729789,"UNC.CUAD.AV.901B"
"A11190956",399200,"CUAD-AVAYA",70225070,2,36729805,"UNC.CUAD.AV.902B"
"A01201070",409057,"CUAD-AVAYA",70114522,1,36947949,"UNC.CUAD.AVBA101"
"A01201007",408984,"CUAD-AVAYA",71390116,1,36947116,"UNC.CUAD.AVBA101"
"A01201001",408984,"CUAD-AVAYA",71241161,3,36947092,"UNC.CUAD.AVBA101"
"A01201128",409122,"CUAD-AVAYA",71673293,1,36949045,"UNC.CUAD.AVBA101"
"A02200231",410334,"CUAD-AVAYA",70122090,71,37029697,"UNC.CUAD.AVED101"
"A02200231",410334,"CUAD-AVAYA",70122090,2,37029699,"UNC.CUAD.AVED100"
"A01201010",408984,"CUAD-AVAYA",71630676,1,36947122,"UNC.CUAD.AVBA101"
"A01201036",409004,"CUAD-AVAYA",70115360,1,36947299,"UNC.CUAD.AVBA101"
"A01201124",409122,"CUAD-AVAYA",70115134,11,36949013,"UNC.CUAD.AVBA101"
"A01201126",409122,"CUAD-AVAYA",71236257,1,36949039,"UNC.CUAD.AVBA101"
"A02200106",410110,"CUAD-BROADSOFT",71554795,15,36966542,"UNC.CUAD.BS.101"
"A02200106",410110,"CUAD-BROADSOFT",71554795,2,36966544,"UNC.CUAD.BS.103"
"A02200106",410110,"CUAD-BROADSOFT",71554795,1,36966546,"UNC.CUAD.BS.104"
"A02200106",410110,"CUAD-BROADSOFT",71554795,18,36966548,"UNC.CUAD.BS.203"
