"folio","oa","servicio","siteId","alcance","partId","sku"
"V0000000488",317902,"CUAD-AVAYA",70115217,7,33015059,"UNC.CUAD.AVBA101"
"V0000000495",317417,"CUAD-AVAYA",70114927,2,33020285,"UNC.CUAD.AVBA100"
"V0000000495",317417,"CUAD-AVAYA",70114927,5,33020287,"UNC.CUAD.AVBA101"
"V0000000505",317598,"CUAD-AVAYA",71450731,2,33027696,"UNC.CUAD.AVBA100"
"V0000000505",317598,"CUAD-AVAYA",71450731,5,33027698,"UNC.CUAD.AVBA101"
"V0000000516",317637,"CUAD-AVAYA",70231991,5,33029564,"UNC.CUAD.AVBA101"
"V0000000533",317661,"CUAD-AVAYA",70114712,2,33030389,"UNC.CUAD.AVBA100"
"V0000000533",317661,"CUAD-AVAYA",70114712,5,33030391,"UNC.CUAD.AVBA101"
"V0000000537",317661,"CUAD-AVAYA",70114783,3,33030461,"UNC.CUAD.AVBA100"
"V0000000537",317661,"CUAD-AVAYA",70114783,23,33030463,"UNC.CUAD.AVBA101"
"V0000000478",317238,"CUAD-AVAYA",70115200,3,33014695,"UNC.CUAD.AVBA100"
"V0000000478",317238,"CUAD-AVAYA",70115200,5,33014697,"UNC.CUAD.AVBA101"
"V0000000492",317245,"CUAD-AVAYA",70115011,2,33015209,"UNC.CUAD.AVBA100"
"V0000000492",317245,"CUAD-AVAYA",70115011,5,33015211,"UNC.CUAD.AVBA101"
"V0000000501",317585,"CUAD-AVAYA",71465796,2,33027228,"UNC.CUAD.AVBA100"
"V0000000501",317585,"CUAD-AVAYA",71465796,4,33027230,"UNC.CUAD.AVBA101"
"V0000000531",317650,"CUAD-AVAYA",71238345,1,33030117,"UNC.CUAD.AVBA100"
"V0000000531",317650,"CUAD-AVAYA",71238345,5,33030121,"UNC.CUAD.AVBA101"
"V0000000502",317598,"CUAD-AVAYA",71381002,1,33027625,"UNC.CUAD.AVBA100"
"V0000000502",317598,"CUAD-AVAYA",71381002,2,33027627,"UNC.CUAD.AVBA101"
"V0000000529",317650,"CUAD-AVAYA",71238341,2,33030070,"UNC.CUAD.AVBA100"
"V0000000529",317650,"CUAD-AVAYA",71238341,5,33030072,"UNC.CUAD.AVBA101"
"V0000000480",317238,"CUAD-AVAYA",70197234,1,33014735,"UNC.CUAD.AVBA100"
"V0000000480",317238,"CUAD-AVAYA",70197234,2,33014737,"UNC.CUAD.AVBA101"
"V0000000484",317239,"CUAD-AVAYA",71417931,1,33014941,"UNC.CUAD.AVBA100"
"V0000000484",317239,"CUAD-AVAYA",71417931,21,33014943,"UNC.CUAD.AVBA101"
"V0000000489",317902,"CUAD-AVAYA",70115225,1,33015080,"UNC.CUAD.AVBA100"
"V0000000489",317902,"CUAD-AVAYA",70115225,5,33015082,"UNC.CUAD.AVBA101"
"V0000000494",317245,"CUAD-AVAYA",70115037,2,33015245,"UNC.CUAD.AVBA100"
"V0000000494",317245,"CUAD-AVAYA",70115037,5,33015247,"UNC.CUAD.AVBA101"
"V0000000503",317598,"CUAD-AVAYA",71440374,2,33027638,"UNC.CUAD.AVBA100"
"V0000000503",317598,"CUAD-AVAYA",71440374,5,33027641,"UNC.CUAD.AVBA101"
"V0000000527",317650,"CUAD-AVAYA",71236257,2,33030034,"UNC.CUAD.AVBA100"
"V0000000527",317650,"CUAD-AVAYA",71236257,4,33030036,"UNC.CUAD.AVBA101"
"V0000000500",317585,"CUAD-AVAYA",71443950,2,33027209,"UNC.CUAD.AVBA100"
"V0000000500",317585,"CUAD-AVAYA",71443950,5,33027211,"UNC.CUAD.AVBA101"
"V0000000507",317603,"CUAD-AVAYA",70200467,2,33027829,"UNC.CUAD.AVBA100"
"V0000000507",317603,"CUAD-AVAYA",70200467,4,33027831,"UNC.CUAD.AVBA101"
"V0000000508",317603,"CUAD-AVAYA",70223947,2,33027846,"UNC.CUAD.AVBA100"
"V0000000508",317603,"CUAD-AVAYA",70223947,5,33027848,"UNC.CUAD.AVBA101"
"V0000000521",317643,"CUAD-AVAYA",70114675,2,33029781,"UNC.CUAD.AVBA100"
"V0000000521",317643,"CUAD-AVAYA",70114675,4,33029783,"UNC.CUAD.AVBA101"
"V0000000523",317643,"CUAD-AVAYA",70114693,2,33029815,"UNC.CUAD.AVBA100"
"V0000000523",317643,"CUAD-AVAYA",70114693,4,33029817,"UNC.CUAD.AVBA101"
"V0000000524",317643,"CUAD-AVAYA",70114695,2,33029832,"UNC.CUAD.AVBA100"
"V0000000524",317643,"CUAD-AVAYA",70114695,4,33029834,"UNC.CUAD.AVBA101"
"V0000000519",317637,"CUAD-AVAYA",71234120,2,33029602,"UNC.CUAD.AVBA100"
"V0000000519",317637,"CUAD-AVAYA",71234120,7,33029604,"UNC.CUAD.AVBA101"
"V0000000487",317902,"CUAD-AVAYA",70115214,2,33015040,"UNC.CUAD.AVBA100"
"V0000000487",317902,"CUAD-AVAYA",70115214,4,33015042,"UNC.CUAD.AVBA101"
"V0000000490",317245,"CUAD-AVAYA",70115001,4,33015177,"UNC.CUAD.AVBA100"
"V0000000490",317245,"CUAD-AVAYA",70115001,4,33015179,"UNC.CUAD.AVBA101"
"V0000000510",317617,"CUAD-AVAYA",70114577,2,33028040,"UNC.CUAD.AVBA100"
"V0000000510",317617,"CUAD-AVAYA",70114577,4,33028042,"UNC.CUAD.AVBA101"
"V0000000504",317598,"CUAD-AVAYA",71441122,2,33027677,"UNC.CUAD.AVBA100"
"V0000000504",317598,"CUAD-AVAYA",71441122,5,33027679,"UNC.CUAD.AVBA101"
"V0000000511",317617,"CUAD-AVAYA",70114585,1,33028059,"UNC.CUAD.AVBA100"
"V0000000511",317617,"CUAD-AVAYA",70114585,4,33028061,"UNC.CUAD.AVBA101"
"V0000000497",317585,"CUAD-AVAYA",71437377,5,33027166,"UNC.CUAD.AVBA101"
"V0000000530",317650,"CUAD-AVAYA",71238343,2,33030089,"UNC.CUAD.AVBA100"
"V0000000530",317650,"CUAD-AVAYA",71238343,5,33030091,"UNC.CUAD.AVBA101"
"V0000000498",317585,"CUAD-AVAYA",71437380,2,33027171,"UNC.CUAD.AVBA100"
"V0000000498",317585,"CUAD-AVAYA",71437380,5,33027173,"UNC.CUAD.AVBA101"
"V0000000515",317637,"CUAD-AVAYA",70157108,2,33029555,"UNC.CUAD.AVBA100"
"V0000000515",317637,"CUAD-AVAYA",70157108,5,33029557,"UNC.CUAD.AVBA101"
"V0000000515",317637,"CUAD-AVAYA",70157108,5,33029559,"UNC.CUAD.AVBA101"
"V0000000515",317637,"CUAD-AVAYA",70157108,5,33029557,"UNC.CUAD.AVBA101"
"V0000000520",317637,"CUAD-AVAYA",71235297,3,33029625,"UNC.CUAD.AVBA100"
"V0000000520",317637,"CUAD-AVAYA",71235297,4,33029627,"UNC.CUAD.AVBA101"
"V0000000535",317661,"CUAD-AVAYA",70114729,2,33030427,"UNC.CUAD.AVBA100"
"V0000000535",317661,"CUAD-AVAYA",70114729,2,33030429,"UNC.CUAD.AVBA101"
"V0000000486",317902,"CUAD-AVAYA",70115209,2,33015021,"UNC.CUAD.AVBA100"
"V0000000486",317902,"CUAD-AVAYA",70115209,5,33015023,"UNC.CUAD.AVBA101"
"V0000000482",317238,"CUAD-AVAYA",71590670,2,33014761,"UNC.CUAD.AVBA100"
"V0000000482",317238,"CUAD-AVAYA",71590670,4,33014763,"UNC.CUAD.AVBA101"
"V0000000496",317585,"CUAD-AVAYA",71437377,2,33027152,"UNC.CUAD.AVBA100"
"V0000000506",317603,"CUAD-AVAYA",70199845,2,33027810,"UNC.CUAD.AVBA100"
"V0000000506",317603,"CUAD-AVAYA",70199845,5,33027812,"UNC.CUAD.AVBA101"
"V0000000514",317617,"CUAD-AVAYA",71576846,1,33028125,"UNC.CUAD.AVBA100"
"V0000000514",317617,"CUAD-AVAYA",71576846,4,33028127,"UNC.CUAD.AVBA101"
"V0000000536",317661,"CUAD-AVAYA",70114766,2,33030440,"UNC.CUAD.AVBA100"
"V0000000536",317661,"CUAD-AVAYA",70114766,6,33030442,"UNC.CUAD.AVBA101"
"V0000000517",317637,"CUAD-AVAYA",70231991,2,33029578,"UNC.CUAD.AVBA100"
"V0000000522",317643,"CUAD-AVAYA",70114686,2,33029798,"UNC.CUAD.AVBA100"
"V0000000522",317643,"CUAD-AVAYA",70114686,4,33029800,"UNC.CUAD.AVBA101"
"V0000000534",317661,"CUAD-AVAYA",70114720,2,33030405,"UNC.CUAD.AVBA100"
"V0000000534",317661,"CUAD-AVAYA",70114720,5,33030410,"UNC.CUAD.AVBA101"
"V0000000499",317585,"CUAD-AVAYA",71439227,2,33027190,"UNC.CUAD.AVBA100"
"V0000000499",317585,"CUAD-AVAYA",71439227,5,33027192,"UNC.CUAD.AVBA101"
"V0000000528",317650,"CUAD-AVAYA",71238336,2,33030051,"UNC.CUAD.AVBA100"
"V0000000528",317650,"CUAD-AVAYA",71238336,5,33030053,"UNC.CUAD.AVBA101"
"V0000000560",317689,"CUAD-AVAYA",71277201,2,33031665,"UNC.CUAD.AVBA100"
"V0000000560",317689,"CUAD-AVAYA",71277201,5,33031667,"UNC.CUAD.AVBA101"
"V0000000541",317665,"CUAD-AVAYA",71491448,2,33030615,"UNC.CUAD.AVBA100"
"V0000000541",317665,"CUAD-AVAYA",71491448,6,33030617,"UNC.CUAD.AVBA101"
"V0000000539",317665,"CUAD-AVAYA",70114802,3,33030572,"UNC.CUAD.AVBA100"
"V0000000539",317665,"CUAD-AVAYA",70114802,7,33030577,"UNC.CUAD.AVBA101"
"V0000000545",317669,"CUAD-AVAYA",70181955,2,33030708,"UNC.CUAD.AVBA100"
"V0000000545",317669,"CUAD-AVAYA",70181955,3,33030710,"UNC.CUAD.AVBA101"
"V0000000550",317717,"CUAD-AVAYA",70115437,2,33030885,"UNC.CUAD.AVBA100"
"V0000000550",317717,"CUAD-AVAYA",70115437,6,33030887,"UNC.CUAD.AVBA101"
"V0000000553",317680,"CUAD-AVAYA",71254123,2,33031031,"UNC.CUAD.AVBA100"
"V0000000553",317680,"CUAD-AVAYA",71254123,4,33031033,"UNC.CUAD.AVBA101"
"V0000000542",317669,"CUAD-AVAYA",70114947,2,33030659,"UNC.CUAD.AVBA100"
"V0000000542",317669,"CUAD-AVAYA",70114947,7,33030661,"UNC.CUAD.AVBA101"
"V0000000556",317680,"CUAD-AVAYA",71273521,3,33031082,"UNC.CUAD.AVBA100"
"V0000000556",317680,"CUAD-AVAYA",71273521,5,33031084,"UNC.CUAD.AVBA101"
"V0000000579",317724,"CUAD-AVAYA",70122026,1,33034057,"UNC.CUAD.AVBA100"
"V0000000579",317724,"CUAD-AVAYA",70122026,2,33034059,"UNC.CUAD.AVBA101"
"V0000000580",317724,"CUAD-AVAYA",71233228,2,33034070,"UNC.CUAD.AVBA100"
"V0000000580",317724,"CUAD-AVAYA",71233228,4,33034072,"UNC.CUAD.AVBA101"
"V0000000591",317765,"CUAD-AVAYA",70115600,2,33037483,"UNC.CUAD.AVBA100"
"V0000000591",317765,"CUAD-AVAYA",70115600,4,33037485,"UNC.CUAD.AVBA101"
"V0000000549",317717,"CUAD-AVAYA",70115429,2,33030864,"UNC.CUAD.AVBA100"
"V0000000549",317717,"CUAD-AVAYA",70115429,6,33030866,"UNC.CUAD.AVBA101"
"V0000000572",317698,"CUAD-AVAYA",71468731,2,33033335,"UNC.CUAD.AVBA100"
"V0000000572",317698,"CUAD-AVAYA",71468731,5,33033337,"UNC.CUAD.AVBA101"
"V0000000584",317730,"CUAD-AVAYA",70115249,2,33035194,"UNC.CUAD.AVBA100"
"V0000000584",317730,"CUAD-AVAYA",70115249,6,33035196,"UNC.CUAD.AVBA101"
"V0000000586",317730,"CUAD-AVAYA",70115265,2,33035236,"UNC.CUAD.AVBA100"
"V0000000586",317730,"CUAD-AVAYA",70115265,6,33035238,"UNC.CUAD.AVBA101"
"V0000000592",317765,"CUAD-AVAYA",70115631,2,33037500,"UNC.CUAD.AVBA100"
"V0000000592",317765,"CUAD-AVAYA",70115631,7,33037502,"UNC.CUAD.AVBA101"
"V0000000597",317826,"CUAD-AVAYA",71235297,3,33040088,"UNC.CUAD.AVBA100"
"V0000000597",317826,"CUAD-AVAYA",71235297,4,33040090,"UNC.CUAD.AVBA101"
"V0000000544",317669,"CUAD-AVAYA",70119703,2,33030695,"UNC.CUAD.AVBA100"
"V0000000544",317669,"CUAD-AVAYA",70119703,2,33030697,"UNC.CUAD.AVBA101"
"V0000000573",317708,"CUAD-AVAYA",71280853,3,33033792,"UNC.CUAD.AVBA100"
"V0000000573",317708,"CUAD-AVAYA",71280853,4,33033794,"UNC.CUAD.AVBA101"
"V0000000582",317724,"CUAD-AVAYA",71297321,2,33034104,"UNC.CUAD.AVBA100"
"V0000000582",317724,"CUAD-AVAYA",71297321,3,33034106,"UNC.CUAD.AVBA101"
"V0000000587",317730,"CUAD-AVAYA",70197775,1,33035257,"UNC.CUAD.AVBA100"
"V0000000587",317730,"CUAD-AVAYA",70197775,4,33035259,"UNC.CUAD.AVBA101"
"V0000000563",317693,"CUAD-AVAYA",71276148,2,33031771,"UNC.CUAD.AVBA100"
"V0000000563",317693,"CUAD-AVAYA",71276148,4,33031773,"UNC.CUAD.AVBA101"
"V0000000567",317693,"CUAD-AVAYA",71283563,3,33031847,"UNC.CUAD.AVBA100"
"V0000000567",317693,"CUAD-AVAYA",71283563,4,33031849,"UNC.CUAD.AVBA101"
"V0000000599",317829,"CUAD-AVAYA",71278156,2,33040132,"UNC.CUAD.AVBA100"
"V0000000599",317829,"CUAD-AVAYA",71278156,4,33040134,"UNC.CUAD.AVBA101"
"V0000000552",317717,"CUAD-AVAYA",70115442,2,33030924,"UNC.CUAD.AVBA100"
"V0000000554",317680,"CUAD-AVAYA",71256262,2,33031048,"UNC.CUAD.AVBA100"
"V0000000554",317680,"CUAD-AVAYA",71256262,5,33031050,"UNC.CUAD.AVBA101"
"V0000000564",317693,"CUAD-AVAYA",71277204,2,33031788,"UNC.CUAD.AVBA100"
"V0000000564",317693,"CUAD-AVAYA",71277204,5,33031790,"UNC.CUAD.AVBA101"
"V0000000557",317680,"CUAD-AVAYA",71273524,2,33031101,"UNC.CUAD.AVBA100"
"V0000000557",317680,"CUAD-AVAYA",71273524,5,33031103,"UNC.CUAD.AVBA101"
"V0000000568",317698,"CUAD-AVAYA",71277334,2,33033261,"UNC.CUAD.AVBA100"
"V0000000568",317698,"CUAD-AVAYA",71277334,6,33033263,"UNC.CUAD.AVBA101"
"V0000000543",317669,"CUAD-AVAYA",70114982,2,33030682,"UNC.CUAD.AVBA100"
"V0000000543",317669,"CUAD-AVAYA",70114982,2,33030684,"UNC.CUAD.AVBA101"
"V0000000548",317717,"CUAD-AVAYA",70115059,3,33030847,"UNC.CUAD.AVBA100"
"V0000000548",317717,"CUAD-AVAYA",70115059,4,33030849,"UNC.CUAD.AVBA101"
"V0000000575",317708,"CUAD-AVAYA",71284744,2,33033826,"UNC.CUAD.AVBA100"
"V0000000575",317708,"CUAD-AVAYA",71284744,5,33033828,"UNC.CUAD.AVBA101"
"V0000000595",317826,"CUAD-AVAYA",70232599,1,33040046,"UNC.CUAD.AVBA100"
"V0000000595",317826,"CUAD-AVAYA",70232599,5,33040048,"UNC.CUAD.AVBA101"
"V0000000546",317669,"CUAD-AVAYA",71236253,1,33030723,"UNC.CUAD.AVBA100"
"V0000000546",317669,"CUAD-AVAYA",71236253,2,33030725,"UNC.CUAD.AVBA101"
"V0000000565",317693,"CUAD-AVAYA",71277332,2,33031804,"UNC.CUAD.AVBA100"
"V0000000565",317693,"CUAD-AVAYA",71277332,7,33031806,"UNC.CUAD.AVBA101"
"V0000000561",317689,"CUAD-AVAYA",71277203,2,33031684,"UNC.CUAD.AVBA100"
"V0000000561",317689,"CUAD-AVAYA",71277203,3,33031686,"UNC.CUAD.AVBA101"
"V0000000538",317665,"CUAD-AVAYA",70114799,4,33030554,"UNC.CUAD.AVBA100"
"V0000000538",317665,"CUAD-AVAYA",70114799,6,33030556,"UNC.CUAD.AVBA101"
"V0000000551",317717,"CUAD-AVAYA",70115442,7,33030906,"UNC.CUAD.AVBA101"
"V0000000569",317698,"CUAD-AVAYA",71278152,2,33033282,"UNC.CUAD.AVBA100"
"V0000000569",317698,"CUAD-AVAYA",71278152,4,33033284,"UNC.CUAD.AVBA101"
"V0000000581",317724,"CUAD-AVAYA",71286233,2,33034087,"UNC.CUAD.AVBA100"
"V0000000581",317724,"CUAD-AVAYA",71286233,4,33034089,"UNC.CUAD.AVBA101"
"V0000000555",317680,"CUAD-AVAYA",71256932,2,33031067,"UNC.CUAD.AVBA100"
"V0000000555",317680,"CUAD-AVAYA",71256932,3,33031069,"UNC.CUAD.AVBA101"
"V0000000566",317693,"CUAD-AVAYA",71277333,2,33031830,"UNC.CUAD.AVBA100"
"V0000000566",317693,"CUAD-AVAYA",71277333,4,33031832,"UNC.CUAD.AVBA101"
"V0000000547",317717,"CUAD-AVAYA",70114171,2,33030822,"UNC.CUAD.AVBA100"
"V0000000547",317717,"CUAD-AVAYA",70114171,8,33030824,"UNC.CUAD.AVBA101"
"V0000000596",317826,"CUAD-AVAYA",71234120,2,33040062,"UNC.CUAD.AVBA100"
"V0000000596",317826,"CUAD-AVAYA",71234120,7,33040064,"UNC.CUAD.AVBA101"
"V0000000540",317665,"CUAD-AVAYA",70114946,2,33030598,"UNC.CUAD.AVBA100"
"V0000000540",317665,"CUAD-AVAYA",70114946,4,33030600,"UNC.CUAD.AVBA101"
"V0000000562",317689,"CUAD-AVAYA",71279165,2,33031699,"UNC.CUAD.AVBA100"
"V0000000562",317689,"CUAD-AVAYA",71279165,5,33031701,"UNC.CUAD.AVBA101"
"V0000000576",317708,"CUAD-AVAYA",71284754,2,33033845,"UNC.CUAD.AVBA100"
"V0000000576",317708,"CUAD-AVAYA",71284754,5,33033847,"UNC.CUAD.AVBA101"
"V0000000577",317708,"CUAD-AVAYA",71595944,2,33033864,"UNC.CUAD.AVBA100"
"V0000000577",317708,"CUAD-AVAYA",71595944,6,33033866,"UNC.CUAD.AVBA101"
"V0000000589",317765,"CUAD-AVAYA",70115586,2,33037443,"UNC.CUAD.AVBA100"
"V0000000589",317765,"CUAD-AVAYA",70115586,6,33037445,"UNC.CUAD.AVBA101"
"V0000000585",317730,"CUAD-AVAYA",70115252,2,33035215,"UNC.CUAD.AVBA100"
"V0000000585",317730,"CUAD-AVAYA",70115252,6,33035217,"UNC.CUAD.AVBA101"
"V0000000598",317829,"CUAD-AVAYA",71278154,2,33040115,"UNC.CUAD.AVBA100"
"V0000000598",317829,"CUAD-AVAYA",71278154,4,33040117,"UNC.CUAD.AVBA101"
"V0000000574",317708,"CUAD-AVAYA",71280857,3,33033809,"UNC.CUAD.AVBA100"
"V0000000574",317708,"CUAD-AVAYA",71280857,4,33033811,"UNC.CUAD.AVBA101"
"V0000000590",317765,"CUAD-AVAYA",70115593,2,33037464,"UNC.CUAD.AVBA100"
"V0000000590",317765,"CUAD-AVAYA",70115593,5,33037466,"UNC.CUAD.AVBA101"
"V0000000558",317689,"CUAD-AVAYA",71275379,2,33031627,"UNC.CUAD.AVBA100"
"V0000000558",317689,"CUAD-AVAYA",71275379,5,33031629,"UNC.CUAD.AVBA101"
"V0000000583",317730,"CUAD-AVAYA",70115243,1,33035179,"UNC.CUAD.AVBA100"
"V0000000583",317730,"CUAD-AVAYA",70115243,3,33035181,"UNC.CUAD.AVBA101"
"V0000000593",317826,"CUAD-AVAYA",70224175,2,33040008,"UNC.CUAD.AVBA100"
"V0000000593",317826,"CUAD-AVAYA",70224175,5,33040010,"UNC.CUAD.AVBA101"
"V0000000559",317689,"CUAD-AVAYA",71277200,2,33031646,"UNC.CUAD.AVBA100"
"V0000000559",317689,"CUAD-AVAYA",71277200,5,33031648,"UNC.CUAD.AVBA101"
"V0000000571",317698,"CUAD-AVAYA",71280850,2,33033318,"UNC.CUAD.AVBA100"
"V0000000571",317698,"CUAD-AVAYA",71280850,4,33033320,"UNC.CUAD.AVBA101"
"V0000000594",317826,"CUAD-AVAYA",70231991,2,33040027,"UNC.CUAD.AVBA100"
"V0000000594",317826,"CUAD-AVAYA",70231991,5,33040029,"UNC.CUAD.AVBA101"
"V0000000600",317829,"CUAD-AVAYA",71279164,2,33040149,"UNC.CUAD.AVBA100"
"V0000000600",317829,"CUAD-AVAYA",71279164,5,33040151,"UNC.CUAD.AVBA101"
"V0000000601",317829,"CUAD-AVAYA",71280846,2,33040168,"UNC.CUAD.AVBA100"
"V0000000601",317829,"CUAD-AVAYA",71280846,5,33040170,"UNC.CUAD.AVBA101"
"V0000000570",317698,"CUAD-AVAYA",71280848,2,33033299,"UNC.CUAD.AVBA100"
"V0000000570",317698,"CUAD-AVAYA",71280848,5,33033301,"UNC.CUAD.AVBA101"
"V0000000578",317724,"CUAD-AVAYA",70115240,3,33034040,"UNC.CUAD.AVBA100"
"V0000000578",317724,"CUAD-AVAYA",70115240,4,33034042,"UNC.CUAD.AVBA101"
"V0000000602",317829,"CUAD-AVAYA",71299083,2,33040188,"UNC.CUAD.AVBA100"
"V0000000602",317829,"CUAD-AVAYA",71299083,4,33040192,"UNC.CUAD.AVBA101"
"V0000000622",317881,"CUAD-AVAYA",70115172,4,33042031,"UNC.CUAD.AVBA100"
"V0000000622",317881,"CUAD-AVAYA",70115172,5,33042033,"UNC.CUAD.AVBA101"
"V0000000620",317880,"CUAD-AVAYA",70118887,3,33041951,"UNC.CUAD.AVBA100"
"V0000000620",317880,"CUAD-AVAYA",70118887,4,33041953,"UNC.CUAD.AVBA101"
"V0000000625",317881,"CUAD-AVAYA",70115189,2,33042086,"UNC.CUAD.AVBA100"
"V0000000625",317881,"CUAD-AVAYA",70115189,8,33042088,"UNC.CUAD.AVBA101"
"V0000000606",317882,"CUAD-AVAYA",70115194,4,33041618,"UNC.CUAD.AVBA100"
"V0000000606",317882,"CUAD-AVAYA",70115194,9,33041620,"UNC.CUAD.AVBA101"
"V0000000608",317882,"CUAD-AVAYA",70115208,2,33041662,"UNC.CUAD.AVBA100"
"V0000000608",317882,"CUAD-AVAYA",70115208,7,33041664,"UNC.CUAD.AVBA101"
"V0000000611",317879,"CUAD-AVAYA",70115085,2,33041732,"UNC.CUAD.AVBA100"
"V0000000611",317879,"CUAD-AVAYA",70115085,7,33041734,"UNC.CUAD.AVBA101"
"V0000000633",317884,"CUAD-AVAYA",71286227,3,33042368,"UNC.CUAD.AVBA100"
"V0000000633",317884,"CUAD-AVAYA",71286227,5,33042370,"UNC.CUAD.AVBA101"
"V0000000638",317885,"CUAD-AVAYA",71304720,2,33042465,"UNC.CUAD.AVBA100"
"V0000000638",317885,"CUAD-AVAYA",71304720,4,33042467,"UNC.CUAD.AVBA101"
"V0000000604",317860,"CUAD-AVAYA",71390815,2,33041124,"UNC.CUAD.AVBA100"
"V0000000604",317860,"CUAD-AVAYA",71390815,5,33041126,"UNC.CUAD.AVBA101"
"V0000000616",317880,"CUAD-AVAYA",70115137,1,33041871,"UNC.CUAD.AVBA100"
"V0000000616",317880,"CUAD-AVAYA",70115137,7,33041873,"UNC.CUAD.AVBA101"
"V0000000669",333362,"CUAD-AVAYA",71562028,18,33418148,"UNC.CUAD.AVBA202"
"V0000000670",333391,"CUAD-AVAYA",71444788,18,33418591,"UNC.CUAD.AVBA202"
"V0000000603",317860,"CUAD-AVAYA",70114254,2,33041103,"UNC.CUAD.AVBA100"
"V0000000603",317860,"CUAD-AVAYA",70114254,6,33041105,"UNC.CUAD.AVBA101"
"V0000000626",317873,"CUAD-AVAYA",70115227,2,33042134,"UNC.CUAD.AVBA100"
"V0000000626",317873,"CUAD-AVAYA",70115227,5,33042136,"UNC.CUAD.AVBA101"
"V0000000632",317884,"CUAD-AVAYA",71285166,2,33042349,"UNC.CUAD.AVBA100"
"V0000000632",317884,"CUAD-AVAYA",71285166,5,33042351,"UNC.CUAD.AVBA101"
"V0000000640",317885,"CUAD-AVAYA",71627298,2,33042503,"UNC.CUAD.AVBA100"
"V0000000640",317885,"CUAD-AVAYA",71627298,6,33042505,"UNC.CUAD.AVBA101"
"V0000000634",317884,"CUAD-AVAYA",71286234,1,33042387,"UNC.CUAD.AVBA100"
"V0000000634",317884,"CUAD-AVAYA",71286234,2,33042389,"UNC.CUAD.AVBA101"
"V0000000647",317888,"CUAD-AVAYA",71436301,2,33042647,"UNC.CUAD.AVBA100"
"V0000000647",317888,"CUAD-AVAYA",71436301,6,33042649,"UNC.CUAD.AVBA101"
"V0000000609",317882,"CUAD-AVAYA",70115212,2,33041685,"UNC.CUAD.AVBA100"
"V0000000609",317882,"CUAD-AVAYA",70115212,5,33041687,"UNC.CUAD.AVBA101"
"V0000000612",317879,"CUAD-AVAYA",70115088,2,33041755,"UNC.CUAD.AVBA101"
"V0000000639",317885,"CUAD-AVAYA",71306934,2,33042482,"UNC.CUAD.AVBA100"
"V0000000639",317885,"CUAD-AVAYA",71306934,6,33042484,"UNC.CUAD.AVBA101"
"V0000000645",317888,"CUAD-AVAYA",71394738,2,33042609,"UNC.CUAD.AVBA100"
"V0000000645",317888,"CUAD-AVAYA",71394738,5,33042611,"UNC.CUAD.AVBA101"
"V0000000665",332649,"CUAD-AVAYA",71417529,1,33392346,"UNC.CUAD.AVBA103"
"V0000000666",332669,"CUAD-AVAYA",71414139,1,33392675,"UNC.CUAD.AVBA103"
"V0000000657",318162,"CUAD-AVAYA",70114842,1,33049514,"UNC.CUAD.AVBA100"
"V0000000657",318162,"CUAD-AVAYA",70114842,6,33049516,"UNC.CUAD.AVBA101"
"V0000000662",318640,"CUAD-AVAYA",71241254,32,33057357,"UNC.CUAD.AVBA101"
"V0000000630",317873,"CUAD-AVAYA",71420759,2,33042224,"UNC.CUAD.AVBA100"
"V0000000630",317873,"CUAD-AVAYA",71420759,4,33042226,"UNC.CUAD.AVBA101"
"V0000000637",317885,"CUAD-AVAYA",71303658,1,33042442,"UNC.CUAD.AVBA100"
"V0000000637",317885,"CUAD-AVAYA",71303658,7,33042444,"UNC.CUAD.AVBA101"
"V0000000642",317887,"CUAD-AVAYA",71363349,4,33042551,"UNC.CUAD.AVBA100"
"V0000000642",317887,"CUAD-AVAYA",71363349,5,33042553,"UNC.CUAD.AVBA101"
"V0000000667",332716,"CUAD-AVAYA",71414614,1,33393147,"UNC.CUAD.AVBA103"
"V0000000605",317860,"CUAD-AVAYA",71583533,2,33041143,"UNC.CUAD.AVBA100"
"V0000000605",317860,"CUAD-AVAYA",71583533,4,33041145,"UNC.CUAD.AVBA101"
"V0000000613",317879,"CUAD-AVAYA",70115093,4,33041766,"UNC.CUAD.AVBA100"
"V0000000613",317879,"CUAD-AVAYA",70115093,11,33041768,"UNC.CUAD.AVBA101"
"V0000000614",317879,"CUAD-AVAYA",70115102,2,33041797,"UNC.CUAD.AVBA100"
"V0000000614",317879,"CUAD-AVAYA",70115102,7,33041799,"UNC.CUAD.AVBA101"
"V0000000631",317884,"CUAD-AVAYA",70115232,2,33042330,"UNC.CUAD.AVBA100"
"V0000000631",317884,"CUAD-AVAYA",70115232,5,33042332,"UNC.CUAD.AVBA101"
"V0000000646",317888,"CUAD-AVAYA",71404109,2,33042628,"UNC.CUAD.AVBA100"
"V0000000646",317888,"CUAD-AVAYA",71404109,5,33042630,"UNC.CUAD.AVBA101"
"V0000000649",317886,"CUAD-AVAYA",71312364,2,33042751,"UNC.CUAD.AVBA100"
"V0000000649",317886,"CUAD-AVAYA",71312364,3,33042753,"UNC.CUAD.AVBA101"
"V0000000650",317886,"CUAD-AVAYA",71313348,2,33042766,"UNC.CUAD.AVBA100"
"V0000000650",317886,"CUAD-AVAYA",71313348,4,33042768,"UNC.CUAD.AVBA101"
"V0000000623",317881,"CUAD-AVAYA",70115176,2,33042050,"UNC.CUAD.AVBA100"
