"tecnología","cliente","sitio","siteName","fcs","status"
"CUAD-AVAYA","BBVA BANCOMER",70115273,"5638 PASTOR ORTIZ PLAZA PRINCIPAL","[""A06180173""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71252627,"5125 PLAZA SENDERO TOLUCA","[""A02180437"",""A05193392""]","[""Activo""]"
"CUAD-BROADSOFT","OPTICAS DEVLYN, S.A. DE C.V.",71619650,"WALMART TECAMAC","[""A03170956""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70118885,"1061 JAVIER MINA","[""A02181070"",""A10181731""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71595944,"5268 LEON BLVD HERMANOS ALDAMA 1","[""V0000000577""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70122086,"703 CD REYNOSA OFNA PRINCIPAL","[""A12200884""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71777462,"SITE 357 PORTAL SAN ANGEL (BARRANCA DEL MUERTO)","[""A03194767""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71283486,"5282 PLAZA TEZONTLE","[""A01180986"",""A05193408""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467387,"NUEVOLAREDOII","[""A11150691""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71781491,"SITE 1469 PLAZA LA NOGALERA EN SALTILLO","[""A03194985""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71851987,"CORP LISTER TAMPICO","[""A10201424"",""A10201177"",""A10201178"",""A10201179"",""A10201180""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71637234,"4727 PATIO MERIDA","[""A09170659""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115351,"5884 APIZACO","[""V000000011""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71725689,"5312 CENTRO COMERCIAL CALIFORNIANO","[""A03194305""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115029,"3908 EL SALTO IBM","[""A03180559"",""A05193277""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467415,"SALAMANCA","[""A11150467""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71280847,"5257 SENDERO SALTILLO","[""A02180491""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71795675,"F1302 GRAN PATIO TUXPAN","[""A03195017""]","[""Activo""]"
"CUAD-CISCO","PROMOTORA DEL DESARROLLO DE AMERICA LATINA, S.A. DE C.V.",71397291,"RUIZ","[""A06160263"",""A06160264""]","[""Activo""]"
"CUAD-BROADSOFT","NUESTRA CAJA S.A. DE C.V.",71824432,"CUAD TUXTLA GUTIERREZ FRACC ESTRADA","[""A08190941""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71428717,"5022 ARCOS","[""A03181497"",""A06190110""]","[""Cancelado"",""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115437,"5971 MONTE ESCOBEDO CENTRO","[""V0000000550"",""A06190010""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71830178,"1482 CENTRO COMERCIAL ALDEA GUANAJUATO","[""A10190839""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71781527,"SITE 1460 MÉRIDA ALTABRISA","[""A03194994"",""A05191285""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71436965,"2321 HIPOTECARIA MORELIA","[""A09170143"",""A10170142""]","[""Activo""]"
"CUAD-BROADSOFT","OPTICAS DEVLYN, S.A. DE C.V.",71619120,"CD  CUAUHTEMOC  WALMART","[""A03171278""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71754092,"1407 PLAZA ODARA","[""A09181325""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467434,"SILAO","[""A11150511""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71414597,"6358 PATRIMONIAL INTERLOMAS","[""A06181958"",""A03194846"",""A03194856"",""A05192168"",""A04196315"",""A04196580"",""A04194901""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467381,"NUEVOLAREDO","[""A11150685""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114494,"432 LEON ESTADIO","[""A05201605"",""A02200229"",""A04196575"",""V0000000700"",""A02191051"",""A03182236""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114844,"912 MOLOLOA","[""V0000000169""]","[""Activo""]"
"CUAD-AVAYA","UNIVEX, S.A.",70017360,"UNIVEX GTO","[""A07192821""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114716,"3718 TEOLOYUCAN","[""A10120120"",""A10120119"",""A10120043""]","[""Activo"",""Cancelado""]"
"CUAD-BROADSOFT","GOBIERNO DEL DISTRITO FEDERAL",71468816,"MUSEO TLALPAN","[""A11150370""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467306,"CHIMALHUACANIII LOS PATOS","[""A11150611""]","[""Activo""]"
"CUAD-BROADSOFT","GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.",71293728,"CCM OFV SAN QUINTIN","[""A10160164"",""A03182637""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114412,"342 IRAPUATO CAMPESTRE","[""A02180809""]","[""Activo""]"
"CUAD-AVAYA","ELAI,SC",71291504,"SAAVEDRA","[""A10191109"",""A10191112""]","[""Activo""]"
"CUAD-BROADSOFT","PROCONSA",71609633,"ENSENADA REFORMA","[""A02170058""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71441417,"6369 PATRIMONIAL URUAPAN","[""A08200884"",""A04194887"",""A03194847"",""A05201613"",""A08180753""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115494,"505 PUEBLA ESMERALDA","[""A12171692""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115130,"3463 AZCAPOTZALCO","[""V0000000111"",""A02181109"",""A07191560""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71299082,"5235 ZARAGOZA GOMEZ","[""A02180538""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71434481,"JALPAN DE SIERRA 1004","[""A06140058""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71639004,"6827 ZACAPOAXTLA","[""A09170664"",""A05192337""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71450732,"4788 EMILIANO ZAPATA","[""A10170917"",""A05193422""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71409135,"3553 LA CRUZ NUEVO","[""V0000000431"",""A05193331""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467238,"TEXCOCO","[""A11150504""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114532,"478 GUADALAJARA INDEPENDENCIA","[""V0000000710"",""A02180836"",""A02191073""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114457,"387 SAN PEDRO DE LAS COLINAS","[""A06181710""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115362,"6643 LAS CHOAPAS PARQUE JUAREZ","[""A05181621""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114207,"71 FELIX CUEVAS SAN FRANCISCO","[""A01201090"",""A10170058""]","[""Activo""]"
"CUAD-BROADSOFT","GOBIERNO DEL ESTADO DE MICHOACAN",70131203,"PGJ_EDIFICIO_CENTRAL FR","[""A02181299""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114146,"8 MERCED","[""A10170922""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71622587,"6529 CD VALLES HIDALGO","[""A01201081"",""A06181724"",""A05193407""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71855770,"2088 CER VILLAHERMOSA","[""A11200746"",""A11200852""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71441421,"4751 PLAZA BELLA ANAHAUC","[""A02180383""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71649753,"6411 PATRIMONIAL CUBRES","[""A05201617"",""A01181084"",""A03194789""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71283477,"5226 TODOS LOS SANTOS","[""V0000000123"",""A02180530""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114701,"667 MAZATLAN BENITO JUAREZ","[""A10120171""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114384,"315 MORELIA LA LOMA","[""A02180776""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70118776,"4447 MERIDA CAMPESTRE","[""A11200744"",""A01180577""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71273521,"5184 OUTLET PUEBLA","[""V0000000556"",""A06190111""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71774571,"1439 GALERIAS ATIZAPAN","[""V0000000692"",""A02191804""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115430,"5961 TLALTENANGO CENTRO","[""A05181643"",""A10180400""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114689,"665 CULIACAN ROSALES","[""A09130383""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115200,"1098 ZAPOTLANEJO","[""V0000000478"",""A07191586""]","[""Activo""]"
"CUAD-AVAYA","ELAI,SC",71591213,"FIDEICOMISO INGENIO EL POTRERO","[""A10191122""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115598,"525 ATLIXCO CENTRO","[""A10171260""]","[""Activo""]"
"CUAD-AVAYA","ELAI,SC",71287126,"INGENIO SAN RAFAEL DE PUCTE","[""A10191108""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114450,"380 PARRAS DE LA FUENTE","[""A05181229""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71275376,"5191 PLAZA SAN LUIS","[""A01181006""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71589444,"5913 NAOLINCO 1","[""A05181932""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114250,"130 GRANJAS ESTRELLA","[""V0000000240"",""A10170579""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467568,"TIJUANAVII","[""A11150127""]","[""Activo""]"
"CUAD-BROADSOFT","GOBIERNO DEL DISTRITO FEDERAL",71468819,"SAN FERNANDO","[""A11150372""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71760147,"1459 SITE PLAZA ARAGON","[""A03194635""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71777456,"SITE 356 PATIO REVOLUCIÓN","[""A03194762""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71348456,"1197 EDIFICIO EQUUS","[""A07190862""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114622,"635 ENSENADA REFORMA","[""A04180165""]","[""Activo""]"
"CUAD-BROADSOFT","FISCALIA GENERAL DEL ESTADO DE TABASCO",71459592,"AGENCIA BOSQUES DE SALOYA NACAJUCA","[""A07150465""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71776515,"SITE 50 PATIO CLAVERIA","[""A03194653""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71283484,"5204 SAN MIGUEL ALLENDE PZA LUCIERNAGA","[""A10200540"",""A05201646"",""A02180525"",""A08190790""]","[""Activo""]"
"CUAD-CISCO","ENERGIA NUEVA ENERGIA LIMPIA MEXICO, S. DE R.L. DE C.V.",71625926,"ENEL NUEVO CORPORATIVO MIYANA","[""A11200769"",""A11200525""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467506,"TEHUACAN","[""A11150553""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70232106,"5056 SAN JERONIMO","[""A01180799""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115576,"5470 TAMAZULA CENTRO","[""A06180230""]","[""Activo""]"
"CUAD-BROADSOFT","FISCALIA GENERAL DEL ESTADO DE TABASCO",71459538,"AGENCIA ESTACION CHONTALPA","[""A07150455"",""A07160024""]","[""Cancelado"",""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114233,"112 TOLLOCAN","[""V0000000223"",""A10170532""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71436788,"5714 LIBRES","[""V0000000192""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115486,"6734 LOS REYES 16 DE SEPTIEMBRE","[""A11201197"",""A05181697"",""A05193362""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855759,"PLANTA DE MOLDEO","[""A11201157""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71777662,"SITE 74 PATIO MATAMOROS","[""A03194775""]","[""Activo""]"
"CUAD-AVAYA","ELAI,SC",71773158,"TEXCOCO ELAI","[""A10191127""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70122010,"5928 ALTOTONGA","[""A05181658"",""A07191582""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115433,"5967 GUADALUPE CENTRO","[""A03181272""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467303,"VISITACION MELCHOR OCAMPO","[""A11150609""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115215,"4448 ITZAES","[""A01180560""]","[""Activo""]"
"CUAD-AVAYA","ELAI,SC",71436678,"SAN LUIS POTOSI","[""A10191132""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71813439,"PARQUE INDUSTRIAL  SIGLO XXI","[""A05192085""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847887,"ZACATLAN","[""A09200913""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71251329,"5111 HEROES DE TECAMAC","[""A06181947"",""A05192324""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115483,"6517 CERRO AZUL HIDALGO","[""A05181655""]","[""Activo""]"
"CUAD-BROADSOFT","GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.",71321186,"CCM OFV PUERTO PENASCO CARR SONOYTA PENASCO","[""A09160334""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115202,"1099 MASCOTA CENTRO","[""V0000000479""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71444390,"4730 PLAZA ANTEA","[""A12171993""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71414602,"6387 PATRIMONIAL TEPATITLAN","[""A03140020"",""A08130023"",""A08130185"",""A02140286"",""A03140009""]","[""Activo"",""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70232611,"6534 TOLUCA CENTRO","[""A09170424"",""A05181159"",""A10180391"",""A03194804""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467476,"FANTASY2 AGS","[""A11150474""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114860,"1143 NOGALES A GARITA MARIPOSAS","[""A03180217""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71459721,"6602 TIJUANA CARRUSEL","[""A01181114""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71781507,"SITE 1435 SENDERO LAS TORRES","[""A03195004""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115019,"1281 INSURGENTES CR","[""A09200522"",""A07191518"",""A04196305"",""A04194881"",""A03180964""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71278158,"5254 PZA CARRANZA MTY","[""A05130221"",""A10120141"",""A10120076""]","[""Cancelado""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467508,"TLAXCALA","[""A11150557""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115353,"5888 CALPULALPAN","[""A05181862""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114828,"850 CANCUN TULUM","[""A10171255""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71773320,"1815 BEYG CENTRO BANCOMER","[""A10181489""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71777490,"SITE 360 PORTAL LOMAS ESTRELLA (TLÁHUAC)","[""A03194768""]","[""Activo""]"
"CUAD-BROADSOFT","INSTITUTO ELECTORAL DEL ESTADO DE  GUANAJUATO",71646046,"IEE SAN LUIS DE LA PAZ","[""A10170414"",""A12170584""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70114628,"3682 STA CRUZ MEYEHUALCO","[""A02181169"",""A04180363""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115377,"5912 XALAPA LUCIO","[""A02182038""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115648,"548 VILLAHERMOSA TABASCO 2000","[""A01181234"",""A06180935""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115011,"1266 MAGDALENA","[""V0000000492""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71436433,"1818 EMPRESAS DF POLANCO","[""A07200005"",""A09191314"",""A02182061"",""A02191254"",""V0000000733"",""A09170294""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115277,"5382 MANZANILLO OFNA PRINCIPAL","[""V0000000122"",""A02180539""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467324,"JIUTEPEC","[""A11150628""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71460466,"2088 CER HIPOTECARIO VILLAHERMOSA","[""A06181718""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114478,"414 GDL 16 DE SEPTIEMBRE","[""A09200938"",""A11190925"",""A11190526"",""V0000000714"",""A03191037"",""A02191087"",""A11190921"",""A03180892"",""V000000075""]","[""Cancelado"",""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114348,"273 CHIHUAHUA MALL","[""A03180516""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71745834,"3891 ESTEBAN ALATORRE","[""A03194612""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114932,"1070 LOMAS DE POLANCO","[""A12200973""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114993,"1261 CENTRO FINANCIERO PTO VALLARTA","[""A03180899"",""A09181247"",""A11181242"",""A12180301""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71241091,"2407 H NAL PZA LOS REYES","[""A03191066""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114888,"1027 GUADALAJARA SAN FELIPE","[""A08190416"",""V0000000461""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70145748,"2393 HIPOTECARIA PACHUCA","[""A01201039"",""A03180201""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115502,"6752 PANINDICUARO OCAMPO","[""A05181889""]","[""Activo""]"
"CUAD-BROADSOFT","FISCALIA GENERAL DEL ESTADO DE TABASCO",71459590,"AGENCIA DE NACAJUCA","[""A07150464""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70115537,"6546 TOLUCA ALFREDO DEL MAZO","[""A02180620""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71777221,"SITE 58 PATIO TULANCINGO","[""A03194644""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71343583,"3780 SAN NICOLAS MERCADO DE ABASTOS","[""A05181171""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71622588,"2332 HIPOTECARIA SAN LUIS POTOSI","[""A01201021"",""A05181387"",""A06181692"",""A03195236""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115614,"528 HUEJOTZINGO PLAZA PRINCIPAL","[""A09130070""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71766830,"SITE 64 GOMEZ MORIN","[""A03194716""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114584,"3661 OLIVAR DEL CONDE","[""A01182086""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70224949,"6343 BANCA PATRIMONIAL PEDREGAL","[""A11201149"",""A03194177"",""A04194727""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467555,"LAPAZ","[""A11150116""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71776525,"SITE 354 PORTAL NORTE (SATÉLITE)","[""A03194625""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71318351,"267 RIO CONSULADO","[""A02180769""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115048,"3933  AXOCHIAPAN","[""A02180251""]","[""Activo""]"
"CUAD-BROADSOFT","DENTIX MEXICO HEATLH S.C.",71639402,"DENTIX LA GRAN PLAZA FASHION MALL, GUADALAJARA","[""A07170359""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70232048,"5054 PLAZA REAL","[""A08130256""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70115016,"1276 PORTALES","[""V0000000731"",""A10171162"",""A03181935"",""A02191260""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114479,"415 PLAZA TAPATIA","[""A05181235""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71635343,"5702 ASUNCION NOCHIXTLAN","[""A09170655"",""A11181130""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71278151,"5241 COYOTEPEC","[""A02180487"",""A10200900"",""A04180161""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71404115,"4719 CIUDAD GRANJA","[""A12171972"",""A07191601""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71703340,"5583 BODEGA AURRERA PACHUCA","[""A02181455""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71286233,"5292 TULTEPEC CENTRO","[""V0000000581"",""A11180881""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71738105,"1394 AMBAR FASHION","[""A07180405""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114566,"3516 ECATEPEC PLAZA ARAGON","[""A10170062"",""A05193274""]","[""Activo""]"
"CUAD-CISCO","ANUNCIOS EN DIRECTORIOS, S.A.DE C.V.",70230797,"SECCION AMARILLA AGENCIA TUXTLA GTZ","[""A10140111"",""A10140240""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71828050,"1618 CER TOLUCA","[""A09190352""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114469,"405 GUADALAJARA AMERICAS","[""A05181234""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115181,"4411 TOLUCA AEROPUERTO","[""A10200888"",""A02180272""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467418,"QUERETAROIII","[""A11150472""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71284746,"5248 SAN JOSE DEL CABO PZA PENINSULA","[""A01181688"",""A03180953""]","[""Activo""]"
"CUAD-AVAYA","ELAI,SC",71381467,"TLAJOMULCO","[""A10191128""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71457432,"7714 GOBIERNO Y EMPRESAS XALAPA","[""A01181750"",""A12180763""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71360549,"1839 BEYG CABO SAN LUCAS","[""V0000000737"",""A02191250""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114912,"1231 JACONA PLANCARTE","[""V0000000183"",""A05193354""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467554,"LOSCABOS","[""A11150115""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71813441,"PARQUE INDUSTRIAL LOGÍSTICO AUTOMOTRIZ (PILA)","[""A05192090""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71643635,"629 PLAN DE SAN LUIS","[""A10171265"",""A10180889"",""A10181289"",""A11181132""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115491,"6741 ZACAPU MADERO","[""V0000000171"",""A05193369""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71414611,"4221 PATRIMONIAL MAZARIK","[""A05201628""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71441124,"718 CORDOBA PLAZA 11","[""A12171791""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114569,"3517 PERISUR JARDINES","[""A02181087"",""A04180172"",""A06181674"",""A03195233""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114507,"447 SANTIAGO SALAHUA MANZ","[""A08200869"",""A05181364""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71414651,"6375 PATRIMONIAL  MAZATLAN","[""V0000000707"",""A02191054"",""A02191213"",""A10180559"",""A06181703"",""A04194869"",""A10180558"",""V0000000722"",""A10180404"",""A10180402"",""A06181970""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71567162,"5072 NAVOJOA TALAMANTE","[""A06180941""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114191,"53 CUAUTITLAN GLORIETA","[""A10170486"",""A02180709"",""A03180857""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115441,"6711 VILLAFLORES CENTRO","[""A05180932""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70196095,"5590 PACHUCA METZTITLAN","[""A05181834"",""A05193364""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71830191,"1491 PLAZA SENDERO MEXICALI","[""A10190852""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115585,"6836 ALTAMIRA","[""A10201422"",""A02180708""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71284753,"5287 ANTON LIZARDO","[""A01180955"",""V0000000141""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71234071,"5064 GALERIAS CUMBRES","[""A02180354"",""A05192328""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115443,"5980 MONTEMORELOS","[""A01180897""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71643556,"5032 NUEVO MEXICALI","[""A09170676""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO BBVA BANCOMER",71577414,"119 PLAZA COACALCO","[""A03171412""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71295583,"3850 NUEVO LAREDO JARDIN","[""A05181384"",""A05193334""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114597,"627 PLAZA ZAPOTLAN","[""V0000000464"",""A05193307""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71273527,"5194 MEXICALI CETYS","[""A01180999""]","[""Activo""]"
