"tecnología","cliente","sitio","siteName","fcs","status"
"CUAD-CISCO","NACIONAL MONTE DE PIEDAD, I.A.P.",71466592,"SUC 080 IXTAPALUCA EDO MEX","[""A12200307""]","[""Activo""]"
"CUAD-CISCO","NACIONAL MONTE DE PIEDAD, I.A.P.",71466374,"SUC 173 CENTRO MUZQUIZ ECATEPEC MEX","[""A12200310""]","[""Activo""]"
"CUAD-CISCO","NACIONAL MONTE DE PIEDAD, I.A.P.",71466431,"SUC 221 TAXQUEÑA IZTAPALAPA DF","[""A12200314""]","[""Activo""]"
"CUAD-CISCO","NACIONAL MONTE DE PIEDAD, I.A.P.",71762176,"SUC 241 TLALPAN CDMX","[""A12200313""]","[""Activo""]"
"CUAD-CISCO","NACIONAL MONTE DE PIEDAD, I.A.P.",71466437,"SUC 236 GUSTAVO BAZ TLALTEPANTLA MEX","[""A12200320""]","[""Activo""]"
"CUAD-AVAYA","GOBIERNO DEL ESTADO DE PUEBLA.",70168825,"BINE","[""A12200351""]","[""Activo""]"
"CUAD-AVAYA","GOBIERNO DEL ESTADO DE PUEBLA.",71758781,"SAN FELIPE","[""A12200352""]","[""Activo""]"
"CUAD-AVAYA","GOBIERNO DEL ESTADO DE PUEBLA.",71595673,"SEP OFICINAS CENTRALES","[""A12200353""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71856564,"5791 VENADO CENTRO_","[""A12200640"",""A12200643""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70122099,"6727 ZAMORA AMADO NERVO","[""A12200878""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71855970,"1921 PLAZA ALMANARA","[""A11201310""]","[""Activo""]"
"CUAD-CISCO","ROYAL MOTRIZ S.A. DE C.V.",71855839,"MG MOTORS VHSA","[""A12200280""]","[""Activo""]"
"CUAD-BROADSOFT","LAND IT S.A. DE C.V.",71855790,"CUAD KOLTOV","[""A11200727""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71855768,"2372 HIPOTECARIA PLAYA DEL CARMEN_","[""A11200734""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71855752,"5034 VILLHERMOSA LAS AMERICAS","[""A11200743""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855355,"CENTRAL1","[""A11200757""]","[""Activo""]"
"CUAD-CISCO","VILLANUEVA SOLAR SA DE CV",71664182,"ENEL CENACE NORTE GOMEZ PALACIO DURANGO","[""A11200768""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855760,"GANADERA","[""A11201156""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855762,"CEDIS MEXICO","[""A11201158""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855778,"CEDIS PUEBLA SUR","[""A11201160""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855779,"CEDIS CORDOBA","[""A11201161""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855786,"CEDIS VILLAHERMOSA","[""A11201166""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855795,"CEDIS OAXACA","[""A11201169""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855798,"CEDIS CUERNAVACA","[""A11201171""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855794,"CEDIS TUXTLA GUTIERREZ","[""A11201172""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855802,"CEDIS POZARICA","[""A11201175""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855805,"CEDIS TAPACHULA","[""A11201178""]","[""Activo""]"
"CUAD-CISCO","PARQUE AMISTAD III S.A. DE C.V.",71748371,"PLANTA ENEL LA AMISTAD III CONEXION NOVILLOS","[""A11200765"",""A11200641""]","[""Activo""]"
"CUAD-CISCO","PARQUE SOLAR DON JOSE SA DE CV",71664123,"PLANTA ENEL PARQUE SOLAR DON JOSE","[""A11200759"",""A11200634""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71843973,"FRAY BERNARDINO DE SAHAGÚN","[""A11200535""]","[""Activo""]"
"CUAD-AVAYA","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71844192,"PANOTLA","[""A11200192""]","[""Activo""]"
"CUAD-BROADSOFT","CERRACO MEX S.A. DE C.V.",71855150,"TIENDA 11","[""A11200193""]","[""Activo""]"
"CUAD-BROADSOFT","CERRACO MEX S.A. DE C.V.",71855145,"TIENDA 9","[""A11200194""]","[""Activo""]"
"CUAD-BROADSOFT","CERRACO MEX S.A. DE C.V.",71855128,"TIENDA 6","[""A11200196""]","[""Activo""]"
"CUAD-BROADSOFT","CERRACO MEX S.A. DE C.V.",71855129,"TIENDA 7","[""A11200197""]","[""Activo""]"
"CUAD-BROADSOFT","CERRACO MEX S.A. DE C.V.",71855077,"TIENDA 4","[""A11200199""]","[""Activo""]"
"CUAD-BROADSOFT","CERRACO MEX S.A. DE C.V.",71855076,"TIENDA 3","[""A11200206""]","[""Activo""]"
"CUAD-BROADSOFT","CERRACO MEX S.A. DE C.V.",71855075,"TIENDA 2","[""A11200207""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71854586,"1901 HIPOTECARIA VÍA 515","[""A10201491""]","[""Activo""]"
"CUAD-BROADSOFT","CLARO",71854691,"GB_BES_MPLS_MERLIOT_0 PGLA 52326","[""A10201523""]","[""Activo""]"
"CUAD-BROADSOFT","SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE VERACRUZ",71849854,"UNIDAD DE ANALISIS","[""A10201526""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71854584,"1926 PLAZA LAGUNAS","[""A10201487""]","[""Activo""]"
"CUAD-AVAYA","INVESTA BANK, S. A. INSTITUCION DE BANCA MULTIPLE",71853919,"CORPORATIVO ACCENDO REFORMA","[""A10201384""]","[""Activo""]"
"CUAD-AVAYA","SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V.",71358750,"SANOH PLANTA COMPAS NISSAN","[""A10201429""]","[""Activo""]"
"CUAD-AVAYA","SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V.",71429603,"SANOH JIUTEPEC MORELOS","[""A10201427""]","[""Activo""]"
"CUAD-AVAYA","SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V.",71692525,"SANOH MAZDA PLANTA SALAMANCA","[""A10201401""]","[""Activo""]"
"CUAD-AVAYA","SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V.",71412806,"SANOH NISSAN A2","[""A10201403""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71852409,"1889 VIA ALTA","[""A10201175""]","[""Activo""]"
"CUAD-AVAYA","FLETES Y TRANSPORTES RUIZ, S.A. DE C.V.",71850324,"SILAO","[""A10201176"",""A10201171""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71850321,"1890 PUNTO MAQ MIGUEL ANGEL DE QUEVEDO","[""A10201162"",""A10201156"",""A10201155""]","[""Activo""]"
"CUAD-AVAYA","PASE, SERVICIOS ELECTRONICOS S.A DE C.V.",71627503,"SANTA MONICA","[""A10201173"",""A10201186""]","[""Activo""]"
"CUAD-BROADSOFT","INTELISIS SOFTWARE S.A. DE C.V.",71839020,"SUCURSAL TIJUANA","[""A10200591""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852242,"REYNOSA","[""A10200675""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852152,"MEDICA SALVE","[""A10200676""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852255,"EJERCITO","[""A10200677""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852301,"VETERINARIA MATAMOROS","[""A10200681""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852182,"OFICINA POZA RICA","[""A10200683""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847885,"CHAPULCO","[""A09200910""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847909,"TANCANHUITZ","[""A09200915""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847889,"MIXTIQUIC DE CARMONA","[""A09200917""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847922,"VILLAHERMOSA SAGARPA","[""A09200925""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847926,"JALTIPAN DE MORELOS","[""A09200928""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847924,"EMILIANO ZAPATA","[""A09200929""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114276,"183 ETIOPIA","[""A09200937""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847870,"ACACOYAGUA","[""A09200900""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847877,"CORTAZAR","[""A11200128"",""A09200905""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847878,"YAHUALICA DE GONZALEZ GALLO","[""A09200906""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847879,"JILOTEPEC","[""A09200907""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847880,"TEOTIHUACAN DE ARISTA","[""A09200908""]","[""Activo""]"
"CUAD-AVAYA","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL",71364857,"SUCURSAL MADERO","[""A10200141""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852224,"ICAZO","[""A09200798""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852199,"CLINICA PROVIDENCIAL","[""A09200794""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852241,"MATAMOROS GUADALUPE","[""A09200791""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852288,"ICEST NORTE","[""A09200777""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852220,"OFICINA MADERO","[""A09200776""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852245,"SAN LUIS POTOSI","[""A09200775""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852291,"BOULEVARD2","[""A09200773""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852235,"TAMAULIPAS","[""A09200764""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852216,"MASECA","[""A09200765""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852293,"BOCA DEL RIO","[""A09200771""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852150,"BENE","[""A09200772"",""A09200768""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852286,"ICEST","[""A09200767""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852189,"TUXPAN","[""A09200762""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852231,"TAMPICO ALTO","[""A09200759""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71850647,"QRO-B8J01R91/N2","[""A09200508""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71843873,"ALTAMIRANO CHIAPAS","[""A11200524"",""A08201440""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71843880,"BERRIOZÁBAL","[""A11200131"",""A08201442""]","[""Activo""]"
"CUAD-AVAYA","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71844145,"EPITACIO HUERTA","[""A09200030""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71844147,"TIQUICHEO","[""A09200047""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71844175,"SAN CARLOS TAMAULIPAS","[""A09200074""]","[""Activo""]"
"CUAD-AVAYA","APOLO TEXTIL, S.A. DE C.V.",71273043,"APOLO TEXTIL","[""A09200219""]","[""Activo""]"
"CUAD-AVAYA","PASE, SERVICIOS ELECTRONICOS S.A DE C.V.",71618297,"PLAZA CARSO TORRE II","[""A09200259"",""A11200277"",""A09200317"",""A08201401""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",70145488,"TIENDA, DURANGO PH","[""A08200769"",""A08200763""]","[""Activo""]"
"CUAD-AVAYA","SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V.",71567216,"SANOH CASTRO DEL RIO II","[""A08200376""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114662,"653 CANANEA JUAREZ","[""A08200011""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71850637,"2194 HIPOTECARIA POLANCO","[""A08200192""]","[""Activo""]"
"CUAD-CISCO","PENSIONES BANORTE SA DE CV GRUPO FINANCIERO BANORTE",71623263,"BG VPN SEGUROS MTY HIDALGO","[""A07200820""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71246226,"BG VPN SEGUROS QUERETARO","[""A07200453""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71451085,"SAN LUIS POTOSI","[""A07200490""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",70052866,"TIENDA, CENTRO  PH","[""A07200537""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",71415320,"TIENDA, INTERLOMAS  PH","[""A07200538""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",71846256,"OFICINA CORPORATIVA, LEGARIA  PH","[""A07200544""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71250685,"CV MEX","[""A07200436"",""A07200757"",""A07200758""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71777370,"PADRE MIER SEGUROS BANORTE","[""A07200801"",""A07200763"",""A07200764""]","[""Activo""]"
"CUAD-BROADSOFT","GRUPO VALE EURO RSCG, S.A DE C.V",71644293,"HAVAS WW CARSO","[""A07200321""]","[""Activo""]"
"CUAD-CISCO","MAYA MOTRIZ, S.A. DE C.V.",71383227,"AUTOMOTORES DE CANCUN COZUMEL PEDRO JOAQUIN","[""A06200934""]","[""Activo""]"
"CUAD-CISCO","SENA AUTOMOTRIZ, S.A. DE C.V.",71820167,"RENAULT MONTEJO -MERIDA","[""A06200940""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",70013187,"TIENDA, COYOACÁN  PH","[""A06201014""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",70177604,"OUTLET, LERMA  PH","[""A06200976""]","[""Activo""]"
"CUAD-AVAYA","PALACIO DE HIERRO",70145488,"TIENDA, DURANGO PH","[""A06201015""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",71233577,"TIENDA, MONTERREY  PH","[""A07200589"",""A06201024""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",71415322,"TIENDA, VILLAHERMOSA  PH","[""A07200586"",""A06201020""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71434343,"COMP58 826 EMPRESAS GLORIETA CUITLAHUAC","[""A07200003""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847873,"TUXTLA GUTIERREZ_SUPERISSSTE","[""A06200658""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847926,"JALTIPAN DE MORELOS","[""A06200655""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847878,"YAHUALICA DE GONZALEZ GALLO","[""A06200661""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847880,"TEOTIHUACAN DE ARISTA","[""A06200662""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847886,"PUEBLA_SAGARPA","[""A06200667""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847884,"TEHUANTEPEC","[""A06200670""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847916,"EL DORADO","[""A06200673""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847922,"VILLAHERMOSA SAGARPA","[""A06200678""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847924,"EMILIANO ZAPATA","[""A06200679""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71848707,"HN2404 HIPOTECARIA NACIONAL GUADALAJARA III","[""A11200857"",""A06200680""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71833416,"2821 CENTRO CORPORATIVO CANCÚN","[""A06200685""]","[""Activo""]"
"CUAD-BROADSOFT","LAND IT S.A. DE C.V.",71797961,"CORPORATIVO SOTELO","[""A06200603""]","[""Activo""]"
"CUAD-AVAYA","INNOVACION EN LOGISTICA Y DISTRIBUCION SA DE CV",71480741,"FESA CORPORATIVO BALMIS","[""A09200743"",""A06200560""]","[""Activo""]"
"CUAD-AVAYA","FARMACOS ESPECIALIZADOS SA CV",71732855,"LEÓN 3","[""A06200552""]","[""Activo""]"
"CUAD-AVAYA","FARMACOS ESPECIALIZADOS SA CV",71401396,"FARMACIA ESCANDON DF","[""A06200542""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71845142,"1898 BEYG SANTA CATARINA MONTERREY","[""A06200278""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71414604,"6373 PATRIMONIAL TEPIC","[""A05201627""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71414680,"6350 PATRIMONIAL TUXTLA","[""A05201639""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114743,"3736 LA LUZ","[""A11171876""]","[""Activo""]"
"CUAD-CISCO","CORPORACION DE ENERGIA MEXOIL SAPI DE CV",71828606,"MEXOIL VILLAHERMOSA","[""A05201503""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71825875,"6399 PATRIMONIAL MERIDA R","[""A09200132"",""A05200872""]","[""Activo""]"
"CUAD-CISCO","ENERGIA LIMPIA DE PALO ALTO S. DE R.L. DE C.V.",71564338,"ENEL PLANTA PALO ALTO","[""A11200772"",""A11200636"",""A05200356""]","[""Activo""]"
"CUAD-CISCO","DOMINICA ENERGIA LIMPIA S. DE R.L. DE C.V.",71643574,"ENEL DOMINICA CHARCAS","[""A11200751"",""A11200631"",""A05200353""]","[""Activo""]"
"CUAD-BROADSOFT","SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V.",70206883,"SANOH INDUSTRIAL DE MEXICO SA","[""A08200579""]","[""Activo""]"
"CUAD-AVAYA","BANCO SABADELL, S.A., INSTITUCION DE BANCA MULTIPLE",71845529,"CORPORATIVO ANDARES ZAPOPAN SABADELL","[""A04200734""]","[""Activo""]"
"CUAD-BROADSOFT","CARNIVAL DE MEXICO SA DE CV",71468851,"CARNIVAL MINERAL DE LA REFORMA","[""A04200064""]","[""Activo""]"
"CUAD-AVAYA","BANCO SABADELL, S.A., INSTITUCION DE BANCA MULTIPLE",71845501,"CANCÚN SABADELL","[""A04200733""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70101564,"3102 ALMACEN DE GAVILANES","[""A04200590""]","[""Activo""]"
"CUAD-AVAYA","DISTRIBUIDORA SANTIAGO",71374655,"DISTRIBUIDORA SANTIAGO ERMITA","[""A03201188""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71620808,"870 NUEVO LAREDO SORIANA LA FE","[""A03200703""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847873,"TUXTLA GUTIERREZ_SUPERISSSTE","[""A09200902""]","[""Activo""]"
"CUAD-CISCO","CLARO ENTERPRISE SOLUTIONS, LLC.",71842628,"MEXICO HQ","[""A05200427"",""A03201032"",""A05200397"",""A03201030"",""A05200429"",""A03201034"",""A03201052"",""A03201035"",""A05200431"",""A03201071"",""A03201059"",""A05200425"",""A05200430"",""A03201031"",""A03201038"",""A03201409"",""A03201025"",""A03201405"",""A05200417"",""A05200426"",""A05200428"",""A03201614"",""A05200395""]","[""Cancelado"",""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71463045,"5540 ACAPULCO VARIEDADES","[""A12172162""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70225961,"5046 OAXACA UNIVERSIDAD","[""A12171978""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71463044,"5053 ACAPULCO DIAMANTE","[""A12172001""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70223255,"5034 C COMERCIAL LAS AMERICAS","[""A12172002""]","[""Activo""]"
"CUAD-CISCO","EGP MAGDALENA SOLAR S.A. DE C.V.",71749652,"ENEL PLANTA MAGDALENA SOLAR 2","[""A11200764"",""A11200632""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115553,"6558 IXTLAHUACA","[""A12172204""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71295634,"5048 CAMPESTRE TAXQUEÑA","[""A12171994""]","[""Activo""]"
"CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC",71842634,"BUPA OBSERVATORIO","[""A03200522""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71384348,"5026 PUEBLA ANGELOPOLIS","[""A12172031""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71622585,"5556 IGUALA MERCADO","[""A11170398""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115284,"5391 BOULEVARD COMERCIO","[""A12172173""]","[""Activo""]"
"CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC",71842625,"BUPA SC","[""A03200486""]","[""Activo""]"
"CUAD-AVAYA","INTERJET",71454340,"NVO CORPORATIVO INTERJET 2015","[""A04200156"",""A03200044""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71579058,"5069 TEMIXCO","[""A11170400""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115460,"5727 PLAZA DEL SUR","[""A12172183""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71439050,"4733 GALERIAS CELAYA","[""A12171971""]","[""Activo""]"
"CUAD-AVAYA","NACIONAL MONTE DE PIEDAD, I.A.P.",71466284,"SUC 085 ECATEPEC EDO MEX","[""A12200318""]","[""Activo""]"
"CUAD-BROADSOFT","SEARS",71344827,"DORIAN S TIJUANA PRINCIPAL","[""A02200977""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71436352,"4744 SANTA BARBARA LAS VILLAS","[""A12171959""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114557,"1314 COACHING FINANCIERO TULYEHUALCO","[""A12171866""]","[""Activo""]"
"CUAD-BROADSOFT","GAS SUPREMO DE JUAREZ SA",71828305,"GPO FUENTES - JUAREZ","[""A03200274"",""A02201029""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115098,"3444 SAN JUAN","[""A12171845""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71630661,"3954 PABELLON DE ARTEAGA","[""A12170884""]","[""Activo""]"
"CUAD-AVAYA","BANCO SABADELL, S.A., INSTITUCION DE BANCA MULTIPLE",71840910,"QRO-B02J02RAAAB10/N01","[""A02200301""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71440146,"4731 PLAZA CANDILES","[""A12171983""]","[""Activo""]"
"CUAD-AVAYA","AFORE SURA, S.A. DE C.V.",71425523,"AFORE SURA CORPORATIVO REFORMA 222 NUEVO","[""A02200818""]","[""Activo""]"
"CUAD-AVAYA","PROMOTORA DEL DESARROLLO DE AMERICA LATINA, S.A. DE C.V.",71296273,"PALMAS 750","[""A01200322""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114753,"700 CAMPOS ELISEOS","[""A12171779""]","[""Activo""]"
"CUAD-BROADSOFT","INTELISIS SOFTWARE S.A. DE C.V.",71837680,"CORPORATIVO XOLA","[""A01200094""]","[""Activo""]"
